-5.625	3.125	-9.375	-11.25	-11.875	-20	-20	-18.125	-30.625	-25.625	-83.125	-28.75	-30.625	-30	-30.625	-30	-33.125	-32.5
-5.625	-1.875	-7.5	-10	-18.125	-18.125	-21.25	-20	-28.75	-28.125	-80.625	-29.375	-33.125	-26.875	-30.625	-27.5	-31.875	-31.875
-2.5	-3.125	-3.125	-10	-17.5	-18.125	-20	-28.125	-25	-31.25	-80.625	-25.625	-30.625	-26.25	-30	-30	-31.875	-30
0	-0.625	-6.25	-10.625	-16.875	-18.125	-20	-25.625	-28.125	-34.375	-78.125	-26.25	-30.625	-28.125	-28.75	-29.375	-28.125	-29.375
-1.25	-1.875	-3.75	-10	-18.75	-17.5	-18.125	-23.125	-28.125	-30.625	-79.375	-30	-30	-26.875	-30.625	-30.625	-33.125	-30.625
-1.25	-0.625	-3.75	-6.875	-16.875	-20	-20	-25.625	-29.375	-30	-81.875	-28.125	-30	-23.75	-29.375	-30.625	-34.375	-31.875
0	5	-5	-9.375	-18.125	-20	-21.25	-25.625	-32.5	-33.125	-80.625	-30	-28.75	-27.5	-27.5	-30	-31.875	-34.375
-1.875	2.5	-10	-12.5	-18.125	-18.75	-15.625	-21.875	-29.375	-30.625	-79.375	-31.875	-30	-33.75	-30.625	-26.875	-31.25	-31.875
-1.875	-1.25	-12.5	-15	-16.875	-19.375	-18.125	-21.25	-29.375	-29.375	-73.125	-33.125	-31.875	-31.875	-31.25	-23.125	-31.875	-31.875
-2.5	-2.5	-8.75	-13.125	-16.25	-20	-23.75	-25	-30	-30.625	-75.625	-27.5	-31.25	-30.625	-31.25	-25.625	-30	-31.25
-1.25	-3.125	-4.375	-9.375	-14.375	-17.5	-22.5	-25.625	-31.875	-28.75	-77.5	-28.75	-31.875	-30.625	-31.875	-28.125	-31.875	-33.125
0.625	-4.375	-4.375	-8.125	-17.5	-17.5	-21.25	-23.125	-26.875	-31.875	-78.125	-28.125	-29.375	-30	-31.25	-27.5	-33.75	-32.5
0.625	-3.75	-5	-10	-16.875	-16.875	-20.625	-26.25	-21.875	-30.625	-76.25	-28.75	-26.875	-26.25	-28.75	-24.375	-33.125	-30.625
0	-3.125	-5.625	-9.375	-17.5	-16.25	-21.875	-25.625	-26.875	-30	-73.125	-30.625	-25.625	-23.125	-31.25	-29.375	-30	-30
2.5	0	-5	-8.75	-18.75	-13.125	-21.875	-27.5	-29.375	-28.125	-73.125	-30	-32.5	-26.25	-35.625	-30	-32.5	-28.75
3.125	3.125	-7.5	-9.375	-15.625	-14.375	-18.75	-26.25	-27.5	-26.875	-74.375	-27.5	-32.5	-25.625	-36.25	-31.25	-32.5	-31.25
5	0.625	-6.25	-9.375	-13.75	-17.5	-15	-25	-29.375	-26.875	-76.25	-26.875	-28.125	-26.875	-31.25	-30	-33.125	-32.5
1.25	-2.5	-8.125	-10.625	-15	-15.625	-15	-25.625	-30	-26.25	-75	-27.5	-31.25	-26.25	-33.75	-28.125	-31.25	-33.125
0	-3.125	-6.25	-10	-14.375	-15.625	-16.25	-25.625	-31.875	-28.125	-76.25	-28.75	-31.875	-29.375	-31.875	-30	-32.5	-30
-1.25	-3.125	-6.25	-11.875	-15.625	-17.5	-17.5	-22.5	-33.75	-28.75	-76.875	-24.375	-28.125	-31.25	-30	-28.125	-34.375	-33.75
0	-4.375	-10	-12.5	-17.5	-17.5	-20.625	-23.75	-30.625	-29.375	-75.625	-25	-31.25	-28.75	-30	-28.75	-33.125	-31.875
0.625	0.625	-6.875	-11.25	-16.875	-18.125	-20	-21.25	-31.875	-28.75	-75	-25.625	-33.75	-24.375	-30	-30	-33.125	-30
-0.625	2.5	-4.375	-13.125	-15	-20	-15.625	-18.125	-33.125	-28.75	-74.375	-25.625	-33.125	-21.875	-27.5	-30	-30.625	-30
0.625	1.25	-5	-13.125	-18.125	-18.75	-16.875	-20	-29.375	-28.125	-75	-26.25	-33.125	-23.75	-26.25	-32.5	-30	-29.375
0.625	-5	-3.125	-9.375	-16.875	-20	-19.375	-20.625	-29.375	-27.5	-70.625	-27.5	-30.625	-26.25	-30.625	-33.125	-30.625	-27.5
-2.5	-3.75	-6.875	-9.375	-13.75	-20	-20	-21.875	-31.25	-24.375	-73.75	-28.125	-31.875	-30	-34.375	-30	-30.625	-30.625
0.625	-2.5	-5.625	-11.875	-13.75	-20	-22.5	-26.875	-31.25	-25	-76.875	-29.375	-33.75	-29.375	-31.875	-29.375	-30	-31.875
-2.5	-3.125	-6.25	-10	-15.625	-18.75	-21.875	-20	-30.625	-31.25	-75	-31.875	-30	-25	-30	-26.25	-31.25	-32.5
-3.75	-5	-8.125	-7.5	-13.75	-20	-20	-20.625	-29.375	-32.5	-67.5	-30	-30	-26.25	-30.625	-28.125	-33.75	-30.625
-3.75	-4.375	-5.625	-5	-13.75	-18.125	-20.625	-26.875	-30	-30.625	-68.125	-28.125	-30	-30	-30.625	-26.875	-33.75	-30
-3.125	-3.125	-7.5	-10.625	-16.875	-15	-22.5	-23.125	-31.875	-29.375	-71.25	-26.25	-30.625	-30	-34.375	-30	-30	-31.25
-4.375	0	-10	-10.625	-16.875	-18.125	-20	-20.625	-32.5	-30	-70	-27.5	-32.5	-29.375	-36.25	-28.75	-26.875	-33.125
-4.375	-1.875	-10	-9.375	-13.125	-21.875	-18.75	-24.375	-30.625	-33.125	-68.125	-30	-33.75	-31.875	-31.875	-28.125	-27.5	-30.625
-3.125	-1.875	-8.75	-9.375	-14.375	-18.75	-20	-24.375	-28.75	-31.25	-66.875	-26.25	-31.25	-31.25	-30	-30	-29.375	-28.125
-0.625	0	-5	-10	-16.875	-15	-19.375	-22.5	-26.875	-30.625	-71.25	-26.25	-32.5	-26.25	-30.625	-29.375	-28.125	-28.75
-0.625	-3.125	-6.25	-11.875	-16.875	-16.875	-18.75	-23.125	-28.125	-29.375	-71.25	-27.5	-33.125	-27.5	-33.75	-26.875	-28.75	-28.75
-1.25	-2.5	-7.5	-12.5	-14.375	-19.375	-18.75	-21.875	-31.875	-30.625	-70	-24.375	-29.375	-28.75	-28.75	-28.75	-28.75	-30
1.875	-3.125	-8.125	-13.75	-16.25	-18.125	-22.5	-23.125	-30.625	-31.25	-69.375	-28.125	-28.75	-22.5	-26.25	-27.5	-28.125	-31.875
0	-1.875	-10	-10.625	-16.875	-20	-23.125	-25.625	-28.125	-28.125	-70	-31.25	-31.25	-23.75	-30.625	-26.25	-31.25	-35.625
-2.5	1.875	-10	-10	-20	-21.875	-18.75	-23.125	-30.625	-25.625	-68.125	-31.875	-33.75	-28.125	-33.75	-30.625	-30	-31.875
-1.875	3.125	-5	-10.625	-14.375	-18.125	-18.125	-20	-34.375	-26.875	-67.5	-29.375	-30	-29.375	-35.625	-32.5	-28.75	-31.25
0	-1.25	-3.75	-8.75	-10	-18.125	-18.125	-21.875	-31.875	-30.625	-65	-26.875	-30	-26.25	-33.125	-29.375	-30	-32.5
1.25	2.5	-3.75	-9.375	-13.75	-20	-18.125	-24.375	-26.875	-31.875	-63.125	-28.125	-33.125	-25.625	-31.25	-29.375	-31.25	-30
1.25	1.25	-3.75	-8.125	-18.125	-18.75	-21.875	-25.625	-25	-33.125	-63.125	-26.25	-30	-27.5	-30	-30	-31.875	-29.375
-1.25	-5	-4.375	-11.25	-15	-18.125	-23.125	-24.375	-27.5	-34.375	-61.875	-22.5	-30.625	-29.375	-28.75	-31.25	-31.25	-30
-2.5	-5.625	-6.875	-10	-15.625	-19.375	-18.75	-21.875	-27.5	-31.875	-58.125	-26.875	-36.875	-24.375	-31.875	-30	-32.5	-34.375
-1.25	0	-6.875	-6.875	-14.375	-16.875	-18.75	-21.875	-28.125	-30	-58.125	-31.875	-35.625	-24.375	-30	-28.125	-30.625	-34.375
1.25	-0.625	-6.875	-10	-18.125	-15.625	-20	-22.5	-29.375	-30	-61.875	-30.625	-30	-26.875	-31.875	-29.375	-30.625	-33.125
2.5	-1.875	-10	-10	-20.625	-13.125	-19.375	-23.125	-30	-28.125	-61.25	-30.625	-31.875	-27.5	-33.75	-26.875	-30	-33.75
3.125	-0.625	-10	-10	-15.625	-17.5	-21.875	-20	-35.625	-30	-63.125	-28.125	-30.625	-30	-31.875	-26.875	-31.875	-33.75
0	-1.25	-8.125	-10.625	-10	-20.625	-20	-21.875	-31.25	-35.625	-60	-26.25	-30	-31.25	-30.625	-29.375	-33.75	-29.375
0.625	-2.5	-11.25	-13.75	-13.75	-18.125	-20	-24.375	-26.25	-36.875	-56.875	-28.75	-30.625	-28.125	-30.625	-30	-30.625	-26.875
-0.625	1.25	-10	-15.625	-19.375	-18.75	-23.125	-23.125	-26.25	-35.625	-55.625	-27.5	-31.25	-27.5	-26.25	-30	-35	-28.125
-2.5	1.25	-6.25	-13.125	-16.25	-18.125	-20.625	-23.75	-26.875	-33.75	-57.5	-25.625	-30.625	-30	-26.25	-30	-36.25	-30
3.75	-3.125	-6.875	-10	-13.75	-20	-19.375	-23.125	-26.875	-33.75	-63.75	-26.875	-30	-30	-28.125	-30	-32.5	-31.25
1.25	-8.125	-10	-10.625	-13.125	-17.5	-17.5	-20	-30	-31.875	-63.125	-28.75	-31.875	-30.625	-30	-27.5	-30	-30
0	-6.875	-6.875	-10	-13.125	-15	-18.125	-21.875	-31.875	-29.375	-60.625	-32.5	-31.875	-26.875	-33.75	-24.375	-35.625	-28.75
0	-3.75	-3.75	-10	-15.625	-19.375	-20	-25.625	-30	-30.625	-58.75	-30.625	-30	-28.75	-35.625	-27.5	-34.375	-30
0.625	-3.75	-3.75	-7.5	-18.125	-16.875	-20	-21.875	-28.75	-36.25	-59.375	-28.125	-31.25	-28.125	-30	-29.375	-30.625	-33.75
2.5	-3.75	-1.875	-8.75	-16.875	-16.875	-20	-21.875	-28.75	-34.375	-60	-30	-30	-22.5	-26.25	-28.125	-31.875	-38.125
1.25	-3.125	-4.375	-9.375	-18.125	-20	-21.875	-21.875	-22.5	-33.125	-60.625	-31.25	-30.625	-22.5	-28.75	-28.125	-33.75	-36.875
-1.875	-6.25	-10	-8.75	-17.5	-21.25	-23.125	-23.75	-27.5	-31.875	-56.875	-30	-31.875	-26.25	-28.75	-26.875	-31.25	-31.25
-1.25	-4.375	-8.75	-11.875	-14.375	-18.75	-20.625	-23.125	-30.625	-31.875	-54.375	-30.625	-31.25	-26.25	-30	-26.875	-30	-31.875
1.25	0.625	-6.25	-10.625	-13.125	-18.125	-18.125	-25.625	-31.25	-32.5	-57.5	-30	-30	-27.5	-29.375	-31.25	-33.125	-30.625
-1.25	3.125	-5.625	-11.875	-12.5	-19.375	-16.875	-26.25	-28.125	-32.5	-56.25	-29.375	-28.75	-28.125	-30	-26.875	-30	-28.75
-2.5	-1.25	-7.5	-13.125	-15	-19.375	-19.375	-21.25	-24.375	-35.625	-53.75	-31.25	-30	-25	-32.5	-25.625	-28.75	-30
-1.875	-1.875	-8.125	-11.25	-17.5	-20	-20.625	-24.375	-26.25	-33.125	-55	-29.375	-30.625	-24.375	-30.625	-24.375	-33.125	-30.625
1.25	0	-8.125	-9.375	-15.625	-20.625	-21.25	-21.875	-31.875	-30.625	-53.75	-23.75	-28.75	-28.75	-28.75	-26.875	-29.375	-29.375
1.875	0	-7.5	-10	-13.75	-21.875	-23.125	-20	-32.5	-34.375	-56.25	-23.125	-28.125	-30.625	-30	-30	-23.75	-30
-1.25	-2.5	-7.5	-15	-13.75	-18.125	-20	-19.375	-31.875	-35	-58.75	-25	-28.125	-25	-26.25	-25	-28.75	-30.625
-3.75	0	-7.5	-12.5	-16.875	-15.625	-19.375	-20.625	-31.875	-30	-55.625	-27.5	-29.375	-25	-31.25	-25.625	-31.875	-30
-0.625	-0.625	-6.875	-10.625	-17.5	-16.25	-20	-23.125	-26.25	-30.625	-53.125	-29.375	-31.875	-26.875	-30	-30	-33.125	-28.75
2.5	1.875	-4.375	-10.625	-17.5	-15.625	-18.75	-25	-30.625	-30	-53.75	-27.5	-29.375	-28.75	-34.375	-26.875	-33.125	-31.25
-2.5	0.625	-5.625	-11.875	-16.875	-16.875	-20	-20.625	-36.875	-29.375	-51.875	-23.75	-27.5	-30	-31.25	-26.875	-35	-33.125
0	1.875	-5	-13.75	-16.875	-19.375	-16.25	-23.125	-33.125	-32.5	-50.625	-24.375	-27.5	-30	-30	-25.625	-35.625	-31.25
3.75	1.875	-7.5	-9.375	-16.25	-18.125	-16.875	-21.875	-28.125	-35.625	-50	-28.75	-30	-28.125	-30	-28.75	-31.875	-33.125
2.5	-3.75	-9.375	-6.25	-15.625	-19.375	-21.25	-24.375	-30.625	-34.375	-53.125	-30	-30.625	-30	-30	-30.625	-30.625	-35.625
-0.625	-3.125	-5.625	-9.375	-15	-21.875	-20	-25.625	-30	-35	-53.125	-26.875	-32.5	-30.625	-28.125	-27.5	-30	-31.875
-1.875	2.5	-4.375	-8.75	-17.5	-20	-18.75	-21.875	-30.625	-35	-53.125	-30	-28.125	-27.5	-28.75	-29.375	-30	-30
-1.875	1.875	-4.375	-6.875	-16.25	-20	-20	-20	-30	-33.75	-50	-30.625	-27.5	-25	-30	-30	-30	-31.25
-5.625	-1.25	0	-10	-14.375	-17.5	-20	-25	-28.75	-32.5	-51.875	-26.875	-29.375	-24.375	-30	-26.875	-31.25	-34.375
