-12.5	-10.625	-15	-30.625	-14.375	-5.625	-16.875	-14.375	-12.5	-15.625	-13.125	-8.75	-13.125	-19.375
-11.25	-11.875	-15.625	-29.375	-14.375	-8.125	-12.5	-15.625	-13.75	-13.125	-13.125	-8.75	-13.75	-17.5
-11.875	-10.625	-16.25	-30	-13.125	-11.875	-11.25	-12.5	-13.75	-13.125	-11.875	-12.5	-13.125	-18.75
-12.5	-8.75	-13.75	-33.125	-11.875	-10.625	-11.25	-13.125	-11.25	-13.75	-13.75	-13.125	-16.875	-19.375
-13.125	-8.125	-15	-34.375	-11.25	-10.625	-13.125	-13.125	-14.375	-13.75	-15	-13.125	-12.5	-19.375
-11.875	-10	-10.625	-31.875	-10.625	-6.25	-15	-14.375	-13.125	-15.625	-15	-13.125	-11.25	-17.5
-13.75	-10	-13.75	-30	-10.625	-9.375	-16.25	-13.75	-12.5	-16.25	-13.75	-11.25	-14.375	-17.5
-15.625	-9.375	-18.125	-31.875	-10	-10.625	-15.625	-13.75	-13.75	-16.25	-15.625	-11.875	-13.125	-18.125
-13.75	-10	-15.625	-33.125	-9.375	-11.875	-14.375	-16.25	-12.5	-20	-15	-12.5	-13.125	-17.5
-14.375	-9.375	-12.5	-32.5	-10	-11.875	-15	-14.375	-15	-19.375	-11.875	-13.125	-16.875	-16.875
-13.125	-8.75	-15	-33.75	-11.25	-10.625	-14.375	-10	-14.375	-11.25	-11.875	-13.125	-18.75	-16.875
-13.75	-10	-17.5	-31.875	-8.125	-7.5	-16.875	-11.875	-14.375	-13.75	-11.875	-11.875	-16.25	-20
-10	-8.75	-15.625	-33.75	-8.125	-9.375	-15	-15.625	-15.625	-19.375	-11.25	-12.5	-13.75	-20
-11.875	-6.875	-15	-33.125	-11.25	-8.125	-11.25	-15.625	-15.625	-17.5	-13.125	-16.25	-15.625	-15.625
-11.875	-10	-16.25	-33.125	-14.375	-8.125	-11.25	-10.625	-15.625	-16.25	-11.25	-15	-17.5	-16.25
-11.875	-11.875	-16.875	-33.125	-15	-8.75	-11.875	-10	-14.375	-18.125	-11.25	-13.125	-16.875	-15
-10	-11.25	-16.875	-35.625	-10.625	-10	-13.125	-9.375	-14.375	-17.5	-9.375	-10	-12.5	-18.75
-11.875	-9.375	-11.875	-33.75	-13.75	-13.125	-15.625	-8.125	-16.25	-18.125	-10	-8.75	-15.625	-19.375
-11.875	-8.125	-14.375	-31.25	-15.625	-10	-14.375	-11.875	-16.25	-20	-10.625	-9.375	-16.25	-18.125
-10	-10	-15	-30	-13.125	-10.625	-15.625	-10.625	-13.75	-18.125	-10.625	-11.875	-10.625	-16.25
-15	-14.375	-15.625	-30	-14.375	-9.375	-14.375	-11.25	-11.875	-16.875	-10	-12.5	-13.75	-13.75
-13.125	-10.625	-15	-30	-11.875	-9.375	-15	-13.75	-12.5	-19.375	-10.625	-11.875	-15.625	-16.25
-13.125	-8.125	-18.125	-33.125	-12.5	-9.375	-10	-15.625	-11.875	-15.625	-11.25	-13.75	-16.875	-20.625
-11.25	-7.5	-15.625	-29.375	-10	-10	-11.875	-13.75	-17.5	-12.5	-11.875	-11.875	-15.625	-20.625
-9.375	-8.125	-13.75	-30.625	-10.625	-8.125	-14.375	-15.625	-17.5	-15.625	-15	-11.875	-16.875	-20
-11.25	-11.875	-15.625	-30	-13.75	-11.875	-14.375	-13.75	-16.25	-13.75	-14.375	-14.375	-15	-20
-11.875	-12.5	-13.75	-30	-13.125	-10.625	-15.625	-12.5	-15	-13.75	-11.25	-10.625	-11.875	-16.25
-12.5	-11.25	-17.5	-31.875	-13.125	-13.125	-15.625	-11.25	-11.25	-15	-14.375	-8.125	-11.25	-16.25
-15.625	-10	-18.125	-31.875	-13.75	-7.5	-15	-10	-15.625	-16.875	-14.375	-10	-13.75	-16.875
-15.625	-15.625	-16.875	-33.125	-18.125	-6.875	-18.75	-13.75	-11.25	-19.375	-14.375	-8.75	-14.375	-18.125
-15	-16.875	-18.125	-34.375	-15.625	-10.625	-16.25	-14.375	-11.25	-18.125	-15	-7.5	-15	-15.625
-15.625	-11.25	-20	-29.375	-10	-10	-15	-11.875	-18.75	-17.5	-13.125	-7.5	-18.125	-16.25
-11.875	-6.875	-15	-30	-11.875	-10	-16.875	-11.875	-15	-13.75	-16.875	-10	-16.875	-18.75
-11.25	-9.375	-16.25	-31.25	-12.5	-9.375	-14.375	-13.75	-13.125	-10.625	-19.375	-12.5	-15.625	-16.875
-9.375	-10	-18.75	-32.5	-11.875	-8.75	-15.625	-10.625	-15	-13.75	-16.875	-13.125	-15.625	-16.875
-11.875	-8.75	-16.875	-36.25	-10	-8.125	-13.125	-11.875	-12.5	-15.625	-11.25	-10	-15.625	-17.5
-11.875	-9.375	-13.125	-33.75	-14.375	-8.75	-13.125	-15	-15	-16.875	-10	-8.75	-13.75	-18.75
-13.75	-10.625	-18.75	-33.75	-13.75	-6.875	-16.25	-13.125	-18.75	-15.625	-13.125	-10.625	-13.125	-19.375
-12.5	-9.375	-21.875	-31.25	-14.375	-6.875	-13.125	-11.875	-15.625	-14.375	-13.125	-11.25	-11.875	-15.625
-10	-10	-17.5	-31.25	-14.375	-8.75	-15	-12.5	-15.625	-16.875	-10	-11.875	-14.375	-17.5
-13.125	-8.75	-11.875	-31.25	-12.5	-9.375	-17.5	-13.125	-20	-14.375	-9.375	-11.875	-13.75	-15
-13.125	-10.625	-12.5	-30	-10.625	-9.375	-16.25	-12.5	-19.375	-17.5	-10	-13.75	-13.125	-15.625
-12.5	-12.5	-17.5	-33.75	-8.75	-9.375	-17.5	-13.125	-13.75	-19.375	-12.5	-14.375	-14.375	-19.375
-11.875	-10.625	-17.5	-33.75	-8.125	-10	-16.25	-10.625	-13.75	-16.25	-13.125	-13.75	-15.625	-18.75
-13.125	-8.125	-16.25	-33.125	-10	-10	-11.25	-13.125	-15.625	-16.875	-11.875	-16.25	-14.375	-20
-13.75	-10	-13.125	-31.25	-10	-11.875	-15	-10.625	-14.375	-18.125	-10	-15.625	-15.625	-20.625
-11.875	-9.375	-11.875	-33.125	-13.125	-12.5	-17.5	-8.125	-13.125	-15	-11.25	-14.375	-14.375	-16.875
-10.625	-9.375	-13.125	-31.875	-14.375	-7.5	-18.125	-12.5	-15.625	-15	-13.125	-11.25	-10.625	-13.125
-11.25	-11.25	-16.25	-30	-13.75	-6.875	-15.625	-11.25	-15.625	-13.75	-13.75	-13.75	-13.75	-11.25
-14.375	-15.625	-13.125	-30.625	-11.875	-8.75	-11.875	-9.375	-16.875	-18.75	-10	-16.25	-11.25	-17.5
-11.875	-11.875	-15	-31.875	-10	-10	-13.125	-6.875	-11.25	-18.75	-13.125	-13.125	-11.875	-20.625
-10.625	-12.5	-18.75	-36.875	-11.875	-8.75	-11.875	-10	-13.125	-15.625	-12.5	-13.125	-13.75	-17.5
-10	-10.625	-20	-32.5	-16.25	-10	-11.875	-12.5	-15	-12.5	-10.625	-12.5	-15.625	-16.25
-13.75	-8.75	-17.5	-30	-12.5	-10	-14.375	-14.375	-10.625	-11.875	-13.75	-14.375	-13.75	-18.125
-14.375	-10	-15.625	-32.5	-9.375	-13.125	-13.125	-15	-12.5	-13.125	-13.125	-10	-13.125	-16.25
-13.75	-13.125	-17.5	-33.75	-8.75	-13.75	-13.125	-13.125	-15.625	-15.625	-11.875	-8.125	-13.75	-15
-14.375	-13.75	-15	-34.375	-10	-15	-14.375	-13.75	-14.375	-16.25	-10	-8.125	-12.5	-17.5
-13.125	-11.875	-15	-34.375	-10.625	-10	-16.25	-11.25	-10.625	-16.25	-11.875	-12.5	-11.875	-15
-13.125	-10.625	-11.875	-33.75	-13.125	-9.375	-15.625	-11.875	-14.375	-19.375	-14.375	-11.25	-11.875	-18.125
-16.25	-10.625	-15.625	-33.125	-11.875	-7.5	-15	-11.25	-16.25	-16.875	-11.875	-11.25	-14.375	-18.125
-18.125	-9.375	-13.125	-31.875	-16.25	-10.625	-13.125	-10.625	-16.25	-16.25	-13.75	-8.125	-16.875	-16.875
-11.875	-10	-13.125	-30	-15.625	-11.25	-12.5	-13.125	-16.25	-15.625	-10.625	-10	-16.875	-18.125
-14.375	-10	-16.875	-30.625	-14.375	-10.625	-12.5	-16.875	-16.25	-16.875	-12.5	-11.875	-15	-18.125
-15	-10	-16.25	-30	-11.875	-15	-14.375	-16.875	-15	-16.875	-12.5	-11.25	-14.375	-16.25
-11.875	-9.375	-13.75	-31.875	-10.625	-10.625	-13.125	-16.25	-13.125	-15	-13.75	-10.625	-16.25	-15.625
-11.25	-9.375	-13.125	-32.5	-11.25	-10.625	-15	-15.625	-10	-13.125	-15	-10.625	-18.125	-13.125
-14.375	-8.75	-13.125	-31.875	-13.125	-12.5	-15.625	-12.5	-11.875	-17.5	-16.875	-10	-13.125	-14.375
-14.375	-8.75	-15.625	-33.75	-15	-9.375	-15.625	-11.875	-14.375	-17.5	-17.5	-10.625	-13.75	-16.25
-17.5	-5.625	-14.375	-35	-11.25	-10	-16.25	-13.125	-15	-17.5	-13.125	-14.375	-15.625	-18.125
-13.125	-9.375	-12.5	-33.125	-10.625	-10	-16.25	-13.125	-12.5	-16.25	-13.125	-14.375	-13.75	-18.125
-13.125	-10	-13.125	-31.25	-11.25	-9.375	-13.75	-10	-13.75	-16.875	-13.125	-13.75	-15.625	-17.5
-11.875	-11.25	-15.625	-32.5	-10	-10.625	-15.625	-9.375	-16.875	-18.125	-11.25	-11.25	-11.875	-16.25
-11.875	-13.125	-15	-35.625	-8.75	-8.125	-15.625	-12.5	-18.75	-15	-13.75	-12.5	-11.875	-16.25
-15.625	-14.375	-16.25	-37.5	-10.625	-8.125	-13.75	-10	-16.875	-13.125	-18.125	-11.25	-13.75	-16.25
-13.75	-10	-15	-33.125	-12.5	-8.125	-15.625	-10.625	-10.625	-14.375	-14.375	-10.625	-15	-15.625
-13.75	-10.625	-13.125	-33.125	-9.375	-8.75	-16.25	-11.875	-13.125	-15	-13.125	-10.625	-15.625	-14.375
-11.25	-8.75	-14.375	-33.125	-13.75	-8.75	-16.25	-15.625	-16.25	-15	-13.125	-11.875	-12.5	-15.625
-13.125	-10	-16.875	-36.25	-13.125	-8.125	-15.625	-15	-13.75	-13.125	-10.625	-10.625	-10.625	-15.625
-15	-11.875	-14.375	-35	-15.625	-5	-12.5	-11.875	-12.5	-13.75	-12.5	-10.625	-13.75	-15.625
-17.5	-11.25	-11.875	-31.25	-15	-7.5	-13.125	-11.875	-10	-11.875	-15.625	-13.125	-13.125	-12.5
-19.375	-10	-17.5	-33.125	-13.125	-11.25	-12.5	-10.625	-13.75	-11.875	-13.75	-15	-13.125	-16.25
-15	-7.5	-16.875	-33.75	-13.75	-11.875	-14.375	-11.875	-16.25	-12.5	-11.875	-15	-13.125	-20
-15.625	-10	-12.5	-31.25	-13.75	-10	-17.5	-14.375	-18.125	-11.875	-10.625	-15.625	-11.875	-19.375
-14.375	-12.5	-15	-31.875	-13.125	-11.25	-16.25	-10.625	-19.375	-14.375	-11.875	-13.75	-14.375	-16.875
-15.625	-10	-11.875	-35	-11.25	-10.625	-16.25	-10.625	-16.25	-11.875	-11.25	-10	-13.75	-16.875
-16.875	-6.875	-13.75	-34.375	-13.125	-6.875	-16.25	-15.625	-16.25	-12.5	-12.5	-12.5	-15.625	-15
-15	-6.875	-14.375	-33.125	-15.625	-1.875	-13.125	-16.25	-15.625	-11.875	-14.375	-13.125	-15	-14.375
-11.875	-8.125	-11.875	-33.125	-13.125	-8.75	-15	-15	-15.625	-10	-11.25	-14.375	-12.5	-18.75
-13.75	-8.125	-12.5	-33.75	-11.875	-10	-13.75	-11.875	-11.25	-12.5	-11.25	-12.5	-12.5	-13.75
-15.625	-6.875	-15	-33.75	-11.875	-10.625	-13.75	-10.625	-10	-15.625	-10	-12.5	-13.125	-10.625
-17.5	-5.625	-15.625	-29.375	-10	-12.5	-13.75	-10.625	-11.875	-15.625	-15.625	-10.625	-13.125	-13.75
-15.625	-8.75	-14.375	-30	-11.25	-9.375	-14.375	-13.125	-11.25	-11.875	-13.75	-10	-11.875	-15.625
-14.375	-10.625	-13.75	-35.625	-13.125	-6.25	-16.875	-15	-11.875	-15	-12.5	-10.625	-11.875	-13.125
-13.125	-13.125	-14.375	-33.125	-15.625	-6.875	-16.875	-11.875	-14.375	-16.25	-13.125	-12.5	-13.125	-12.5
-13.75	-10.625	-16.875	-31.875	-13.125	-7.5	-13.75	-14.375	-12.5	-13.75	-10.625	-10.625	-14.375	-15.625
-15.625	-9.375	-12.5	-32.5	-10.625	-8.125	-13.125	-18.125	-14.375	-13.75	-10.625	-10	-16.875	-15.625
-13.75	-9.375	-13.125	-34.375	-13.75	-8.75	-13.75	-14.375	-18.75	-16.25	-15	-11.875	-15	-18.75
-14.375	-7.5	-15.625	-34.375	-13.125	-8.125	-15.625	-13.75	-19.375	-16.25	-15	-13.75	-12.5	-16.25
-14.375	-6.25	-16.875	-33.75	-10.625	-6.25	-13.75	-16.875	-18.125	-18.75	-11.875	-14.375	-8.75	-20
-15.625	-6.875	-13.75	-33.75	-12.5	-8.125	-14.375	-15.625	-17.5	-15	-11.875	-11.875	-11.875	-20
-13.125	-7.5	-13.75	-34.375	-11.875	-10	-16.25	-10.625	-14.375	-15	-11.875	-13.75	-16.25	-16.875
-14.375	-6.875	-12.5	-32.5	-11.875	-11.875	-15.625	-13.125	-15.625	-18.125	-12.5	-13.125	-15.625	-18.125
-13.125	-10	-13.125	-31.875	-11.875	-11.875	-14.375	-12.5	-15.625	-16.25	-11.25	-10.625	-12.5	-13.125
-12.5	-11.875	-14.375	-33.125	-10.625	-10	-19.375	-15.625	-15.625	-13.125	-11.25	-10.625	-12.5	-16.25
-11.875	-13.125	-12.5	-33.125	-13.75	-8.75	-18.125	-16.25	-14.375	-14.375	-13.125	-11.875	-13.125	-19.375
-14.375	-12.5	-13.75	-33.125	-13.125	-7.5	-13.75	-16.25	-14.375	-16.25	-13.125	-15	-16.25	-18.75
-14.375	-10.625	-13.75	-31.875	-12.5	-8.125	-15.625	-15	-15.625	-20	-11.25	-16.25	-13.125	-16.875
-15	-10	-18.125	-32.5	-10	-6.875	-17.5	-15.625	-18.125	-18.75	-11.25	-11.875	-11.875	-15
-13.125	-10	-18.75	-34.375	-11.25	-10.625	-18.125	-13.75	-18.75	-18.125	-13.125	-11.25	-13.125	-13.75
-13.125	-7.5	-13.75	-35.625	-12.5	-11.25	-15.625	-15.625	-13.75	-16.25	-14.375	-13.75	-13.75	-14.375
-14.375	-6.25	-12.5	-33.75	-14.375	-10.625	-8.75	-13.125	-12.5	-16.25	-12.5	-15	-15.625	-16.25
-17.5	-9.375	-13.125	-33.125	-13.125	-7.5	-10	-15	-13.75	-16.875	-13.75	-10.625	-12.5	-13.75
-14.375	-10.625	-16.25	-34.375	-11.875	-7.5	-14.375	-13.75	-16.875	-13.125	-16.875	-11.25	-10	-15.625
-13.125	-12.5	-19.375	-31.875	-14.375	-9.375	-16.25	-13.125	-19.375	-13.125	-14.375	-13.125	-12.5	-15.625
-15.625	-10.625	-15	-30	-13.75	-9.375	-12.5	-15.625	-16.25	-16.25	-11.25	-12.5	-11.875	-16.25
-13.125	-8.125	-13.75	-29.375	-16.25	-7.5	-16.25	-13.75	-15.625	-20.625	-16.875	-11.875	-13.75	-11.875
-13.125	-7.5	-15	-30.625	-13.75	-11.875	-17.5	-11.875	-16.25	-14.375	-17.5	-11.875	-15	-11.875
-14.375	-9.375	-14.375	-30	-9.375	-11.875	-16.25	-11.875	-15.625	-13.125	-11.25	-15	-17.5	-14.375
-13.125	-9.375	-11.875	-30	-10	-9.375	-16.25	-11.875	-15.625	-17.5	-13.75	-14.375	-14.375	-18.125
-15.625	-8.75	-13.125	-30.625	-11.875	-10	-15.625	-11.875	-15.625	-18.75	-10.625	-13.75	-11.25	-14.375
-15.625	-7.5	-11.875	-30.625	-11.25	-8.75	-16.25	-11.875	-13.125	-16.875	-10.625	-13.125	-10.625	-13.75
-12.5	-8.125	-11.875	-35.625	-11.875	-9.375	-13.125	-14.375	-10.625	-18.125	-10	-10	-10.625	-15
-13.125	-10	-15	-37.5	-10	-6.25	-14.375	-16.25	-10.625	-17.5	-10.625	-10	-11.25	-15
-13.75	-8.75	-16.875	-31.875	-8.125	-8.125	-12.5	-15.625	-15	-16.875	-12.5	-13.125	-10.625	-11.875
-15	-9.375	-17.5	-29.375	-11.875	-8.75	-12.5	-13.125	-17.5	-19.375	-12.5	-13.75	-11.875	-14.375
-13.75	-10.625	-18.75	-30.625	-13.125	-10	-13.75	-13.125	-15	-18.125	-13.125	-11.875	-11.875	-19.375
-13.75	-8.75	-16.25	-33.75	-12.5	-7.5	-14.375	-10.625	-14.375	-15.625	-10	-10	-13.75	-16.875
-13.75	-11.875	-15.625	-33.75	-13.75	-8.75	-13.125	-12.5	-13.75	-14.375	-10	-11.25	-15	-15
-11.875	-11.875	-17.5	-35	-11.25	-6.25	-12.5	-15.625	-14.375	-17.5	-10.625	-15	-13.75	-13.125
-13.75	-9.375	-16.25	-36.875	-13.75	-5.625	-13.125	-16.25	-11.875	-15	-11.25	-15	-12.5	-13.75
-15	-10.625	-18.75	-36.25	-15.625	-8.75	-16.25	-12.5	-12.5	-16.875	-13.125	-11.875	-13.125	-15
-16.875	-13.75	-15	-35	-14.375	-10.625	-16.875	-11.875	-13.125	-18.125	-13.75	-10	-13.125	-13.75
-15	-10.625	-11.25	-31.875	-13.125	-9.375	-17.5	-12.5	-11.25	-16.875	-15	-12.5	-10	-15.625
-11.875	-6.875	-10.625	-34.375	-14.375	-9.375	-14.375	-13.125	-13.125	-15.625	-15.625	-11.25	-10	-16.875
-9.375	-6.875	-15	-35	-11.875	-10	-13.75	-11.875	-14.375	-16.875	-15	-10	-8.75	-16.875
-9.375	-10	-15.625	-36.25	-10	-7.5	-16.25	-10.625	-15.625	-15.625	-11.25	-8.75	-11.25	-13.75
-11.25	-11.875	-14.375	-36.875	-13.125	-6.25	-14.375	-10.625	-13.75	-13.75	-13.125	-11.25	-14.375	-15.625
-10	-10	-14.375	-35	-12.5	-10	-16.875	-12.5	-10.625	-13.125	-10	-12.5	-18.75	-14.375
-11.875	-8.125	-15	-34.375	-14.375	-10	-15.625	-11.875	-15.625	-15.625	-10.625	-11.25	-17.5	-11.875
-13.125	-6.25	-15.625	-35	-11.875	-10	-13.75	-11.875	-15.625	-14.375	-13.75	-11.875	-12.5	-16.875
-12.5	-7.5	-16.875	-33.75	-10.625	-11.25	-19.375	-11.875	-15.625	-13.125	-13.75	-14.375	-11.25	-17.5
-13.75	-10.625	-17.5	-34.375	-11.25	-8.75	-20	-12.5	-14.375	-11.875	-15	-12.5	-11.875	-15
-12.5	-11.25	-16.875	-30	-14.375	-10	-18.75	-15	-13.125	-15	-16.875	-11.25	-14.375	-18.125
-10.625	-8.75	-18.75	-34.375	-15	-8.125	-16.25	-16.25	-15	-14.375	-16.875	-10	-15.625	-18.75
-10	-6.25	-19.375	-35	-11.875	-7.5	-15.625	-15	-14.375	-14.375	-11.875	-10	-13.125	-14.375
-12.5	-8.125	-15.625	-35	-11.875	-6.25	-16.875	-13.125	-15	-15	-13.125	-13.125	-12.5	-13.75
-11.875	-9.375	-15	-35.625	-11.875	-10.625	-15	-10.625	-15	-16.875	-13.125	-15.625	-14.375	-14.375
-10.625	-7.5	-11.875	-35.625	-15	-10	-13.125	-11.25	-15.625	-16.875	-10	-15.625	-15	-14.375
-15	-10	-12.5	-37.5	-15	-5	-14.375	-13.75	-17.5	-15	-10.625	-12.5	-12.5	-12.5
-14.375	-10	-15	-38.125	-13.75	-10	-16.875	-10	-18.125	-14.375	-10.625	-10.625	-15.625	-13.125
-10.625	-9.375	-16.875	-33.75	-15	-8.75	-16.25	-11.25	-18.125	-12.5	-12.5	-15.625	-11.875	-16.875
-11.25	-6.875	-18.75	-34.375	-13.125	-7.5	-16.25	-13.125	-16.25	-15	-12.5	-11.875	-11.25	-18.75
-12.5	-8.125	-16.875	-34.375	-13.125	-10	-13.75	-13.75	-16.875	-15	-10	-10.625	-10	-17.5
-13.125	-9.375	-15.625	-35	-13.75	-10.625	-11.25	-16.25	-18.125	-13.75	-10	-10.625	-10.625	-18.125
-13.125	-7.5	-18.125	-35	-12.5	-10.625	-14.375	-10.625	-16.875	-13.125	-9.375	-10.625	-11.875	-15.625
-15.625	-6.875	-20	-37.5	-10	-10	-16.875	-13.125	-16.875	-12.5	-9.375	-12.5	-11.875	-11.875
-16.875	-3.75	-16.25	-40	-10.625	-10.625	-14.375	-11.875	-15.625	-15.625	-10.625	-14.375	-10.625	-13.75
-17.5	-4.375	-13.75	-36.25	-13.125	-10.625	-10.625	-11.25	-14.375	-15.625	-11.25	-14.375	-9.375	-15
-14.375	-8.75	-13.125	-35.625	-13.125	-10	-15	-11.875	-15.625	-15.625	-10	-15.625	-11.25	-16.25
-12.5	-11.25	-16.25	-36.875	-16.25	-10.625	-18.125	-11.875	-15	-14.375	-14.375	-14.375	-13.75	-16.25
-12.5	-10	-16.875	-35.625	-15.625	-10.625	-17.5	-10	-15.625	-13.125	-16.25	-14.375	-14.375	-16.875
-16.25	-6.875	-16.875	-32.5	-13.75	-10.625	-16.25	-13.125	-16.875	-13.125	-13.125	-11.25	-13.125	-18.75
-15.625	-9.375	-16.25	-30.625	-8.75	-11.25	-13.125	-15	-14.375	-13.75	-11.875	-10.625	-13.75	-17.5
-11.25	-11.25	-16.25	-31.25	-11.25	-11.25	-14.375	-12.5	-15.625	-11.875	-11.25	-10	-11.875	-15.625
-15	-9.375	-15.625	-36.25	-18.125	-7.5	-16.875	-13.75	-11.875	-14.375	-12.5	-10	-15	-15.625
-14.375	-9.375	-14.375	-39.375	-13.75	-9.375	-13.75	-12.5	-11.25	-16.25	-13.125	-10.625	-15.625	-13.75
-13.125	-10	-15.625	-36.25	-11.875	-9.375	-13.125	-14.375	-15	-14.375	-14.375	-11.25	-10.625	-14.375
-15	-10.625	-16.25	-35	-13.125	-10	-11.25	-10.625	-16.25	-12.5	-11.875	-9.375	-11.25	-14.375
-16.875	-9.375	-18.75	-35	-13.125	-11.875	-15.625	-9.375	-13.75	-11.875	-10.625	-8.75	-11.875	-14.375
-15	-7.5	-11.875	-36.875	-13.75	-12.5	-16.25	-13.75	-12.5	-11.875	-10	-7.5	-11.875	-13.75
-15	-8.75	-13.125	-37.5	-13.75	-11.875	-13.125	-16.25	-13.75	-10	-10	-10	-14.375	-11.875
-13.75	-9.375	-15.625	-38.125	-12.5	-10.625	-10.625	-13.125	-10	-10	-11.25	-8.125	-10	-10.625
-12.5	-7.5	-18.125	-35.625	-10.625	-11.25	-13.75	-13.125	-11.25	-10	-14.375	-9.375	-9.375	-15
-15	-10	-17.5	-36.875	-12.5	-11.875	-14.375	-13.75	-15.625	-16.875	-14.375	-10.625	-10.625	-16.25
-13.125	-10	-13.75	-36.25	-15	-11.25	-16.875	-11.875	-16.25	-20	-16.875	-11.875	-12.5	-20
-12.5	-10	-15.625	-38.125	-13.125	-8.125	-16.25	-10.625	-14.375	-19.375	-16.875	-13.125	-14.375	-20
-11.25	-11.875	-11.875	-35.625	-11.875	-7.5	-16.25	-13.75	-10.625	-16.25	-9.375	-11.875	-11.875	-17.5
-11.875	-11.25	-11.875	-35.625	-10	-8.75	-11.875	-13.75	-12.5	-15	-10.625	-10	-10	-14.375
-15	-9.375	-13.125	-36.875	-13.125	-10	-14.375	-16.25	-15	-14.375	-11.875	-11.875	-10	-15.625
-13.75	-7.5	-19.375	-38.75	-10	-11.25	-13.75	-13.125	-18.75	-14.375	-13.75	-14.375	-11.875	-15.625
-14.375	-10	-17.5	-39.375	-13.125	-10.625	-13.125	-15	-20	-15.625	-15	-14.375	-12.5	-15
-15	-11.25	-16.25	-35.625	-15.625	-8.75	-14.375	-13.125	-15.625	-13.125	-12.5	-12.5	-12.5	-14.375
-13.125	-8.125	-13.125	-33.75	-10.625	-8.125	-13.75	-10	-13.125	-14.375	-10	-16.875	-11.875	-15.625
-15	-6.25	-16.25	-34.375	-11.875	-6.25	-13.125	-10.625	-14.375	-13.125	-13.125	-16.875	-14.375	-18.75
-15	-5.625	-16.875	-34.375	-13.75	-4.375	-15	-13.125	-18.125	-10.625	-13.125	-10	-12.5	-17.5
-10.625	-9.375	-15.625	-35.625	-12.5	-8.125	-15	-13.125	-18.75	-13.75	-13.75	-9.375	-11.25	-15.625
-10	-6.875	-17.5	-30.625	-12.5	-8.75	-10.625	-10.625	-16.25	-16.25	-10	-11.25	-10.625	-16.875
-12.5	-11.875	-16.875	-31.25	-10.625	-9.375	-13.75	-9.375	-15	-14.375	-10.625	-6.25	-17.5	-18.125
-13.75	-10	-11.875	-33.125	-10	-10	-16.25	-10.625	-15.625	-14.375	-13.75	-6.875	-18.75	-18.125
-11.875	-8.75	-14.375	-33.75	-13.125	-9.375	-16.875	-13.125	-13.125	-13.125	-10.625	-13.75	-14.375	-18.125
-14.375	-8.75	-16.875	-35.625	-14.375	-9.375	-15.625	-15.625	-15	-13.125	-10.625	-11.25	-15	-16.875
