-78.75	-73.125	-81.875	-71.875	-78.75	-77.5	-80.625	-78.75	-75.625	-85.625	-83.125	-80.625	-81.25	-86.875	-83.125	-86.25	-83.125	-86.25	-88.75	-99.375
-78.125	-74.375	-76.875	-73.75	-80	-76.875	-78.75	-79.375	-76.875	-83.125	-82.5	-81.25	-83.125	-86.25	-81.875	-85.625	-88.125	-85	-87.5	-96.25
-75.625	-73.125	-77.5	-75	-76.25	-73.125	-78.75	-80	-76.25	-80.625	-79.375	-83.125	-81.25	-87.5	-80.625	-85.625	-86.25	-87.5	-88.125	-92.5
-78.125	-71.25	-78.75	-76.875	-76.25	-73.125	-77.5	-80.625	-80.625	-83.75	-81.25	-80.625	-80.625	-86.875	-78.75	-88.75	-86.875	-88.125	-84.375	-91.875
-78.125	-70	-79.375	-73.125	-75	-77.5	-80.625	-81.25	-80.625	-83.125	-80.625	-83.125	-81.875	-89.375	-79.375	-88.75	-88.125	-85.625	-85	-92.5
-74.375	-73.75	-78.75	-74.375	-73.125	-80	-78.125	-80	-78.125	-81.25	-80	-80.625	-80.625	-90	-81.875	-86.875	-89.375	-85.625	-86.875	-95.625
-74.375	-73.125	-76.875	-74.375	-73.75	-77.5	-78.125	-80.625	-75.625	-83.125	-80.625	-76.25	-83.75	-88.75	-83.75	-87.5	-90	-88.75	-88.125	-93.75
-76.25	-71.875	-78.125	-71.875	-73.75	-73.125	-80	-81.875	-75	-83.125	-77.5	-78.125	-83.125	-88.75	-83.125	-90	-89.375	-89.375	-86.25	-96.875
-73.75	-70	-77.5	-76.25	-73.75	-73.125	-77.5	-84.375	-75.625	-83.75	-74.375	-81.25	-81.25	-86.25	-80.625	-90	-86.875	-90.625	-88.75	-96.875
-76.875	-71.875	-78.75	-79.375	-73.125	-76.25	-79.375	-84.375	-77.5	-83.75	-74.375	-81.875	-81.25	-83.75	-80	-85.625	-86.875	-89.375	-90.625	-93.75
-75	-77.5	-81.875	-79.375	-76.875	-79.375	-80.625	-81.875	-73.75	-83.125	-78.75	-81.875	-80.625	-84.375	-76.25	-84.375	-87.5	-90	-89.375	-98.125
-72.5	-74.375	-80.625	-76.25	-76.25	-78.75	-81.875	-79.375	-75.625	-83.75	-81.25	-81.25	-80.625	-86.25	-80	-83.125	-88.125	-91.25	-86.875	-97.5
-71.875	-74.375	-79.375	-71.25	-78.125	-79.375	-81.875	-74.375	-79.375	-80.625	-83.75	-81.875	-84.375	-84.375	-83.125	-88.125	-86.875	-89.375	-90	-96.25
-70.625	-73.75	-81.875	-71.875	-76.25	-76.875	-81.875	-78.75	-79.375	-83.75	-79.375	-80.625	-81.875	-83.125	-82.5	-86.25	-88.75	-86.25	-90	-94.375
-73.125	-71.875	-81.875	-76.875	-75.625	-78.125	-80.625	-83.125	-80	-84.375	-76.875	-78.75	-80	-83.125	-81.875	-86.875	-86.25	-87.5	-89.375	-95
-74.375	-72.5	-80.625	-76.875	-75.625	-79.375	-80	-81.875	-79.375	-83.75	-79.375	-80.625	-79.375	-85.625	-85	-88.125	-86.875	-88.75	-88.125	-93.125
-76.875	-76.25	-81.25	-75	-73.75	-78.125	-78.125	-80	-80.625	-80	-81.875	-81.25	-79.375	-85.625	-83.125	-89.375	-88.125	-86.875	-86.875	-95
-75.625	-76.875	-81.25	-75	-74.375	-75	-78.125	-80	-82.5	-82.5	-80.625	-82.5	-80.625	-84.375	-82.5	-90	-88.75	-82.5	-86.25	-96.875
-72.5	-68.125	-80	-72.5	-75.625	-75.625	-78.75	-80.625	-80	-84.375	-80.625	-82.5	-81.875	-83.125	-85.625	-87.5	-86.875	-87.5	-88.75	-99.375
-75.625	-70.625	-76.875	-71.875	-75	-78.125	-78.75	-82.5	-78.75	-83.75	-78.125	-80	-79.375	-83.75	-85.625	-88.125	-89.375	-86.25	-91.875	-98.75
-73.125	-71.875	-77.5	-74.375	-76.25	-80.625	-80.625	-81.25	-80.625	-83.75	-80	-77.5	-78.75	-86.25	-83.125	-89.375	-88.125	-87.5	-90	-96.25
-71.875	-70	-77.5	-75	-75	-78.75	-78.125	-80.625	-78.75	-84.375	-81.875	-80.625	-80.625	-89.375	-88.125	-90	-86.25	-89.375	-85	-95.625
-73.125	-73.125	-81.25	-74.375	-73.75	-79.375	-78.125	-83.125	-76.875	-84.375	-83.125	-84.375	-78.125	-91.25	-85.625	-86.25	-87.5	-88.125	-87.5	-98.125
-81.25	-74.375	-82.5	-75.625	-73.75	-80.625	-80	-83.125	-76.875	-83.125	-85	-80.625	-80	-87.5	-80.625	-82.5	-86.875	-86.25	-88.125	-97.5
-83.125	-71.25	-79.375	-76.875	-75.625	-80	-78.75	-81.25	-78.125	-81.25	-83.75	-77.5	-82.5	-86.25	-83.125	-82.5	-83.125	-88.75	-86.25	-92.5
-77.5	-73.75	-76.875	-76.25	-80.625	-78.75	-76.875	-81.875	-77.5	-83.125	-83.75	-83.125	-80.625	-85	-80.625	-84.375	-82.5	-90	-90	-94.375
