0	0	-4.375	-5.625	-5	-10	-6.875	-3.75	-10.625	-8.125
3.125	1.25	-3.75	-1.875	-5	-10	-5.625	0	-8.75	-9.375
2.5	2.5	0	-5.625	-4.375	-6.25	-7.5	3.125	-6.25	-6.25
2.5	-1.875	4.375	-1.875	-3.75	-6.875	-6.875	1.25	-6.875	-9.375
-3.75	-1.875	-0.625	-1.875	-3.125	-6.875	-7.5	-6.25	-10	-13.125
-6.875	-0.625	0	-4.375	-5	-4.375	-9.375	-9.375	-10	-8.75
-0.625	1.875	-2.5	-3.125	-8.75	-8.125	-8.125	-8.125	-10	-8.125
-2.5	0.625	-0.625	-3.125	-13.125	-6.25	-5	-7.5	-10	-8.125
-6.25	-0.625	5.625	-1.25	-6.875	-4.375	-1.875	-9.375	-8.75	-4.375
-1.25	0	1.875	1.875	-3.75	-6.875	-1.875	-5	-8.75	0
0.625	-1.875	-1.875	-3.75	-5.625	-8.75	-3.75	-0.625	-7.5	-6.875
-0.625	-3.75	-3.125	-5.625	-6.25	-10	-6.25	0	-6.875	-10
0	-1.875	-5	-3.75	-8.125	-5.625	-1.875	-7.5	-8.125	-6.875
1.25	-3.75	-1.875	-4.375	-6.875	-5.625	0.625	-9.375	-5.625	-7.5
0	-5.625	-2.5	-0.625	-6.875	-7.5	-3.125	-3.75	-9.375	-6.875
-3.75	-1.25	-7.5	0.625	-6.25	-6.875	-8.125	-3.75	-7.5	-6.875
-3.75	-2.5	-7.5	0	-5.625	-4.375	-5	-3.125	-5	-8.125
0	-4.375	1.875	-1.875	-6.25	-7.5	-3.125	-3.75	-10	-6.25
0.625	-5.625	2.5	-2.5	-6.875	-8.125	-5.625	-6.25	-10	-6.25
-0.625	-0.625	-1.25	0	-5	-5	-3.75	-5.625	-10	-8.75
0	0	0.625	-0.625	-8.75	-5.625	-4.375	-6.25	-6.25	-6.875
0	-1.875	0.625	-3.75	-9.375	-3.125	-4.375	-4.375	-5	-5.625
2.5	-0.625	1.25	-0.625	-6.875	-6.25	-3.75	-2.5	-10	-5
2.5	-0.625	1.875	-5.625	-7.5	-8.75	-3.125	-3.75	-9.375	-5.625
3.125	-5	-2.5	-5.625	-5.625	-6.25	-0.625	-5	-5	-5
0	-5	-3.75	-1.25	-3.75	-6.875	-5	-2.5	-5	-3.75
0	-1.25	0	-5	-10.625	-10	-6.875	1.875	-10.625	-9.375
-2.5	-3.125	-0.625	-6.25	-11.25	-8.75	-10	-0.625	-9.375	-10
-1.25	-3.75	1.25	-1.875	-5.625	-11.25	-8.125	-5.625	-8.75	-10.625
0	-3.125	-2.5	-9.375	-6.875	-9.375	-7.5	-8.75	-7.5	-5
-1.875	-2.5	-3.125	-10	-6.25	-9.375	-8.75	-6.875	-4.375	-5
-1.875	-1.875	2.5	-0.625	-8.125	-6.875	-5	-5.625	-5	-7.5
0.625	1.25	3.75	-1.875	-8.75	-9.375	-3.125	-2.5	-7.5	-9.375
0	0	1.25	-3.125	-8.125	-4.375	-4.375	-2.5	-9.375	-7.5
0	-1.875	-1.25	-1.875	-6.875	-5	-3.125	-5	-7.5	-7.5
1.875	-7.5	-2.5	-2.5	-4.375	-7.5	-1.875	-3.125	-8.125	-4.375
4.375	-6.25	-4.375	-5	-4.375	-10	0	-1.25	-10	-1.25
2.5	0	-5.625	-3.125	-3.125	-10	-7.5	-7.5	-9.375	-3.125
0.625	2.5	-3.75	-1.25	-8.125	-10	-10.625	-8.125	-10.625	-3.125
5.625	0	-3.125	-4.375	-9.375	-11.25	-9.375	-3.125	-8.75	-1.25
3.125	-2.5	-2.5	-6.25	-5.625	-6.875	-10	-5	-6.875	-3.75
-1.875	-0.625	-4.375	-6.875	-3.75	-2.5	-14.375	-7.5	-9.375	-6.875
0.625	-4.375	0	-5	-3.125	-6.875	-14.375	-5.625	-10	-5
3.125	-1.875	1.25	-5.625	-7.5	-6.25	-14.375	-5.625	-7.5	-8.125
0	-1.875	-1.875	-6.25	-13.75	-5.625	-18.75	-5.625	-8.125	-6.875
-1.25	-3.125	-1.25	-4.375	-10.625	-9.375	-17.5	-1.875	-9.375	-6.25
-1.25	-6.875	-6.25	-4.375	-7.5	-9.375	-18.125	-2.5	-14.375	-2.5
0.625	-7.5	-5	-1.25	-7.5	-10	-20	-8.125	-18.125	-5
3.125	-5.625	-4.375	-3.75	-11.25	-10	-23.125	-6.25	-15.625	-7.5
3.75	-5.625	-1.875	-3.75	-6.875	-8.75	-23.125	-3.125	-5.625	-6.875
1.875	-5.625	0.625	-1.25	-4.375	-6.875	-24.375	-5	-3.125	-6.25
-1.875	-3.75	-1.875	-3.125	-7.5	-6.25	-24.375	-2.5	-9.375	-7.5
0.625	-1.875	1.25	-5	-6.25	-7.5	-26.875	-3.125	-11.25	-6.25
1.875	-3.125	-1.875	-6.25	-6.25	-8.125	-26.25	-6.25	-6.875	-8.125
0.625	-7.5	-2.5	0	-9.375	-8.125	-24.375	-6.875	-5.625	-6.25
0	-3.75	-2.5	3.75	-5.625	-6.25	-20	-6.875	-6.875	-4.375
1.875	-3.75	-0.625	-1.25	-5	-5	-22.5	-5.625	-6.875	-3.75
-3.125	-4.375	-2.5	-0.625	-6.875	-6.25	-26.25	-7.5	-5.625	-1.25
0	-1.25	-1.25	-3.125	-6.875	-8.75	-25	-3.125	-5.625	-8.125
0	-2.5	-0.625	-6.875	-8.125	-6.25	-27.5	-3.125	-8.125	-11.875
-1.25	-1.875	2.5	-6.875	-6.875	-4.375	-28.75	-6.875	-7.5	-9.375
1.875	-3.125	0	-6.875	-6.25	-10	-28.125	-4.375	-10	-3.75
-0.625	-6.25	-4.375	-1.875	-9.375	-10	-30	-1.875	-11.875	-3.125
-3.75	-5	-5.625	-1.25	-6.25	-6.875	-29.375	-6.25	-8.75	-4.375
-1.25	-5	-4.375	0	-4.375	-10	-28.75	-3.125	-6.875	-7.5
4.375	-2.5	-6.25	-3.75	-5.625	-8.75	-26.875	-5	-10	-5.625
5.625	3.75	-4.375	-8.75	-5	-3.75	-26.875	-8.75	-8.75	-0.625
3.75	0.625	1.875	-6.25	-5	-10.625	-30	-6.875	-9.375	-5
2.5	-3.75	0	-1.25	-7.5	-8.125	-30.625	-6.875	-7.5	-4.375
-3.125	-3.125	1.875	-1.25	-8.75	-6.875	-30	-4.375	-6.25	-3.75
0	3.125	-1.25	-3.75	-6.875	-4.375	-31.875	-4.375	-1.875	-4.375
3.75	-0.625	-2.5	-5.625	-3.75	-5.625	-30	-5.625	-5	0.625
4.375	-3.125	8.75	-5	-1.25	-10.625	-28.125	-7.5	-12.5	-1.875
6.25	-3.125	5.625	-2.5	-2.5	-13.125	-28.75	-8.125	-8.125	-5.625
0	-7.5	-3.125	-5	-5	-11.25	-26.875	-8.125	-3.125	-6.875
-4.375	-4.375	-5	0	-4.375	-9.375	-25.625	-8.75	-7.5	-5
-3.75	1.25	0	-1.875	-6.25	-8.75	-31.25	-8.125	-6.875	-3.75
-1.875	0	3.125	-6.25	-8.125	-6.875	-32.5	-6.875	-6.875	-3.75
-3.125	3.75	-0.625	-3.75	-3.125	-10	-31.25	-6.25	-10	-6.25
-4.375	-1.25	-2.5	-1.875	0.625	-13.125	-35	-8.125	-8.125	-6.25
-6.25	-2.5	-5	-6.25	-3.125	-7.5	-36.875	-5.625	-8.125	-3.125
-1.875	-1.25	-5	-3.125	-13.75	-1.25	-33.75	-3.125	-10	-6.25
-1.875	-1.875	1.25	-3.125	-13.125	-2.5	-30.625	-3.75	-5.625	-5.625
-3.75	0.625	0.625	-4.375	-8.125	-2.5	-25.625	-4.375	-3.125	-2.5
-2.5	-1.25	2.5	-1.875	-10	-3.125	-30.625	-2.5	-4.375	0
6.875	-8.75	2.5	0.625	-13.75	-5.625	-31.25	-5	-6.25	-3.125
6.875	-5.625	-0.625	-1.25	-13.125	-9.375	-29.375	-3.75	-8.75	-4.375
4.375	0	-3.125	-3.125	-10	-5.625	-26.875	-1.875	-7.5	-3.125
4.375	-2.5	-1.875	-5	-7.5	-6.875	-27.5	-1.875	-5.625	-6.25
3.125	0	-4.375	-3.125	-8.75	-5.625	-33.125	-4.375	-10	-4.375
-1.875	-3.75	-1.875	-5.625	-5.625	-5.625	-31.25	-5.625	-11.875	-0.625
0	-8.75	0	-4.375	-3.75	-7.5	-28.75	-3.75	-10.625	-3.75
-1.875	-5.625	0	-7.5	-8.125	-8.75	-28.125	0	-10.625	-5.625
-1.875	-3.75	-1.875	-7.5	-6.25	-6.875	-26.25	-5.625	-8.75	-3.75
0.625	-4.375	-3.75	0	-6.875	-8.75	-28.75	-8.75	-3.75	-3.75
3.75	-1.25	-3.125	1.875	-5.625	-8.125	-28.75	-3.75	-0.625	-3.125
-6.25	-3.125	-5.625	-1.25	-3.75	-9.375	-31.875	-1.875	-6.875	-7.5
-4.375	-4.375	-1.25	-2.5	-6.875	-6.875	-32.5	-1.25	-10	-5
-1.875	-1.25	1.875	-3.75	-3.75	-1.875	-28.125	-3.75	-10	-5
-1.875	1.25	-1.25	-6.875	-6.25	-5.625	-29.375	-4.375	-8.75	-6.25
0.625	1.25	-2.5	-3.125	-10	-9.375	-30	-1.875	-10	-4.375
-1.875	0.625	-3.75	2.5	-10	-1.875	-33.125	-6.25	-9.375	-7.5
1.875	0.625	-3.75	0.625	-6.875	-5	-29.375	-5.625	0	-10
-1.25	0	-6.25	0.625	-8.125	-8.125	-23.75	-1.25	-2.5	-8.125
0	-1.25	-8.125	6.25	-5.625	-11.875	-30	-4.375	-9.375	-6.875
2.5	0	-6.875	-3.125	-5	-10	-28.125	-10	-9.375	-6.875
-2.5	-3.125	-3.125	-6.25	-6.875	-3.75	-28.125	-6.875	-3.125	-10
1.25	-5.625	1.875	-1.875	-10	1.875	-31.25	-2.5	-1.875	-6.25
5.625	-1.25	-4.375	-1.875	-11.25	-3.125	-26.875	0	-6.875	-3.75
4.375	1.25	-2.5	-1.25	-10	-3.75	-23.75	-3.75	-4.375	-1.875
0	0.625	-1.25	-5.625	-6.25	-2.5	-30	-5.625	-5.625	-3.125
-3.125	-3.125	0	-4.375	-5.625	-3.125	-30	-8.75	-6.25	-3.75
-1.25	-3.125	0	-6.875	-5	-7.5	-27.5	-3.125	-5.625	-1.875
-0.625	-1.875	0	-8.125	-7.5	-8.125	-25.625	-0.625	-12.5	-6.25
0.625	-0.625	2.5	-7.5	-9.375	-6.25	-30	-5.625	-11.875	-7.5
0.625	-1.875	-1.875	-2.5	-10	-8.125	-32.5	-5.625	-10	-4.375
-1.875	0	-5	-1.875	-10.625	-4.375	-28.125	-1.25	-10.625	-1.25
-1.875	-1.25	-3.125	-6.25	-5.625	-1.875	-30	-1.875	-10	-6.875
2.5	-3.125	-1.25	-6.25	-5	-1.25	-28.125	-6.25	-11.875	-10.625
-1.875	-1.875	-1.875	-1.875	-6.25	-3.125	-23.125	-4.375	-8.75	-8.125
-5	-5	-3.125	-6.875	-4.375	-4.375	-21.25	-5	-10	-8.125
-4.375	-3.75	-1.25	-5	-11.25	-3.125	-20	-3.125	-10	-6.25
-3.125	0	0	-1.875	-10.625	-5.625	-21.25	-5	-6.25	-1.875
0	-1.875	-1.25	-2.5	-5	-9.375	-22.5	-3.75	-7.5	-0.625
6.25	-6.25	-2.5	0	-5	-2.5	-26.875	-0.625	-8.125	-3.75
5	-5	-2.5	-1.25	-7.5	-3.75	-28.125	-2.5	-10	-5
1.25	3.125	1.875	-1.875	-8.125	-2.5	-30	-3.125	-8.75	-4.375
0.625	3.75	-1.875	-3.125	-8.125	0	-30	0	-8.75	-3.75
0.625	0	-3.125	-4.375	-6.875	-6.875	-26.875	-0.625	-8.125	-6.25
-3.125	-1.25	0	-4.375	-5.625	-8.125	-28.75	-8.125	-10	-6.25
-3.75	-3.75	-1.875	-0.625	-3.75	-1.875	-26.25	-7.5	-10.625	-9.375
-3.125	-3.125	-3.125	0.625	-1.875	-3.125	-25.625	-5.625	-13.75	-8.125
-2.5	-3.125	-1.25	0.625	-5.625	-5.625	-25.625	-1.25	-10	-6.875
1.25	-1.875	-3.75	-1.875	-5	-4.375	-24.375	0.625	-8.75	-7.5
-1.25	-5.625	-1.25	-2.5	-6.875	-6.25	-26.25	-5.625	-10	-6.875
-3.125	-6.875	0.625	-3.125	-3.125	-3.75	-25.625	-7.5	-11.25	-3.125
-4.375	-7.5	-3.75	-5	-4.375	-2.5	-26.875	-0.625	-11.25	-1.875
-1.25	-7.5	-3.75	-6.25	-6.25	-3.125	-25.625	0	-8.75	-2.5
1.25	-5.625	1.25	-8.125	-3.75	-2.5	-23.75	-1.875	-8.125	-6.875
1.25	0	-0.625	-3.125	-4.375	-4.375	-22.5	-7.5	-8.75	-7.5
-2.5	0	-0.625	-1.25	-5	-3.75	-23.75	-9.375	-10	-6.25
-3.125	-2.5	-1.25	-3.125	-5.625	0.625	-20	-5	-7.5	-8.125
-3.75	-0.625	0	-4.375	-5	1.25	-23.75	-5.625	-8.125	-3.125
-0.625	-0.625	2.5	-6.25	-1.875	-1.875	-26.875	-4.375	-6.25	4.375
-4.375	-3.75	1.875	-3.125	-6.875	-2.5	-25.625	-1.25	-6.25	0
-1.25	-5	0	-2.5	-9.375	-3.125	-23.125	-2.5	-7.5	-8.125
1.25	1.25	0	-1.875	-8.75	-3.125	-23.75	-5.625	-7.5	-10
3.75	0	1.875	-5.625	-1.25	-6.875	-26.875	-6.875	-7.5	-5.625
3.125	0	-3.125	-9.375	-5	-5.625	-28.75	-4.375	-8.75	-3.75
0	0	-3.125	-5	-6.25	-9.375	-27.5	-6.25	-6.875	-2.5
1.25	-3.125	2.5	-4.375	-5	-10	-23.75	-6.25	-10	1.25
-3.125	-1.25	3.125	-1.875	-4.375	-9.375	-22.5	-5	-9.375	-1.875
-4.375	2.5	1.25	-2.5	-5.625	-10	-23.75	-3.125	-10	-3.75
-5.625	0.625	0.625	-3.75	-5.625	-6.25	-25.625	-3.125	-6.875	-4.375
-1.875	-4.375	-2.5	-5.625	-5	-3.125	-25	3.75	-5.625	-5.625
-3.125	-4.375	-1.875	-10	-5	-3.75	-25	1.25	-7.5	-1.875
0	0	-3.125	-5.625	-8.125	-4.375	-20.625	-4.375	-6.25	-2.5
1.875	-0.625	1.875	0	-11.25	-5.625	-20	-6.25	-7.5	-8.75
1.875	2.5	1.25	0	-6.875	-10	-21.25	-4.375	-9.375	-8.125
1.25	3.125	-1.875	-1.875	-7.5	-11.25	-24.375	-0.625	-4.375	-6.25
6.25	2.5	-5	-3.125	-10	-10.625	-23.125	1.25	-8.75	-5
3.125	-4.375	-3.75	-3.125	-3.75	-5.625	-21.875	-2.5	-10.625	-5.625
0.625	-4.375	0.625	0	-3.75	-6.875	-20	-5.625	-8.75	-5.625
0.625	-2.5	0.625	-1.25	-9.375	-5.625	-20	-3.125	-3.125	-4.375
-4.375	-0.625	-3.125	-1.25	-11.875	-6.875	-23.75	-2.5	-5.625	-5.625
-4.375	-3.125	-6.25	-4.375	-11.875	-5.625	-19.375	-1.25	-8.75	-6.25
