-23.75	-25	-36.25	-38.75	-30.625	-39.375	-48.125	-43.125	-43.125	-50.625
-26.875	-21.25	-41.25	-33.75	-30.625	-40.625	-50.625	-43.75	-48.125	-53.125
-23.125	-20	-42.5	-37.5	-32.5	-46.25	-52.5	-44.375	-50.625	-55
-29.375	-21.875	-38.75	-39.375	-33.125	-41.875	-46.25	-41.25	-54.375	-55
-30	-21.875	-36.875	-41.25	-34.375	-38.75	-46.875	-43.125	-51.25	-53.125
-25.625	-21.25	-38.125	-40.625	-39.375	-39.375	-53.125	-45.625	-48.125	-55
-22.5	-26.25	-33.125	-35.625	-40	-40.625	-47.5	-40.625	-46.25	-51.25
-25.625	-23.75	-32.5	-31.875	-35	-38.75	-45	-36.875	-50.625	-48.75
-25.625	-24.375	-35	-37.5	-35.625	-40	-45	-38.125	-50	-51.25
-20	-30	-38.125	-38.125	-33.75	-40.625	-44.375	-47.5	-44.375	-50.625
-21.875	-33.75	-38.75	-38.75	-31.875	-40	-46.875	-46.875	-43.75	-51.875
-23.75	-30	-38.75	-43.125	-34.375	-43.75	-47.5	-41.875	-43.75	-51.25
-24.375	-26.25	-40	-40.625	-32.5	-44.375	-50	-41.25	-46.25	-53.125
-23.125	-21.25	-35.625	-38.75	-36.875	-44.375	-51.25	-46.875	-50	-56.25
-20.625	-26.875	-38.125	-40.625	-38.75	-40	-46.875	-43.75	-53.125	-54.375
-23.125	-27.5	-39.375	-36.875	-36.25	-42.5	-49.375	-44.375	-54.375	-52.5
-23.125	-24.375	-41.25	-40	-35	-45	-50.625	-45.625	-50.625	-51.875
-26.25	-25	-36.25	-38.125	-39.375	-42.5	-49.375	-50	-50.625	-55
-23.75	-23.75	-36.25	-36.25	-39.375	-39.375	-53.125	-47.5	-48.125	-56.25
-20.625	-22.5	-35	-32.5	-35.625	-43.75	-50	-42.5	-46.875	-54.375
-24.375	-20.625	-40.625	-31.875	-33.125	-42.5	-48.125	-46.875	-45.625	-51.25
-28.125	-23.75	-38.75	-33.125	-29.375	-40.625	-45.625	-48.75	-45	-54.375
-20.625	-25.625	-38.125	-37.5	-30	-38.75	-48.75	-43.75	-45	-58.75
-20	-23.125	-35.625	-40.625	-35	-43.75	-45	-45	-44.375	-58.125
-26.25	-19.375	-33.75	-39.375	-38.125	-44.375	-44.375	-49.375	-47.5	-54.375
-24.375	-20	-34.375	-40.625	-35.625	-44.375	-48.125	-50	-51.25	-51.875
-24.375	-24.375	-32.5	-40.625	-35.625	-42.5	-48.75	-50.625	-50	-55.625
-23.125	-27.5	-36.875	-35	-41.25	-43.75	-43.75	-44.375	-45	-59.375
-25.625	-26.875	-41.875	-35.625	-43.75	-43.125	-43.75	-45	-44.375	-55.625
-26.875	-29.375	-38.75	-40	-39.375	-41.25	-50	-41.875	-48.75	-55
-26.875	-28.125	-30.625	-41.25	-39.375	-45	-46.875	-43.125	-50	-60
-25.625	-22.5	-34.375	-38.125	-41.25	-46.875	-40.625	-41.875	-49.375	-56.25
-21.25	-25.625	-40.625	-33.125	-38.75	-43.125	-43.75	-45	-51.875	-53.75
-20	-28.75	-40.625	-31.875	-35.625	-43.75	-46.25	-50	-48.75	-51.875
-18.75	-26.875	-35.625	-36.25	-35	-45.625	-45.625	-50.625	-48.125	-50
-19.375	-25	-29.375	-39.375	-38.75	-45	-46.25	-50	-48.125	-53.125
-23.125	-21.25	-34.375	-38.75	-36.875	-45	-43.75	-46.25	-48.125	-51.25
-23.125	-24.375	-33.125	-39.375	-35.625	-43.125	-47.5	-48.125	-45	-49.375
-21.875	-21.875	-35.625	-40	-31.25	-40.625	-48.125	-45	-45.625	-53.75
-24.375	-20.625	-36.875	-40	-34.375	-41.25	-49.375	-41.25	-48.125	-58.125
-23.75	-21.25	-36.875	-41.875	-36.875	-41.25	-44.375	-45	-50.625	-56.875
-24.375	-27.5	-33.75	-39.375	-40	-43.75	-45.625	-47.5	-51.875	-53.125
-21.25	-32.5	-34.375	-38.125	-38.125	-46.25	-46.25	-48.125	-49.375	-54.375
-22.5	-26.875	-34.375	-34.375	-35.625	-40.625	-49.375	-46.25	-46.25	-54.375
-21.875	-26.875	-38.125	-38.75	-38.75	-39.375	-48.125	-45.625	-49.375	-53.75
-18.125	-25.625	-40.625	-40	-40.625	-43.125	-48.125	-48.125	-46.875	-50
-15.625	-23.75	-41.25	-38.75	-40.625	-43.75	-50	-46.875	-46.25	-46.875
-25	-18.75	-38.125	-38.75	-38.75	-39.375	-46.25	-50	-46.875	-54.375
-28.75	-20.625	-38.125	-38.75	-31.875	-38.125	-46.25	-50.625	-48.125	-55.625
-30	-26.25	-36.25	-35.625	-33.125	-48.75	-50	-49.375	-51.25	-55.625
-26.25	-26.875	-30	-38.75	-40	-45.625	-49.375	-45.625	-50.625	-54.375
-21.25	-25	-30.625	-40	-37.5	-43.125	-40	-45.625	-48.75	-53.125
-26.25	-25	-35.625	-38.125	-36.875	-45	-41.875	-46.875	-47.5	-56.875
-28.125	-20.625	-40	-35	-38.125	-43.125	-46.25	-46.875	-46.25	-55.625
-28.125	-21.875	-39.375	-35	-40	-42.5	-47.5	-46.875	-47.5	-54.375
-23.125	-20.625	-31.25	-38.125	-38.75	-45	-41.875	-43.75	-43.75	-54.375
-21.25	-21.25	-30.625	-40.625	-31.875	-45.625	-45	-43.75	-45.625	-60
-23.125	-22.5	-36.25	-34.375	-35	-40.625	-46.875	-44.375	-45.625	-58.75
-23.75	-25.625	-39.375	-35	-34.375	-45.625	-46.875	-44.375	-42.5	-52.5
-24.375	-28.125	-39.375	-34.375	-35.625	-40.625	-48.125	-46.875	-45.625	-54.375
-21.875	-28.125	-34.375	-35	-38.75	-40	-48.75	-48.75	-46.25	-55.625
-25	-24.375	-35	-31.875	-41.875	-41.875	-48.75	-48.75	-49.375	-56.875
-25.625	-22.5	-35.625	-33.75	-35	-45	-47.5	-50	-50	-55
-23.75	-25	-35.625	-37.5	-30	-47.5	-44.375	-49.375	-45.625	-56.25
-25.625	-26.25	-34.375	-40	-38.75	-45	-45	-46.875	-43.125	-56.875
-25	-23.125	-34.375	-37.5	-37.5	-40	-47.5	-46.25	-46.25	-56.25
-23.125	-21.875	-35	-40	-36.875	-40.625	-43.75	-46.875	-51.875	-53.125
-20	-20.625	-35	-40	-35	-42.5	-42.5	-46.875	-44.375	-55.625
-21.875	-20.625	-40	-40.625	-31.875	-46.25	-43.125	-42.5	-46.875	-56.25
-21.875	-23.125	-38.125	-40	-35	-44.375	-41.25	-45.625	-48.125	-52.5
-25	-23.75	-31.875	-36.875	-36.25	-46.25	-40.625	-47.5	-45	-51.25
-27.5	-24.375	-33.75	-39.375	-33.125	-48.125	-41.25	-46.875	-42.5	-50
-25	-26.25	-38.125	-36.25	-32.5	-46.25	-43.125	-45.625	-39.375	-52.5
