-56.875	-54.375	-54.375	-50.625	-47.5	-48.125	-46.875	-48.75	-40.625
-55	-56.875	-55	-53.75	-47.5	-48.125	-46.25	-46.25	-37.5
-56.25	-54.375	-54.375	-57.5	-49.375	-47.5	-48.125	-42.5	-40.625
-60	-54.375	-55.625	-58.75	-49.375	-48.75	-45.625	-42.5	-44.375
-56.25	-53.125	-55	-56.25	-51.875	-50.625	-45.625	-45	-42.5
-55.625	-51.25	-60	-55.625	-53.125	-48.75	-45.625	-44.375	-40.625
-55	-51.875	-60	-54.375	-53.125	-46.875	-48.125	-43.125	-41.875
-58.75	-51.875	-58.75	-55	-50.625	-47.5	-48.125	-41.25	-43.125
-58.75	-53.75	-56.25	-53.75	-53.125	-47.5	-46.875	-41.875	-41.875
-59.375	-51.25	-55.625	-53.125	-55	-46.875	-45.625	-44.375	-43.125
-60	-50.625	-55.625	-54.375	-51.875	-45.625	-46.25	-45.625	-40.625
-59.375	-51.875	-58.125	-56.875	-54.375	-49.375	-44.375	-47.5	-41.25
-60	-56.25	-59.375	-59.375	-50.625	-48.125	-42.5	-45.625	-43.125
-60.625	-59.375	-55	-55.625	-47.5	-45.625	-44.375	-43.75	-41.875
-60.625	-53.125	-56.25	-51.875	-51.25	-46.25	-47.5	-46.25	-43.125
-64.375	-54.375	-55	-52.5	-53.125	-48.75	-46.25	-44.375	-43.125
-67.5	-58.125	-60	-55.625	-50	-50	-45.625	-43.75	-40
-66.25	-58.125	-61.875	-53.125	-51.25	-47.5	-48.125	-48.125	-40
-67.5	-55	-60	-50	-53.75	-49.375	-48.125	-47.5	-38.75
-68.125	-55	-60	-48.75	-55	-49.375	-46.25	-45.625	-40
-66.875	-60	-58.125	-50	-53.125	-50	-48.125	-46.875	-40
-64.375	-56.875	-53.125	-51.875	-49.375	-47.5	-50	-48.125	-41.875
-68.75	-55.625	-56.25	-53.125	-50.625	-45	-45	-46.25	-41.875
-70	-54.375	-59.375	-52.5	-50.625	-46.875	-45.625	-43.75	-38.75
-68.75	-52.5	-56.25	-54.375	-51.25	-45.625	-49.375	-45.625	-37.5
-66.875	-50.625	-56.875	-53.125	-51.25	-46.875	-50	-45	-36.25
-70	-53.125	-55	-52.5	-50	-49.375	-48.75	-46.25	-40.625
-68.125	-53.75	-55.625	-55.625	-51.875	-49.375	-47.5	-45.625	-41.875
-66.875	-53.125	-57.5	-57.5	-51.25	-51.25	-48.125	-45	-41.25
-71.875	-56.25	-56.875	-56.25	-53.125	-50	-45.625	-48.125	-43.125
-73.125	-56.25	-55	-56.25	-53.75	-50	-43.125	-46.25	-41.875
-72.5	-55	-56.25	-55	-53.75	-47.5	-46.25	-46.25	-45.625
-71.25	-55	-57.5	-54.375	-47.5	-50	-47.5	-43.125	-43.75
-71.875	-55	-60	-56.25	-50	-50.625	-46.25	-45.625	-40
-73.125	-55	-56.25	-52.5	-46.875	-51.25	-46.875	-48.125	-41.875
-72.5	-54.375	-55.625	-55.625	-47.5	-50	-45	-46.25	-43.125
-70	-53.75	-57.5	-58.125	-50	-45.625	-46.875	-46.25	-40.625
-71.25	-53.125	-58.75	-54.375	-51.875	-43.75	-46.25	-44.375	-40.625
-70	-50.625	-56.25	-53.125	-53.75	-44.375	-44.375	-44.375	-43.125
-66.25	-54.375	-55	-53.125	-51.25	-43.75	-46.25	-40.625	-43.75
-64.375	-53.125	-56.875	-53.75	-50	-44.375	-46.25	-46.875	-41.25
-70	-53.125	-56.25	-51.875	-50	-46.25	-46.875	-49.375	-40
-70	-56.25	-56.875	-49.375	-50	-47.5	-48.75	-48.75	-41.25
-72.5	-53.125	-54.375	-50	-51.25	-47.5	-47.5	-46.875	-41.875
-73.125	-55	-55	-54.375	-50.625	-50	-50	-48.125	-40.625
-70.625	-53.75	-58.125	-53.125	-50	-48.75	-48.75	-47.5	-42.5
-70.625	-53.125	-60	-53.75	-50	-47.5	-45	-46.875	-40
-67.5	-53.125	-60	-53.75	-52.5	-48.75	-44.375	-48.125	-39.375
-64.375	-57.5	-58.125	-59.375	-49.375	-50	-45.625	-45.625	-40
-68.125	-56.875	-55.625	-58.125	-49.375	-50	-47.5	-48.125	-42.5
-71.875	-53.125	-55.625	-51.875	-53.125	-51.875	-46.875	-46.25	-42.5
-71.25	-55	-59.375	-51.25	-51.25	-50	-48.75	-46.25	-40
-68.125	-53.75	-60	-58.125	-50	-45.625	-49.375	-44.375	-40.625
-70.625	-51.25	-60	-52.5	-53.75	-45	-48.125	-41.25	-40.625
-70	-53.125	-56.25	-50	-54.375	-45.625	-45	-46.875	-42.5
-64.375	-55.625	-56.875	-54.375	-54.375	-48.125	-46.875	-46.875	-42.5
-65.625	-55.625	-56.875	-57.5	-54.375	-46.875	-46.875	-51.875	-41.25
-66.25	-48.75	-55.625	-57.5	-51.875	-46.875	-46.25	-49.375	-42.5
-68.75	-48.75	-55.625	-59.375	-51.25	-47.5	-43.75	-43.125	-45.625
-65	-50.625	-50.625	-53.125	-49.375	-46.875	-43.75	-43.75	-46.875
-65.625	-56.875	-54.375	-49.375	-50	-49.375	-41.875	-43.125	-43.125
-65	-58.125	-60	-50.625	-50.625	-48.125	-42.5	-44.375	-40.625
-67.5	-58.125	-60	-51.25	-51.875	-50	-43.125	-48.125	-39.375
-70	-54.375	-55.625	-52.5	-51.25	-50	-45	-43.75	-43.125
-71.25	-49.375	-51.25	-53.75	-51.25	-50	-45.625	-43.75	-45
-67.5	-48.125	-49.375	-56.875	-55	-53.125	-45.625	-45	-45.625
-66.875	-50.625	-50	-54.375	-50	-50.625	-46.875	-41.875	-42.5
-66.875	-56.875	-51.25	-53.75	-46.875	-51.25	-48.125	-44.375	-41.25
-66.875	-57.5	-53.75	-57.5	-50.625	-50.625	-44.375	-45.625	-44.375
-66.25	-58.75	-56.875	-53.75	-51.875	-49.375	-45	-44.375	-46.875
-61.875	-52.5	-58.75	-53.125	-53.125	-49.375	-43.125	-48.125	-41.875
-65	-51.875	-57.5	-53.75	-51.875	-48.125	-43.75	-46.25	-37.5
-62.5	-55.625	-55.625	-53.75	-51.25	-48.75	-46.875	-45	-38.125
-61.875	-58.75	-55	-56.25	-50.625	-50	-46.25	-46.875	-41.25
-68.125	-51.875	-53.75	-55.625	-51.875	-46.875	-43.75	-45	-45
-70	-48.75	-59.375	-50	-48.75	-45.625	-43.75	-46.25	-44.375
-68.75	-51.875	-56.25	-46.875	-48.75	-44.375	-46.25	-46.875	-41.25
-70	-53.125	-55	-49.375	-45.625	-43.75	-45.625	-45	-38.125
-65.625	-53.125	-57.5	-50.625	-47.5	-48.75	-45	-45.625	-42.5
-66.875	-53.125	-57.5	-51.875	-50.625	-51.875	-45.625	-47.5	-43.75
-65.625	-55.625	-53.125	-51.25	-53.125	-50	-46.25	-43.125	-42.5
-66.875	-54.375	-54.375	-51.875	-50.625	-50.625	-45.625	-43.125	-40.625
-68.125	-52.5	-53.125	-52.5	-51.875	-51.25	-43.75	-47.5	-39.375
-66.25	-54.375	-51.25	-52.5	-51.875	-50.625	-43.125	-45	-40.625
-70	-53.125	-53.75	-51.875	-49.375	-49.375	-43.75	-44.375	-43.75
-68.75	-53.75	-53.125	-52.5	-51.25	-47.5	-45	-45.625	-44.375
-65.625	-53.125	-55	-51.25	-54.375	-47.5	-43.75	-44.375	-44.375
-66.875	-51.25	-58.125	-52.5	-50	-47.5	-43.125	-44.375	-42.5
-65.625	-51.25	-58.75	-52.5	-50.625	-49.375	-45.625	-43.125	-40
-66.875	-51.875	-56.875	-50	-51.875	-46.25	-45.625	-43.75	-40.625
-68.75	-52.5	-51.875	-51.25	-51.875	-47.5	-43.125	-46.875	-39.375
-66.25	-51.875	-50	-52.5	-52.5	-46.25	-43.125	-45.625	-41.875
-69.375	-50	-53.125	-55	-52.5	-46.875	-45.625	-46.25	-41.25
-68.75	-49.375	-51.875	-52.5	-55.625	-47.5	-43.75	-43.75	-43.75
-66.875	-50	-55	-51.875	-51.875	-46.25	-43.75	-46.25	-43.125
-60.625	-52.5	-58.125	-53.75	-50.625	-50	-43.75	-47.5	-40.625
-63.125	-55.625	-56.875	-53.125	-49.375	-52.5	-40.625	-45.625	-40
-68.75	-58.125	-53.125	-50	-51.25	-48.75	-41.875	-44.375	-41.25
-68.125	-53.75	-56.25	-50.625	-50	-45.625	-45.625	-43.75	-40
-65.625	-50	-56.25	-53.75	-50	-45.625	-49.375	-44.375	-39.375
-63.75	-53.125	-58.125	-55	-51.25	-45	-48.125	-42.5	-40.625
-64.375	-53.75	-53.125	-51.25	-50.625	-46.875	-45	-46.25	-39.375
-63.125	-53.75	-52.5	-51.875	-53.125	-48.75	-46.875	-46.875	-38.75
-63.125	-54.375	-58.75	-51.875	-52.5	-49.375	-48.75	-45.625	-43.125
-65.625	-56.25	-60	-54.375	-49.375	-49.375	-46.875	-46.25	-44.375
-64.375	-55	-56.875	-55	-50	-45.625	-41.25	-44.375	-44.375
-66.25	-56.875	-51.875	-50	-50	-46.25	-43.75	-42.5	-43.75
-70.625	-53.75	-51.875	-50.625	-48.125	-45	-45.625	-44.375	-43.75
-70	-53.125	-56.25	-55	-46.25	-47.5	-46.875	-43.125	-41.875
-67.5	-56.25	-57.5	-54.375	-50	-51.25	-45	-41.25	-45.625
-63.125	-56.25	-55.625	-56.875	-53.75	-50	-43.125	-40.625	-45.625
-61.875	-54.375	-55	-60	-53.125	-50	-46.875	-42.5	-41.25
-61.875	-54.375	-54.375	-58.125	-49.375	-49.375	-45.625	-47.5	-40.625
-63.125	-56.25	-55	-52.5	-50.625	-49.375	-46.25	-46.875	-43.125
-62.5	-53.75	-58.125	-51.875	-54.375	-45.625	-45	-45.625	-39.375
-65	-52.5	-56.875	-56.25	-52.5	-47.5	-44.375	-43.125	-40
-65.625	-53.125	-53.75	-57.5	-50	-46.25	-46.875	-44.375	-43.75
-68.125	-56.25	-55.625	-54.375	-51.25	-43.75	-46.875	-47.5	-41.25
-63.125	-56.875	-58.125	-51.25	-50.625	-45	-48.125	-46.875	-43.125
-61.25	-54.375	-56.875	-50	-51.25	-43.125	-48.125	-43.75	-42.5
-63.125	-52.5	-56.875	-51.875	-53.75	-46.875	-44.375	-44.375	-44.375
-63.125	-54.375	-58.75	-55.625	-53.125	-50	-40.625	-44.375	-42.5
-63.125	-55	-53.75	-55.625	-52.5	-52.5	-46.25	-45.625	-39.375
-66.875	-51.25	-54.375	-55.625	-54.375	-51.875	-49.375	-45.625	-40.625
-63.125	-54.375	-55.625	-52.5	-53.125	-45.625	-46.25	-43.125	-40.625
-67.5	-55	-58.75	-51.25	-53.125	-46.875	-46.25	-45.625	-43.75
-66.875	-55	-56.875	-55	-53.75	-44.375	-49.375	-44.375	-43.75
-68.125	-56.25	-56.25	-56.875	-51.875	-45.625	-45	-45	-42.5
-70	-60	-55.625	-55.625	-50.625	-45.625	-41.875	-48.125	-43.125
-66.25	-56.875	-58.125	-53.125	-50	-47.5	-43.75	-45.625	-43.125
-65	-53.75	-58.125	-53.75	-49.375	-49.375	-46.875	-43.125	-41.875
-63.75	-54.375	-56.875	-51.875	-51.25	-47.5	-45.625	-45	-38.75
-67.5	-56.25	-56.25	-55	-48.75	-46.25	-48.125	-45	-38.125
-66.875	-54.375	-56.25	-57.5	-50	-45.625	-46.875	-42.5	-36.875
-65.625	-56.25	-60	-60	-50.625	-45	-46.875	-43.125	-40
-67.5	-54.375	-59.375	-55.625	-55	-49.375	-48.125	-43.125	-43.75
-65	-53.75	-57.5	-50	-55.625	-48.75	-45.625	-47.5	-45
-65.625	-55	-55.625	-50.625	-53.125	-45.625	-46.875	-48.125	-43.125
-63.75	-54.375	-55.625	-55.625	-54.375	-50	-48.125	-43.75	-42.5
-65	-51.25	-54.375	-58.125	-53.125	-48.75	-43.75	-46.875	-40
-65.625	-52.5	-58.125	-56.875	-55.625	-48.125	-41.875	-48.75	-44.375
-68.125	-53.125	-58.125	-56.875	-55.625	-49.375	-44.375	-46.25	-44.375
-66.875	-51.875	-54.375	-53.125	-53.125	-48.125	-45.625	-45.625	-41.25
-63.125	-51.25	-56.25	-54.375	-53.75	-46.875	-46.25	-45	-45
-61.875	-56.25	-56.25	-51.875	-51.875	-45.625	-46.25	-43.125	-45
-58.75	-54.375	-59.375	-55.625	-51.25	-48.125	-41.875	-48.125	-45.625
-59.375	-57.5	-54.375	-56.875	-50	-50	-44.375	-49.375	-44.375
-61.875	-58.125	-56.875	-48.75	-49.375	-48.125	-48.75	-46.875	-42.5
-61.25	-55	-58.75	-50	-48.125	-43.125	-45.625	-45.625	-40.625
-61.875	-54.375	-58.125	-54.375	-48.125	-48.75	-45.625	-43.125	-40
-63.75	-55	-55.625	-53.75	-50	-50	-46.25	-43.75	-43.125
-61.875	-53.125	-56.25	-53.75	-53.75	-44.375	-45.625	-45	-43.75
-56.875	-53.75	-58.125	-53.125	-53.75	-46.875	-46.25	-46.875	-45.625
-56.875	-53.125	-55.625	-53.75	-53.125	-46.875	-49.375	-46.875	-45.625
-63.75	-55.625	-55.625	-52.5	-53.125	-45.625	-50	-46.875	-45.625
-66.875	-55.625	-56.875	-50.625	-50	-44.375	-44.375	-45.625	-43.75
-66.875	-55.625	-60	-50.625	-50	-46.25	-43.125	-42.5	-44.375
-63.75	-55.625	-58.75	-56.25	-50	-45.625	-50	-46.875	-43.125
-66.25	-54.375	-53.125	-53.125	-51.875	-48.125	-50	-48.125	-40
-65.625	-51.875	-52.5	-56.25	-52.5	-47.5	-46.25	-45.625	-39.375
-64.375	-51.25	-58.125	-55.625	-50	-48.75	-43.75	-44.375	-43.125
-63.125	-51.25	-58.125	-56.25	-50	-50	-43.125	-45	-42.5
-63.75	-54.375	-56.875	-59.375	-55	-45.625	-46.25	-46.25	-39.375
-60.625	-53.125	-55	-58.75	-52.5	-48.125	-48.75	-47.5	-41.25
-60.625	-52.5	-53.125	-54.375	-51.875	-50	-45	-46.25	-45
-61.875	-56.25	-54.375	-53.125	-50.625	-46.875	-43.125	-41.875	-44.375
-62.5	-53.125	-55	-58.125	-49.375	-47.5	-44.375	-41.25	-43.75
-59.375	-49.375	-54.375	-58.75	-50.625	-50	-45.625	-40.625	-41.875
-60	-51.25	-57.5	-57.5	-52.5	-46.875	-46.875	-40.625	-41.875
-64.375	-53.125	-56.875	-55.625	-53.125	-46.875	-49.375	-44.375	-40.625
-67.5	-51.25	-55	-56.25	-53.75	-44.375	-46.25	-45.625	-43.125
-66.25	-56.25	-55	-56.25	-51.25	-46.25	-43.125	-48.75	-45.625
-60.625	-56.875	-55.625	-53.75	-47.5	-49.375	-43.75	-48.125	-46.25
-60	-56.25	-53.75	-57.5	-49.375	-48.75	-45	-43.125	-45.625
-60.625	-52.5	-55.625	-56.875	-51.25	-46.875	-43.75	-40.625	-44.375
-62.5	-51.25	-50.625	-54.375	-51.25	-44.375	-44.375	-40.625	-41.25
-66.875	-53.75	-58.125	-55.625	-54.375	-43.75	-48.125	-42.5	-41.25
-63.75	-56.25	-60	-55.625	-56.25	-46.875	-47.5	-45.625	-42.5
-61.875	-56.25	-55	-55.625	-51.875	-50	-45.625	-44.375	-47.5
-60	-55	-53.125	-53.75	-50.625	-47.5	-43.75	-41.25	-45.625
-61.875	-50.625	-53.125	-51.875	-50.625	-47.5	-46.25	-42.5	-41.875
-61.875	-52.5	-50	-51.875	-50.625	-47.5	-47.5	-43.75	-42.5
-61.875	-51.25	-50	-52.5	-50	-45.625	-50	-43.75	-41.875
-63.125	-51.875	-51.875	-53.125	-51.25	-48.75	-50.625	-41.875	-41.25
-61.875	-55.625	-54.375	-55	-51.875	-50	-48.125	-41.875	-41.875
-60.625	-55.625	-52.5	-56.25	-50.625	-50	-48.75	-45.625	-43.75
-61.25	-54.375	-53.75	-53.125	-48.75	-48.125	-49.375	-46.25	-40.625
-60	-56.875	-56.25	-50	-50	-46.875	-44.375	-46.875	-40
-60	-55.625	-54.375	-51.875	-53.75	-45.625	-45.625	-46.25	-40.625
-61.875	-53.125	-52.5	-51.25	-53.75	-48.125	-43.125	-49.375	-40.625
-62.5	-53.125	-54.375	-48.125	-50	-48.75	-42.5	-50	-40.625
-60	-57.5	-56.25	-50.625	-51.875	-48.75	-45.625	-45	-40
-62.5	-53.75	-53.75	-51.25	-56.25	-48.75	-49.375	-43.125	-44.375
-63.75	-50	-56.25	-52.5	-54.375	-45.625	-49.375	-44.375	-44.375
-60.625	-50.625	-58.75	-56.875	-50	-46.875	-43.75	-43.75	-43.75
-61.25	-50	-53.125	-58.125	-51.25	-47.5	-41.875	-46.25	-43.125
-60	-50.625	-50.625	-57.5	-51.875	-45.625	-45.625	-44.375	-40
-58.75	-50.625	-50.625	-56.875	-51.25	-47.5	-48.125	-43.75	-39.375
-61.25	-53.125	-56.25	-56.875	-48.75	-45.625	-47.5	-46.25	-38.125
-61.25	-55	-59.375	-56.25	-51.25	-48.75	-45.625	-47.5	-41.875
-63.75	-53.125	-56.25	-55	-51.875	-45.625	-45.625	-46.25	-43.75
-62.5	-51.875	-57.5	-53.75	-53.125	-45.625	-46.875	-43.75	-43.125
-58.75	-54.375	-58.125	-54.375	-55	-45.625	-50.625	-45	-41.875
-57.5	-55	-54.375	-56.875	-51.25	-45	-50.625	-41.25	-43.125
-61.25	-50	-50.625	-54.375	-50	-46.25	-45.625	-41.25	-41.25
-61.875	-55	-51.25	-56.875	-49.375	-45.625	-43.75	-41.875	-41.875
-60.625	-53.125	-56.25	-55.625	-50.625	-43.125	-44.375	-41.875	-38.75
-60.625	-48.75	-56.875	-53.125	-50	-43.75	-49.375	-41.25	-41.875
-62.5	-47.5	-54.375	-54.375	-50.625	-49.375	-47.5	-43.75	-41.25
-63.125	-52.5	-54.375	-53.75	-53.125	-48.75	-46.25	-44.375	-40
-63.75	-53.125	-53.75	-52.5	-53.125	-44.375	-45	-44.375	-39.375
-59.375	-50	-51.25	-56.25	-53.125	-45	-45.625	-44.375	-40
-60	-51.25	-48.75	-54.375	-50	-50	-46.25	-45	-43.125
-61.875	-57.5	-52.5	-53.75	-51.25	-50	-47.5	-41.25	-43.75
-60.625	-55.625	-51.875	-55.625	-51.875	-52.5	-48.75	-43.125	-43.75
-60	-53.125	-54.375	-56.875	-47.5	-46.875	-45.625	-46.875	-44.375
-60	-52.5	-54.375	-58.75	-50	-45	-47.5	-43.125	-43.75
-61.875	-47.5	-55.625	-60	-50	-49.375	-46.25	-41.875	-41.25
-61.875	-48.125	-56.875	-55.625	-52.5	-48.125	-42.5	-41.25	-44.375
-55.625	-53.125	-55.625	-51.875	-56.875	-45.625	-43.75	-43.75	-43.125
-57.5	-54.375	-53.75	-55	-57.5	-46.25	-45	-45.625	-43.75
-61.25	-54.375	-57.5	-56.25	-50.625	-48.125	-46.875	-43.125	-41.25
-61.25	-55.625	-55.625	-54.375	-50	-49.375	-48.75	-41.875	-39.375
-63.125	-55	-56.875	-53.125	-50.625	-46.875	-50	-41.875	-40
-63.125	-52.5	-57.5	-55.625	-54.375	-50	-46.25	-46.25	-40
-60.625	-51.875	-53.125	-53.125	-55	-50.625	-45	-45	-42.5
-62.5	-51.875	-55	-51.875	-54.375	-45.625	-45	-43.75	-41.875
-62.5	-53.75	-55.625	-51.875	-52.5	-45.625	-45	-45	-41.875
-60.625	-50.625	-55	-56.25	-51.25	-43.75	-44.375	-45	-42.5
-63.125	-52.5	-56.875	-55	-51.25	-47.5	-42.5	-45.625	-43.75
-62.5	-56.25	-56.25	-52.5	-51.25	-49.375	-45.625	-46.25	-41.875
-59.375	-56.25	-58.125	-53.125	-50.625	-48.75	-49.375	-48.125	-43.125
-57.5	-53.125	-56.875	-51.875	-47.5	-47.5	-50.625	-43.75	-45.625
-60	-53.125	-50	-53.125	-46.25	-47.5	-48.75	-44.375	-45.625
-61.25	-55.625	-51.25	-53.125	-50	-46.875	-43.75	-43.125	-43.125
-60	-55.625	-53.75	-51.25	-51.875	-46.875	-41.875	-41.875	-40.625
-59.375	-51.25	-54.375	-53.125	-55	-48.125	-45	-41.875	-41.875
-59.375	-52.5	-56.25	-55.625	-51.875	-46.25	-51.875	-45	-43.125
-60	-55.625	-51.875	-56.875	-48.125	-45.625	-50	-44.375	-43.125
-60.625	-55.625	-53.75	-56.25	-47.5	-40	-50.625	-41.875	-43.75
-60	-51.875	-56.25	-55	-47.5	-45	-49.375	-43.125	-45.625
-61.25	-51.25	-53.75	-55	-47.5	-50	-48.75	-48.125	-41.875
-64.375	-55	-53.125	-50.625	-50	-49.375	-46.25	-49.375	-40.625
-59.375	-57.5	-54.375	-50	-51.25	-44.375	-45.625	-46.25	-40
-59.375	-56.875	-58.75	-51.875	-53.75	-41.875	-46.875	-42.5	-39.375
-61.875	-57.5	-56.875	-54.375	-51.875	-45	-46.25	-42.5	-39.375
-60	-56.875	-55.625	-52.5	-50.625	-46.875	-50	-47.5	-40.625
-60	-56.25	-53.75	-53.75	-53.125	-46.875	-46.875	-48.125	-42.5
-61.875	-52.5	-55.625	-56.25	-55	-44.375	-41.875	-46.25	-40.625
-62.5	-54.375	-56.875	-56.875	-52.5	-44.375	-40	-44.375	-42.5
-61.25	-54.375	-58.75	-54.375	-51.25	-43.125	-43.125	-43.75	-41.25
-61.25	-50.625	-54.375	-57.5	-46.25	-44.375	-45	-44.375	-42.5
-62.5	-55.625	-54.375	-53.75	-46.875	-46.25	-43.75	-45	-40.625
-60.625	-54.375	-59.375	-51.875	-48.75	-48.125	-45	-46.25	-43.125
-60.625	-53.125	-56.25	-54.375	-48.125	-49.375	-46.875	-46.25	-44.375
-58.125	-53.125	-53.125	-54.375	-51.875	-46.25	-48.125	-45.625	-40
-59.375	-51.25	-59.375	-55	-55.625	-44.375	-45.625	-46.875	-43.125
-63.75	-54.375	-58.75	-54.375	-56.25	-41.875	-43.125	-47.5	-41.875
-63.125	-56.875	-55	-56.875	-51.875	-46.25	-48.125	-45	-44.375
-63.125	-52.5	-57.5	-55.625	-50	-46.25	-50.625	-44.375	-45.625
-60	-55	-60	-51.875	-53.125	-47.5	-47.5	-41.25	-44.375
-60.625	-60	-56.25	-56.25	-52.5	-44.375	-43.75	-45.625	-41.875
-61.25	-53.125	-54.375	-58.75	-51.25	-46.25	-43.75	-43.75	-41.875
-58.75	-51.875	-57.5	-55.625	-50	-43.125	-48.125	-43.75	-41.25
-63.125	-55.625	-56.875	-53.75	-48.75	-43.125	-46.875	-43.125	-43.75
-65.625	-57.5	-58.75	-53.75	-53.125	-44.375	-43.75	-41.875	-44.375
-60	-58.125	-55	-53.125	-54.375	-46.25	-44.375	-43.75	-43.75
-60	-56.25	-53.125	-55	-51.875	-44.375	-46.25	-41.875	-43.125
-60.625	-55	-54.375	-50	-50.625	-41.875	-43.125	-43.75	-41.875
-58.125	-51.875	-56.25	-48.75	-51.875	-42.5	-43.125	-43.125	-40
-55.625	-52.5	-52.5	-51.25	-48.75	-44.375	-45.625	-44.375	-43.125
-53.75	-51.25	-53.75	-54.375	-48.75	-47.5	-46.875	-47.5	-43.125
-56.25	-48.125	-56.25	-53.75	-51.875	-45.625	-46.875	-47.5	-39.375
-59.375	-53.75	-53.125	-52.5	-51.875	-43.125	-46.25	-46.875	-42.5
-57.5	-53.75	-54.375	-54.375	-50	-45.625	-45	-44.375	-43.75
-52.5	-53.125	-54.375	-53.125	-50	-45.625	-46.875	-39.375	-41.875
-56.875	-58.125	-52.5	-53.125	-52.5	-48.75	-44.375	-40	-40.625
-53.75	-57.5	-53.125	-55.625	-54.375	-48.125	-43.75	-46.875	-44.375
-56.875	-51.875	-53.125	-55	-53.75	-47.5	-46.25	-48.75	-46.25
-56.875	-50.625	-51.875	-54.375	-51.25	-45.625	-48.75	-48.125	-44.375
-58.75	-53.75	-58.75	-53.125	-59.375	-43.125	-47.5	-48.125	-38.75
-60.625	-51.875	-58.125	-54.375	-60	-44.375	-50	-48.125	-36.875
-60	-50	-53.75	-53.125	-53.75	-47.5	-47.5	-48.75	-40
-60	-50.625	-54.375	-54.375	-50	-45.625	-42.5	-46.25	-44.375
-60.625	-51.25	-58.125	-56.875	-51.25	-46.25	-41.25	-42.5	-44.375
-63.125	-53.125	-54.375	-55	-53.125	-48.75	-41.875	-41.875	-42.5
