500	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
84	70428.05	13.53	2.9	1.1	33.58	-31.119	1.647	0	0	2.77	3.08	2.1	-1	0	0	-3.91	399.25	
85	71257.05	12.947	3.4	2.1	42.69	-35.716	-0.08	0	0	3.28	1.61	0.75	-1	0	0	-3.16	229.85	
86	72134.70	11.876	3.75	1.85	37.96	-30.74	-2.128	0	0	3.68	0.25	0.15	-1	0	0	-2.58	493.10	
87	72415.55	41.625	3.75	4.15	224.71	-31.753	-0.342	0	0	3.32	5.91	2.95	-1	0	0	-10.03	159.55	
88	72858.05	13.982	1.35	4.45	52.7	-29.968	-1.581	0	0	1.23	0.87	0.7	-1	0	0	-9.09	602.05	
89	73097.40	14.463	2.9	3.75	60.97	-29.727	0.896	0	0	2.32	3.79	1.65	-1	0	0	-4.98	227.00	
90	74578.15	12.736	3.35	1.65	40.21	-29.698	-1.887	0	0	3.23	0.91	0.6	-1	0	0	-3.16	478.95	
91	74965.75	13.749	3.2	1.5	39.28	-27.527	0.998	0	0	3.04	2.26	2.15	-1	0	0	-3.61	252.15	
92	75385.20	53.21	2.95	5.6	298.38	-29.079	2.004	0	0	1.7	6.15	2.1	-1	0	0	-25.06	57.20	
93	76378.90	11.811	2.4	3.8	45.82	-30.813	3.956	0	0	1.91	2.89	1.3	-1	0	0	-4.96	436.50	
94	76385.65	14.82	2.7	1.4	38.15	-31.403	3.956	0	0	2.21	2.72	1.4	-1	0	0	-5.36	443.25	
95	76629.70	27.57	1.85	5.85	137.13	-31.286	-1.705	0	0	1.69	5.44	1.3	-1	0	0	-13.04	72.90	
96	77262.60	21.734	1.8	3.45	73.96	-31.425	-0.692	0	0	1.41	3.74	1.4	-1	0	0	-12.33	91.40	
97	77902.95	33.778	2.6	5.2	180.71	-30.536	0.678	0	0	2.05	6.17	1.65	-1	0	0	-13.2	117.35	
98	78648.00	15.119	3.45	1.7	44.41	-29.173	0	0	0	3.02	0.52	0.4	-1	0	0	-4.01	248.00	
99	79795.05	24.263	2.65	3.35	96.8	-30.026	2.084	0	0	2.33	4.99	2.05	-1	0	0	-8.33	166.25	
100	80477.55	20.547	2.8	4.05	96.67	-30.747	-2.973	0	0	2.63	5.39	2.2	-1	0	0	-6.24	234.35	
101	80505.35	23.519	2.15	3.55	81.9	-32.037	-0.073	0	0	1.75	4.23	1.1	-1	0	0	-10.76	262.15	
102	81331.85	13.785	3.05	4.4	57.76	-31.272	2.973	0	0	1.39	3.13	1.4	-1	0	0	-7.96	474.25	
103	82037.00	12.474	0.7	1.65	16.03	-33.633	-0.699	0	0	0.59	0.73	0.15	-1	0	0	-16.78	565.00	
104	82124.25	13.552	1.15	4.25	42.9	-33.319	2.536	0	0	1.05	0.89	0.2	-1	0	0	-10.28	37.85	
105	82975.80	16.204	2	3.55	61.76	-32.955	2.579	0	0	1.61	4.16	1.45	-1	0	0	-8.05	275.00	
106	83033.30	19.184	1.8	4.1	72.41	-31.454	1.858	0	0	1.49	4.28	1.1	-1	0	0	-10.29	332.50	
107	84256.25	36.817	2.05	5.3	190.2	-33.108	-1.61	0	0	1.87	5.94	1.7	-1	0	0	-15.78	326.65	
108	83991.90	8.889	1.8	1	13.53	-34.004	-0.372	0	0	1.72	0.49	0.35	-1	0	0	-4.13	62.30	
109	85364.70	11.825	2.3	3.4	44.01	-32.248	-0.495	0	0	2.15	2.69	0.8	-1	0	0	-4.4	206.30	
110	85861.60	16.445	1.75	2.45	47.11	-30.58	-1.362	0	0	1.63	2.94	1.5	-1	0	0	-8.08	88.80	
111	86611.55	40.824	2.15	6.7	230.43	-29.676	0.007	0	0	1.95	5.91	1.6	-1	0	0	-16.78	224.35	
112	87092.75	13.217	1.55	1.6	23.73	-31.782	-0.036	0	0	1.45	0.27	0.15	-1	0	0	-7.29	91.15	
113	87484.20	20.503	2	3.7	84.19	-30.048	0.648	0	0	1.68	4.57	1.8	-1	0	0	-9.77	482.60	
114	88273.85	9.224	3.35	0.8	21.73	-35.928	-0.51	0	0	3.23	0.84	0.15	-1	0	0	-2.29	43.45	
115	88304.60	10.929	2.25	0.45	17.51	-33.108	-0.24	0	0	2.17	0.29	0.15	-1	0	0	-4.02	74.20	
116	88455.60	12.306	2.5	1.25	27.33	-32.19	2.026	0	0	2.21	2.18	1	-1	0	0	-4.45	225.20	
117	89818.10	14.732	2.4	3.8	59.6	-31.906	-0.525	0	0	2.19	4.43	1.5	-1	0	0	-5.38	358.90	
118	90637.30	27.702	3.25	5.1	145.86	-29.785	0.597	0	0	2.87	5.88	2.15	-1	0	0	-7.73	563.70	
119	91168.95	18.856	1.25	4.65	74.81	-31.286	1.246	0	0	0.99	4.19	0.85	-1	0	0	-15.29	480.95	
120	91614.20	15.68	2.45	4.55	74.66	-30.835	-0.321	0	0	2.24	4.62	1.75	-1	0	0	-5.6	311.80	
121	91649.55	9.975	1.25	2.1	20.56	-31.906	0.823	0	0	1.17	1.48	0.35	-1	0	0	-6.83	347.15	
122	91704.20	17.997	1.9	3.6	58.04	-31.556	-1.982	0	0	1.81	1.62	0.75	-1	0	0	-7.96	401.80	
123	92210.75	13.865	2.45	2.9	47.66	-32.022	1.472	0	0	2.24	3.91	1.3	-1	0	0	-4.95	293.95	
124	92144.65	20.051	4.45	4.05	110.89	-32.132	0.612	0	0	4.36	4.51	3.1	-1	0	0	-3.68	227.85	
125	92938.55	14.528	1.35	4.15	49.53	-31.046	-0.976	0	0	1.08	2.61	0.2	-1	0	0	-10.76	407.35	
126	93248.90	16.649	1.65	4.35	71.64	-32.576	-3.577	0	0	1.13	5.1	0.9	-1	0	0	-11.84	103.30	
127	94484.55	13.275	1.4	8.4	101.87	-28.897	0.51	0	0	0.87	7.61	0.5	-1	0	0	-12.17	110.15	
128	95467.50	15.126	2.4	3.9	61.99	-30.288	0.197	0	0	2.15	1.92	1.15	-1	0	0	-5.62	478.70	
129	95949.95	36.547	2.8	4.65	184	-30.419	-2.361	0	0	2.37	4.97	2.3	-1	0	0	-12.33	346.75	
130	96195.15	26.397	4	3.7	133.27	-32.999	-0.787	0	0	3.85	4.38	3.45	-1	0	0	-5.48	591.95	
131	96327.40	53.232	2.25	5.15	271.32	-33.152	-0.175	0	0	1.53	5.23	1.6	-1	0	0	-27.86	109.80	
132	96990.05	14.762	3.25	4.45	71.03	-29.545	-2.557	0	0	2.83	1.42	0.85	-1	0	0	-4.18	158.05	
133	97774.15	15.876	4.4	3.15	77.73	-30.871	-0.488	0	0	4.23	4.34	3.8	-1	0	0	-3	327.75	
134	98117.35	19.702	1.8	3.65	68.74	-29.938	-1.013	0	0	1.69	4.3	1.2	-1	0	0	-9.33	56.55	
135	98218.90	31.279	3.35	5.1	182.88	-29.778	-2.492	0	0	3.16	6.17	2.95	-1	0	0	-7.91	158.10	
136	98327.05	12.707	3.6	1.35	38.16	-30.915	-1.501	0	0	2.94	1.64	1.25	-1	0	0	-3.45	266.25	
137	98468.45	29.232	2.8	6.05	155.44	-30.172	-2.689	0	0	2.24	6.09	1.55	-1	0	0	-10.45	407.65	
138	100205.80	15.089	2.85	2.55	56.92	-33.829	-0.721	0	0	2.7	3.39	2	-1	0	0	-4.46	301.75	
139	101312.90	18.514	3	2.45	67.08	-32.999	2.812	0	0	2.58	3.95	2.35	-1	0	0	-5.73	180.05	
140	101521.00	42.93	2.7	5.6	227.16	-33.582	-1.479	0	0	2.42	5.33	1.9	-1	0	0	-14.2	388.20	
141	101951.90	21.341	2.35	4.3	91	-32.576	1.282	0	0	2.19	3.83	1.7	-1	0	0	-7.8	204.65	
142	102695.20	22.689	4.4	3.55	118.86	-33.793	-0.889	0	0	4.23	5.56	3.4	-1	0	0	-4.29	333.60	
143	104475.60	28.124	2.15	4.95	135.09	-32.102	0.277	0	0	1.8	4.94	1.4	-1	0	0	-12.53	270.85	
144	106387.80	19.862	2.85	4.1	97.06	-30.354	-0.991	0	0	1.8	4.04	1.75	-1	0	0	-8.81	339.75	
145	106552.90	16.073	1.4	3.8	47.93	-31.607	2.849	0	0	1.34	1.32	0.2	-1	0	0	-9.62	504.85	
146	107147.90	16.685	1.25	3.4	44	-30.623	-4.656	0	0	1.14	1.23	0.4	-1	0	0	-11.67	485.45	
147	107774.20	33.326	1.5	3.65	114.78	-32.226	-2.098	0	0	0.72	3.89	1	-1	0	0	-37.05	497.40	
148	110221.80	14.805	3.5	3	57.67	-31.796	0.211	0	0	3.39	2.19	1.1	-1	0	0	-3.49	487.40	
149	110523.10	10.885	1.55	2.25	23.1	-31.374	1.239	0	0	1.44	0.45	0.4	-1	0	0	-6.05	174.35	
150	111164.00	13.938	2.35	3.2	53.16	-29.989	1.858	0	0	2.22	4.79	1.7	-1	0	0	-5.01	200.85	
151	111473.90	55.651	2.85	6.8	356.83	-31.155	-1.428	0	0	2.26	7.34	1.85	-1	0	0	-19.66	510.70	
152	111313.40	9.545	3.3	0.85	25.89	-29.829	2.026	0	0	3.22	0.92	0.15	-1	0	0	-2.37	350.20	
153	111945.80	15.833	2.75	2.9	58.72	-31.381	-0.94	0	0	2.56	3.93	2.15	-1	0	0	-4.96	368.20	
154	112853.10	19.381	1.9	2.35	57.62	-30.521	-2.055	0	0	1.6	3.24	1.6	-1	0	0	-9.69	46.70	
155	112864.00	17.071	1.45	2.9	47.43	-26.813	-2.055	0	0	1.37	3.59	0.85	-1	0	0	-9.94	57.65	
156	113316.00	18.412	2.35	4.7	77.71	-33.079	0.022	0	0	1.91	2.88	1.4	-1	0	0	-7.72	509.60	
157	114115.10	36.554	2.7	4.75	181.93	-30.383	-0.321	0	0	2.43	5.52	1.95	-1	0	0	-12.03	79.95	
158	114128.40	19.913	3.4	2.85	88.32	-30.499	-0.321	0	0	3.27	4.28	2.7	-1	0	0	-4.87	93.15	
159	114829.90	24.08	2.15	4.8	111.41	-32.802	-0.976	0	0	1.76	4.42	1.55	-1	0	0	-10.92	180.25	
160	115028.40	15.002	1.05	3.8	48.69	-31.046	2.062	0	0	0.85	3.11	0.75	-1	0	0	-14.1	378.75	
161	116017.30	19.694	2.7	4.95	93.13	-28.561	-2.244	0	0	2.1	4.11	1.45	-1	0	0	-7.5	138.85	
162	116042.00	35.658	3.4	5.25	204.68	-30.04	-1.042	0	0	2.9	6.21	2.7	-1	0	0	-9.85	163.65	
163	117636.50	41.297	2.95	5.15	234.95	-30.062	-1.413	0	0	2.6	6.29	2.4	-1	0	0	-12.72	529.35	
164	117807.70	13.246	2.5	3.45	55.83	-29.858	0.692	0	0	2.42	3.97	2.15	-1	0	0	-4.38	86.10	
165	118130.80	13.756	1.35	1	19.17	-32.693	-4.109	0	0	1.24	1.27	0.65	-1	0	0	-8.89	409.20	
166	118249.60	9.479	2.2	0.4	14.64	-30.645	0.131	0	0	1.68	0.69	0.4	-1	0	0	-4.51	528.00	
167	118880.10	23.957	3.8	5.1	133.49	-31.928	-0.984	0	0	3.05	6.34	1.9	-1	0	0	-6.28	544.15	
168	119230.10	13.246	3.1	3.4	52.85	-30.529	0.94	0	0	2.98	2.98	2.9	-1	0	0	-3.56	279.70	
169	119546.80	18.536	2.9	3.5	71.2	-30.346	-0.561	0	0	2.75	3.4	2.05	-1	0	0	-5.4	596.40	
170	119874.60	6.018	0.6	5.7	37.97	-31.374	-4.109	0	0	0.53	4.35	0.15	-1	0	0	-9.05	309.80	
171	119927.50	45.764	2.7	5.9	266.46	-31.221	1.814	0	0	1.65	6.29	2	-1	0	0	-22.15	362.65	
172	121812.50	12.539	0.85	1.9	20.98	-31.024	-0.306	0	0	0.71	0.46	0.35	-1	0	0	-14.07	404.55	
173	122552.80	16.554	2.35	3.05	48.46	-31.767	-0.962	0	0	1.36	2.87	0.4	-1	0	0	-9.74	530.35	
174	124047.90	17.501	1.5	4.3	68.92	-30.929	0.175	0	0	0.89	3.19	0.85	-1	0	0	-15.74	182.25	
175	124350.60	9.435	2.55	0.55	17.4	-30.376	0.051	0	0	2.4	1.03	0.8	-1	0	0	-3.15	485.05	
176	124616.80	28.124	2.2	5.1	136.84	-29.946	2.681	0	0	1.83	5.26	1.45	-1	0	0	-12.28	136.75	
177	124589.00	10.463	1.65	1.05	15.91	-31.388	0.321	0	0	1.55	0.29	0.15	-1	0	0	-5.4	109.00	
178	124492.50	15.789	2.55	4.25	59.72	-30.033	0.954	0	0	2.33	2.22	1.55	-1	0	0	-5.42	12.45	
179	125573.50	18.82	1.65	4.5	79.48	-30.718	-0.627	0	0	1.19	4.92	1.15	-1	0	0	-12.61	479.15	
180	126201.40	46.354	2.2	4.25	199.82	-31.949	1.115	0	0	2.02	4.79	1.8	-1	0	0	-18.4	492.55	
181	126597.10	15.213	1.4	3.9	52.36	-34.864	1.027	0	0	1.26	3.39	0.8	-1	0	0	-9.62	273.95	
182	126757.30	41.815	3.1	4.95	216.19	-29.96	-1.712	0	0	2.31	5.44	1.85	-1	0	0	-14.46	434.05	
183	127100.20	17.691	3.8	3.35	73.37	-29.552	0.372	0	0	3.38	3.96	2.45	-1	0	0	-4.19	162.60	
184	127847.40	37.363	2.75	6.3	228.15	-30.915	2.47	0	0	2.51	6.53	2.05	-1	0	0	-11.89	295.40	
185	128505.80	13.166	2.15	3.2	48.1	-30.026	2.244	0	0	2.02	4.14	1.5	-1	0	0	-5.23	339.40	
186	128680.60	20.729	2.95	2.75	73.18	-30.594	0.539	0	0	2.81	4.12	2.3	-1	0	0	-5.89	514.25	
187	129110.10	33.013	2.15	4.95	157.78	-29.02	-0.43	0	0	1.87	5.24	1.7	-1	0	0	-14.09	329.35	
188	129280.30	34.631	2.7	3.7	142.7	-30.82	-1.953	0	0	2.5	4.14	2	-1	0	0	-11.08	499.45	
189	129324.10	9.188	2.1	2.45	25.69	-31.694	2.514	0	0	1.96	1.09	0.85	-1	0	0	-3.74	543.35	
190	129956.90	34.769	2.6	4.65	167.11	-29.195	-2.23	0	0	2.41	5.24	2	-1	0	0	-11.53	561.70	
191	130068.80	11.818	3.05	2.6	39.01	-29.414	1.749	0	0	2.67	0.26	0.15	-1	0	0	-3.54	59.20	
192	130452.30	29.836	2.25	3.8	121.98	-30.448	3.046	0	0	2.06	4.6	1.8	-1	0	0	-11.57	442.65	
193	131306.10	18.732	2.65	6.25	107.57	-26.172	-0.197	0	0	1.92	4.85	1.45	-1	0	0	-7.79	67.70	
194	131487.50	39.308	3.15	6.2	227.77	-26.842	-0.175	0	0	2.21	5.98	1.9	-1	0	0	-14.24	249.05	
195	132004.50	16.773	2.8	3.75	68.78	-28.43	-2.463	0	0	2.16	3.77	1.4	-1	0	0	-6.22	151.65	
196	132070.30	22.157	3.25	3.5	98.15	-27.694	-0.692	0	0	2.63	4.48	2.4	-1	0	0	-6.74	217.55	
197	132138.50	12.35	1.95	2.35	35.54	-27.272	1.304	0	0	1.82	2.89	1.6	-1	0	0	-5.43	285.70	
198	133246.30	12.459	2.35	0.95	28.26	-29.924	-2.463	0	0	2.28	2.44	2.3	-1	0	0	-4.36	164.70	
199	134282.50	24.117	2.45	5.6	129.92	-29.829	-0.474	0	0	2.04	5.4	1.8	-1	0	0	-9.47	586.50	
200	134864.80	10.805	1.7	2.6	27.39	-32.197	0.211	0	0	1.6	1.13	1	-1	0	0	-5.42	554.35	
201	135024.50	17.53	2.15	3.35	63.77	-31.243	2.725	0	0	1.97	3.78	1.15	-1	0	0	-7.1	99.75	
202	136227.80	13.603	3.15	4.6	69.42	-32.044	1.457	0	0	3.04	2.78	2.6	-1	0	0	-3.58	74.25	
203	136694.00	17.042	1.7	5.6	80.18	-30.82	0.321	0	0	1.3	0.49	0.35	-1	0	0	-10.5	540.35	
204	136751.30	16.153	2.2	2.4	48.38	-31.316	1.188	0	0	2.08	2.16	0.15	-1	0	0	-6.22	597.70	
205	137492.30	13.924	0.75	5.55	51.92	-31.563	0.969	0	0	0.63	2.68	0.2	-1	0	0	-17.61	109.95	
206	137954.80	20.365	2.45	3.85	81.04	-31.498	3.308	0	0	1.86	5.02	1.45	-1	0	0	-8.76	572.45	
207	138005.40	20.066	2.5	3.6	80.1	-32.889	-1.297	0	0	2.07	4.64	1.5	-1	0	0	-7.75	8.60	
208	138863.90	15.942	1.7	3.85	50.79	-31.476	-0.845	0	0	1.55	0.83	0.75	-1	0	0	-8.22	252.70	
209	139047.00	16.153	1.1	1.65	27.63	-31.585	0.568	0	0	0.95	1.8	0.75	-1	0	0	-13.6	435.85	
210	140136.90	17.589	2.4	2	49.03	-31.578	0.299	0	0	2.29	2.7	1.75	-1	0	0	-6.16	296.90	
211	140468.90	13.72	0.9	2.7	32.12	-29.603	-1.319	0	0	0.78	2.68	0.65	-1	0	0	-14.12	14.50	
