500	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
209	133856.40	15.747	4.5	3.55	75.22	-10.681	-0.916	0	0	3.93	3.43	2.4	-1	0	0	-3.2	544.40	
210	135478.80	13.184	2.75	1.4	34.16	-11.536	-0.366	0	0	2.6	3.11	1.8	-1	0	0	-4.05	323.65	
211	135645.70	34.973	2.7	10.25	280.25	-11.475	-3.784	0	0	2.23	5.7	1.7	-1	0	0	-12.54	490.50	
212	135759.70	9.521	0.45	5.25	43.6	-13.611	-0.183	0	0	0.15	4.16	0.15	-1	0	0	-51.4	604.50	
213	137296.30	24.353	2.7	5.4	139.89	-10.864	1.16	0	0	2.54	7.22	2.3	-1	0	0	-7.67	297.95	
214	137810.50	15.625	3.65	3.7	73.25	-11.169	1.099	0	0	3.55	3.51	3.1	-1	0	0	-3.52	197.75	
215	137963.50	15.442	1.35	3.65	50.49	-9.583	-1.038	0	0	1.05	4.34	0.8	-1	0	0	-11.78	350.70	
216	138284.60	11.536	2.95	2.2	38.74	-9.766	2.38	0	0	2.82	1.91	0.95	-1	0	0	-3.27	57.40	
217	138525.30	11.902	0.75	3.15	30.58	-10.376	-1.587	0	0	0.59	3.58	0.55	-1	0	0	-16.23	298.15	
218	138620.10	9.705	2.55	4.4	41.83	-11.292	0	0	0	1.95	2.67	1.05	-1	0	0	-3.98	392.90	
219	138666.90	12.451	3.85	2.55	45.7	-12.146	-1.587	0	0	3.38	2.55	0.85	-1	0	0	-2.95	439.70	
220	139486.20	15.808	1.65	3.05	45.72	-12.512	1.648	0	0	1.31	3.09	1.3	-1	0	0	-9.64	30.20	
221	139615.10	12.207	1.1	3.8	34.3	-9.766	-0.244	0	0	1	1.46	0.15	-1	0	0	-9.74	159.10	
222	140021.20	29.785	2	5.75	146.83	-10.132	-0.061	0	0	1.49	6.01	1.25	-1	0	0	-15.95	565.20	
223	140416.00	15.381	2.85	3.65	65.48	-12.695	-2.075	0	0	2.71	4.35	2.4	-1	0	0	-4.54	345.55	
224	140509.70	19.836	3.05	6.6	122.46	-11.658	0.671	0	0	2.56	5.32	1.6	-1	0	0	-6.2	439.25	
225	141227.70	17.029	1.65	1.9	39.63	-10.498	-1.038	0	0	1.5	2.45	1.2	-1	0	0	-9.07	542.90	
226	141518.50	14.709	3.05	1.9	47.34	-11.658	0.977	0	0	2.7	3.3	2.4	-1	0	0	-4.35	219.35	
227	142137.80	11.597	1.25	4.3	43.41	-11.78	0.122	0	0	1.06	2.58	0.65	-1	0	0	-8.73	224.25	
228	142159.00	34.668	2.1	5.5	189.11	-11.902	-3.418	0	0	1.11	5.88	1.65	-1	0	0	-25.04	245.45	
229	144310.70	25.024	1.6	5.1	114.14	-11.963	-1.343	0	0	1.41	5.4	1.15	-1	0	0	-14.16	553.90	
230	145700.10	20.874	1.95	7.05	122.96	-12.695	0.793	0	0	1.45	5.95	1.2	-1	0	0	-11.52	100.10	
231	145791.30	10.315	4.8	1.15	37.17	-16.541	-0.977	0	0	4.71	1.2	0.15	-1	0	0	-1.75	191.30	
232	146302.50	24.475	1.1	5	96.35	-12.817	1.038	0	0	0.96	4.3	0.8	-1	0	0	-20.41	88.05	
233	147397.20	17.395	0.7	1.65	19.25	-13.306	-0.305	0	0	0.38	0.25	0.15	-1	0	0	-36.38	568.40	
234	147716.50	38.696	2.65	5.8	218.24	-14.587	2.502	0	0	2.33	5.86	2	-1	0	0	-13.29	273.25	
235	148871.30	15.32	4.15	4	75.5	-10.62	-1.343	0	0	3.95	4.47	2.75	-1	0	0	-3.1	199.30	
236	148984.70	11.353	1.15	2.8	29.29	-12.573	-1.404	0	0	1.05	2.68	0.65	-1	0	0	-8.61	312.65	
237	148935.60	22.034	2	6.65	133.14	-12.878	-0.305	0	0	1.82	6.22	1.1	-1	0	0	-9.67	263.60	
238	149473.30	24.109	2.1	5.55	119.04	-11.78	-0.854	0	0	1.9	5.45	1.45	-1	0	0	-10.16	186.85	
239	149819.20	17.09	2	5.75	86.41	-13.306	1.038	0	0	1.83	3.98	1.35	-1	0	0	-7.48	532.80	
240	150148.70	7.69	1.25	2.1	16.18	-12.634	-2.014	0	0	1.07	1.73	0.5	-1	0	0	-5.75	247.85	
241	150732.80	12.451	4.25	0.2	34.23	-11.658	-1.526	0	0	4.13	0.27	0.15	-1	0	0	-2.41	217.60	
242	150801.30	12.39	0.6	4.25	39.64	-12.512	-0.793	0	0	0.45	2.24	0.4	-1	0	0	-21.85	286.15	
243	150927.80	8.423	1.85	1.6	17.22	-12.329	-0.61	0	0	1.39	0.45	0.15	-1	0	0	-4.85	412.55	
244	151403.00	9.583	2.25	3.1	28.24	-10.864	-1.953	0	0	1.82	0.54	0.4	-1	0	0	-4.2	273.45	
245	151616.00	14.526	2.95	3.25	65.88	-10.986	2.625	0	0	2.43	3.61	2.35	-1	0	0	-4.77	486.35	
246	152025.70	15.991	3.45	3.15	61.23	-10.315	0.061	0	0	2.43	3.88	2.4	-1	0	0	-5.26	281.70	
247	153180.30	18.738	2.25	6.85	112.57	-10.315	0.916	0	0	2.09	5.94	1.2	-1	0	0	-7.16	207.50	
248	153833.20	10.376	2.95	4.65	53.53	-12.268	-0.061	0	0	2.83	5.15	1.75	-1	0	0	-2.93	246.00	
249	155365.80	11.414	3.6	1.75	32.29	-12.695	-1.587	0	0	2.9	2.72	1.7	-1	0	0	-3.15	549.80	
250	155459.50	15.32	2.15	2.5	46.99	-11.475	-1.099	0	0	2	3.43	1.85	-1	0	0	-6.12	29.05	
251	156259.30	29.48	3.05	5.45	164.57	-12.451	-1.221	0	0	2.82	6.73	2.3	-1	0	0	-8.37	214.50	
252	156166.30	9.155	1.2	4.2	32.64	-12.695	-2.38	0	0	1.1	2.31	0.4	-1	0	0	-6.64	121.45	
253	156853.00	14.16	2.85	6.4	84.84	-9.827	-1.465	0	0	2.71	4.21	1.95	-1	0	0	-4.18	193.75	
254	157104.80	9.827	1.3	1	11.64	-12.39	1.404	0	0	1.17	0.73	0.4	-1	0	0	-6.71	445.65	
255	157347.50	9.521	1.55	4	36.26	-11.108	-2.625	0	0	1.47	3.53	0.7	-1	0	0	-5.18	73.85	
256	158646.70	20.508	1.2	1.35	32.4	-34.424	-2.075	0	0	1.06	1.98	1	-1	0	0	-15.42	144.25	
257	160208.30	29.114	1.1	6.5	146.21	-13.489	0.244	0	0	0.93	4.93	0.9	-1	0	0	-25.17	477.10	
258	159897.80	8.423	0.45	10.65	76.61	-14.526	1.16	0	0	0.37	7.3	0.15	-1	0	0	-18.35	166.55	
259	163750.50	17.944	2.6	5.05	90.08	-13.672	0.671	0	0	2.42	5.92	1.9	-1	0	0	-5.94	332.90	
260	164919.80	10.803	2.8	1.05	24.91	-12.268	1.831	0	0	2.55	2.46	2.05	-1	0	0	-3.38	273.40	
261	166190.30	32.837	4.1	7.6	251.77	-13.977	0.854	0	0	3.83	8.83	2.8	-1	0	0	-6.86	315.15	
262	165947.30	12.878	4.6	4.6	70.53	-12.39	1.343	0	0	3.85	4.77	3.1	-1	0	0	-2.68	72.15	
263	166510.10	16.296	2.35	5.3	86.38	-12.512	0.61	0	0	2.13	6.27	1.45	-1	0	0	-6.11	20.50	
264	167204.30	12.695	1.85	1.1	22.71	-17.334	0.671	0	0	1.76	1.63	0.95	-1	0	0	-5.78	100.35	
265	167488.40	17.944	3.4	3.65	78.55	-13.062	-0.061	0	0	3.24	1.57	0.45	-1	0	0	-4.44	384.40	
266	168480.50	14.587	2.95	3.15	46.49	-14.099	-0.916	0	0	2.66	1.02	0.65	-1	0	0	-4.39	147.65	
267	168858.70	19.959	1.35	5.9	91.89	-19.775	0.916	0	0	1.22	4.42	1.05	-1	0	0	-13.13	525.85	
268	169052.30	18.799	3.7	3.45	82.68	-18.677	0.732	0	0	3.51	3.78	2.15	-1	0	0	-4.29	105.15	
269	169442.00	25.452	1.5	4.3	96.71	-23.01	-1.465	0	0	1.32	3.8	1.25	-1	0	0	-15.48	494.85	
270	171428.90	10.01	2.1	2.95	31.7	-10.315	-0.488	0	0	1.84	0.96	0.15	-1	0	0	-4.36	24.10	
271	171890.50	11.292	3.15	1.6	35.41	-11.047	0	0	0	2.63	3.53	2	-1	0	0	-3.43	485.70	
272	173689.60	17.883	4.8	3.25	96.21	-13.611	-1.038	0	0	4.49	5.17	3.6	-1	0	0	-3.19	441.60	
273	174072.50	19.104	3.1	4.8	99.45	-11.047	0.549	0	0	2.66	5.04	1.8	-1	0	0	-5.74	210.15	
274	173942.80	9.827	2.75	2.3	31.44	-13.184	-0.488	0	0	2.51	2.8	1.65	-1	0	0	-3.13	80.35	
275	174712.40	16.418	1.9	3.85	53.37	-10.925	2.075	0	0	1.8	2.97	0.7	-1	0	0	-7.3	235.60	
276	174620.50	9.644	3.6	1.6	29.07	-11.047	-0.427	0	0	3.46	2.09	1.8	-1	0	0	-2.23	143.70	
277	175028.50	20.63	1.7	6.05	105.75	-12.085	-1.709	0	0	1.53	5.45	1.35	-1	0	0	-10.79	551.65	
278	175353.50	25.146	3.6	6.1	161.28	-11.353	0.305	0	0	3.47	5.6	3	-1	0	0	-5.8	262.25	
279	175640.50	10.925	3.6	4.05	49.9	-11.108	0.305	0	0	3.47	2.27	0.15	-1	0	0	-2.52	549.35	
280	175675.00	16.296	0.45	4.05	48.39	-11.841	0.366	0	0	0.32	2.9	0.15	-1	0	0	-40.15	583.75	
281	175687.70	15.32	1.9	3.25	49.68	-15.991	-1.648	0	0	1.76	3.79	1.35	-1	0	0	-6.96	596.50	
282	176322.40	15.625	2.15	4.2	66.43	-10.01	0	0	0	2.02	4.9	1.8	-1	0	0	-6.2	2.40	
283	176799.70	14.771	3.15	3.25	57.16	-13.855	-0.305	0	0	2.99	0.86	0.35	-1	0	0	-3.95	479.65	
284	177027.50	17.151	3.25	6.25	105.41	-10.132	-0.244	0	0	3.02	6.37	1.75	-1	0	0	-4.55	93.15	
285	177263.40	12.817	1.95	3.15	43.59	-10.742	-0.305	0	0	1.72	3.83	1.7	-1	0	0	-5.94	329.00	
286	177608.30	21.851	2.55	6.05	128.69	-10.864	-0.244	0	0	2.22	6.33	2.1	-1	0	0	-7.87	59.55	
287	177662.00	9.094	2.2	1.1	16.34	-11.841	-2.991	0	0	1.96	0.49	0.35	-1	0	0	-3.7	113.20	
288	178135.50	25.696	1.25	5.6	114.08	-11.169	-1.465	0	0	0.87	4.22	0.7	-1	0	0	-23.74	586.70	
289	178323.50	17.456	2.35	4.4	77.72	-9.583	0	0	0	2.2	3.28	1.85	-1	0	0	-6.33	160.30	
290	178373.10	14.099	3.55	4.35	69.4	-11.353	2.014	0	0	3.43	4.32	2.45	-1	0	0	-3.29	209.90	
291	178767.50	13.184	2.05	3.65	48.7	-10.986	-0.305	0	0	1.94	4.11	1.55	-1	0	0	-5.44	604.35	
292	178890.70	44.922	3.35	5.65	256.17	-10.193	-0.488	0	0	2.11	6.3	2.15	-1	0	0	-17.07	113.05	
293	178909.50	11.169	1.45	4.45	44.22	-11.169	-0.488	0	0	1.29	2.67	0.6	-1	0	0	-6.91	131.90	
294	179127.30	14.587	2.5	4.5	61.18	-10.071	0.427	0	0	2.33	3.02	1.7	-1	0	0	-5.01	349.65	
295	179268.00	17.517	4.5	3.15	92.77	-12.146	-0.061	0	0	4.4	5.58	3.7	-1	0	0	-3.19	490.40	
296	179511.20	16.541	4.6	4.65	100.1	-11.353	-0.549	0	0	4.04	5.91	3.35	-1	0	0	-3.28	119.20	
297	179526.70	12.939	1.9	2.7	35.46	-9.705	-0.549	0	0	1.33	1.54	1.1	-1	0	0	-7.77	134.70	
298	180201.80	11.841	1.25	5.9	58.99	-10.132	3.174	0	0	1.13	4.22	0.7	-1	0	0	-8.37	195.40	
299	180227.70	12.878	2	4.7	51.28	-10.803	-1.282	0	0	0.97	4.45	0.75	-1	0	0	-10.58	221.25	
300	180849.30	45.532	2.9	5.6	267.03	-14.893	1.282	0	0	1.76	6.67	2.35	-1	0	0	-20.68	228.45	
301	182440.00	14.343	2.9	5.15	70.42	-10.986	1.404	0	0	2.78	3.2	2.1	-1	0	0	-4.13	590.45	
302	182831.80	21.545	1.05	6	106.26	-11.108	1.099	0	0	0.82	5.25	0.75	-1	0	0	-21.05	367.80	
303	184268.80	8.972	1.45	1.15	13.54	-11.963	-1.404	0	0	1.4	0.69	0.35	-1	0	0	-5.14	575.95	
304	184680.30	10.315	1.15	1.05	14.27	-12.512	-0.732	0	0	1.02	1.57	0.9	-1	0	0	-8.13	373.10	
305	184935.40	18.738	2.15	8.45	126.1	-15.015	-1.221	0	0	1.83	5.44	0.65	-1	0	0	-8.18	13.80	
306	186136.40	17.334	2.2	5.05	79.8	-12.085	-4.333	0	0	1.69	5.09	1.3	-1	0	0	-8.2	600.40	
307	186934.50	8.728	2	2.4	23.01	-11.047	1.404	0	0	1.89	2.38	0.45	-1	0	0	-3.69	169.70	
308	187069.20	22.644	0.95	4.15	73.36	-9.705	-2.441	0	0	0.64	3.3	0.6	-1	0	0	-28.22	304.35	
309	187883.50	9.949	2.85	3.9	39.67	-11.047	-0.061	0	0	2.46	3.86	1.15	-1	0	0	-3.23	504.25	
310	188563.60	14.709	2.55	3.7	52.69	-11.414	-0.916	0	0	2.09	3.01	0.6	-1	0	0	-5.64	570.00	
311	188934.00	14.465	2.35	5.25	70.14	-12.878	-2.869	0	0	1.83	4.15	1.1	-1	0	0	-6.33	326.05	
312	189716.50	36.316	3.25	7.15	264.11	-11.353	-1.526	0	0	2.3	7.96	2.6	-1	0	0	-12.63	494.05	
313	190236.20	14.832	2.85	3.75	57.28	-10.681	1.404	0	0	2.54	3.22	2.15	-1	0	0	-4.67	399.35	
314	190870.00	15.747	2.75	4.95	76.9	-11.597	0.061	0	0	2.63	4.39	2.4	-1	0	0	-4.79	418.85	
315	191492.70	13.916	2.5	4.5	60.88	-10.132	-1.343	0	0	1.88	2.75	1.9	-1	0	0	-5.92	427.05	
316	191080.80	13.367	3.85	4.85	65.28	-10.315	-0.305	0	0	3.68	3.26	1.5	-1	0	0	-2.91	15.20	
317	191840.90	12.573	2.55	2.45	39.32	-10.62	-0.488	0	0	2.35	2.52	1.4	-1	0	0	-4.29	160.90	
318	192096.10	12.817	2	4.45	54.25	-10.437	-1.16	0	0	1.83	4.78	1.55	-1	0	0	-5.61	416.10	
319	192494.90	13	4	3.2	53.81	-10.925	0.427	0	0	3.32	1.15	0.7	-1	0	0	-3.13	200.50	
320	192607.70	18.433	0.9	3.4	48.26	-11.23	-0.671	0	0	0.71	2.41	0.55	-1	0	0	-20.9	313.25	
321	193000.60	17.761	3.8	7.25	121.47	-11.475	0	0	0	3.29	6.37	2.5	-1	0	0	-4.32	91.80	
322	193423.00	8.179	1.85	2.15	21.76	-11.658	1.099	0	0	1.61	3	0.9	-1	0	0	-4.06	514.20	
323	193480.70	10.193	1.4	2.85	25.03	-11.78	-1.343	0	0	1.24	1.34	0.45	-1	0	0	-6.59	571.90	
324	194723.20	26.184	4.3	5.8	184.05	-11.536	-0.183	0	0	3.98	7.98	3.6	-1	0	0	-5.27	585.55	
325	194998.50	13.123	3.25	2.7	47.6	-10.803	0.671	0	0	3.12	1.54	1.35	-1	0	0	-3.36	246.45	
326	195292.80	38.818	3.25	5.5	196.46	-12.817	0.305	0	0	2.03	4.79	1.6	-1	0	0	-15.29	540.85	
327	195830.30	13.306	1.05	3.55	41.11	-11.719	-0.854	0	0	0.92	3.28	0.8	-1	0	0	-11.54	463.90	
328	196157.20	12.39	2.85	4.15	46.51	-11.536	-0.977	0	0	2.32	0.54	0.15	-1	0	0	-4.28	176.40	
329	196835.20	31.006	2.05	6.1	168.46	-12.634	-0.793	0	0	1.86	5.7	1.55	-1	0	0	-13.34	240.00	
330	197090.00	13.062	0.9	2.9	31.9	-21.729	1.038	0	0	0.79	2.16	0.5	-1	0	0	-13.21	494.80	
331	197084.20	16.357	4	13.8	220.91	-11.353	0.427	0	0	3.76	5.2	3.3	-1	0	0	-3.48	489.00	
332	197883.30	15.015	0.8	5.1	65.16	-15.564	-0.366	0	0	0.68	4.86	0.45	-1	0	0	-17.7	59.35	
333	198123.50	23.499	3.05	3.65	102.65	-13.794	0.366	0	0	2.44	5.76	2.25	-1	0	0	-7.7	299.45	
334	198144.30	17.639	1.55	5.05	77.47	-17.7	1.038	0	0	1.41	5.04	1.05	-1	0	0	-9.98	320.35	
335	198242.80	17.883	3.35	2.95	74.04	-15.991	1.282	0	0	3.11	4.06	2.4	-1	0	0	-4.59	418.80	
336	199210.00	14.954	2.75	3.15	56.33	-14.16	1.526	0	0	2.47	3.32	1.95	-1	0	0	-4.85	157.15	
337	199639.50	29.114	1.55	5.2	128.95	-15.137	2.563	0	0	1.14	4.21	1	-1	0	0	-20.34	586.70	
338	199958.70	30.579	2.45	5.15	162.88	-15.503	-0.244	0	0	2.03	5.59	2.1	-1	0	0	-12.06	291.50	
339	200784.30	15.747	1.55	3.75	54.17	-14.465	-0.122	0	0	1.42	3.46	1.2	-1	0	0	-8.89	502.75	
340	200847.50	28.564	3.75	5.7	171.29	-15.747	-2.441	0	0	3.19	6.4	2.3	-1	0	0	-7.16	565.95	
341	201714.30	11.841	2.3	0.95	20.55	-16.846	1.709	0	0	1.95	0.75	0.15	-1	0	0	-4.85	203.90	
342	201728.90	13.184	1.65	1.15	24.22	-20.386	1.709	0	0	1.56	1.46	0.35	-1	0	0	-6.77	218.50	
343	201956.20	10.071	2.85	2.45	27.77	-15.991	-1.892	0	0	2.61	0.27	0.15	-1	0	0	-3.08	445.80	
344	202550.50	16.846	2.25	7.35	105.8	-15.808	-0.488	0	0	2.09	5.23	1.15	-1	0	0	-6.45	425.75	
345	202610.50	13.611	2.75	3.35	55.55	-14.282	1.099	0	0	2.6	2.76	1.9	-1	0	0	-4.18	485.75	
346	203056.10	17.822	1.7	5.55	89.17	-16.846	-0.977	0	0	1.56	5.42	1.5	-1	0	0	-9.12	316.90	
347	203181.70	10.376	1.5	1.25	18.18	-16.479	0.122	0	0	1.38	1.57	1.05	-1	0	0	-6.01	442.50	
348	203451.00	25.818	4.5	6.1	177.56	-16.968	-2.563	0	0	3.8	7.32	3.3	-1	0	0	-5.44	97.35	
349	203830.80	41.321	3.95	5.05	218.21	-19.226	-0.549	0	0	2.37	5.2	2.1	-1	0	0	-13.98	477.25	
350	204260.50	11.719	0.95	2.15	24.01	-16.602	1.953	0	0	0.85	2.67	0.65	-1	0	0	-11.03	292.45	
351	204385.70	9.094	0.5	4.35	28.61	-15.991	-3.662	0	0	0.42	1.34	0.15	-1	0	0	-17.12	417.65	
352	206767.60	20.569	1.55	6.1	100.29	-15.259	-0.549	0	0	1.01	4.31	1.15	-1	0	0	-16.3	342.00	
353	206845.00	20.996	3.85	4.05	110.95	-18.311	1.526	0	0	3.58	5.93	2.6	-1	0	0	-4.69	419.35	
354	207230.00	35.706	3.25	6.3	228.27	-18.25	-2.502	0	0	2.73	7.24	2.2	-1	0	0	-10.45	189.95	
355	207470.70	19.287	4.7	5.1	128.67	-19.409	1.16	0	0	4.5	6.87	3.8	-1	0	0	-3.43	430.70	
356	207632.40	13.306	1.3	3.45	41.78	-19.287	-0.793	0	0	1.13	2.64	0.35	-1	0	0	-9.4	592.40	
357	207791.70	20.081	1.85	2.35	54.98	-16.968	4.211	0	0	1.57	2.67	1.45	-1	0	0	-10.22	137.30	
358	207973.00	19.348	1.4	4.6	70.32	-20.386	0.61	0	0	1.06	3.54	0.95	-1	0	0	-14.61	318.65	
359	209001.20	13	2.25	3.2	47.66	-17.212	0	0	0	2.08	3.41	1.8	-1	0	0	-4.99	118.00	
360	209534.50	10.986	2.5	2.55	31.61	-16.663	1.282	0	0	2.41	0.27	0.15	-1	0	0	-3.64	36.85	
361	209678.30	11.414	1.9	5.35	51.14	-19.409	1.465	0	0	1.79	1.19	0.3	-1	0	0	-5.1	180.70	
362	209766.40	36.011	2.45	5.05	189.19	-17.822	-1.465	0	0	2.08	6.03	1.85	-1	0	0	-13.88	268.80	
363	209833.60	13.184	4	4.75	65.48	-17.822	-0.122	0	0	3.9	1.41	0.8	-1	0	0	-2.71	336.00	
364	210043.30	27.161	2.9	8.35	191	-16.846	1.77	0	0	2.08	7.15	1.35	-1	0	0	-10.44	545.65	
365	210243.30	12.451	2.35	1.9	34.21	-17.944	1.587	0	0	2.14	3.11	2.1	-1	0	0	-4.65	131.25	
366	211279.50	10.803	1.95	2.2	23.55	-18.494	-0.183	0	0	1.33	0.73	0.2	-1	0	0	-6.51	553.05	
367	211530.80	26.733	3.45	4.7	135.17	-20.508	0.916	0	0	3.09	5.26	2.55	-1	0	0	-6.92	190.05	
368	211397.90	16.235	2.5	1.9	42.52	-17.212	0	0	0	2.35	2.5	2.1	-1	0	0	-5.52	57.10	
369	211907.30	13.367	2.25	2.7	43.78	-17.151	0.916	0	0	2.12	3.84	2	-1	0	0	-5.04	566.50	
370	214010.50	15.564	2.1	4.7	67.25	-16.602	-2.075	0	0	1.61	5.17	0.95	-1	0	0	-7.76	212.10	
371	214665.00	11.902	2.6	4.05	54.15	-16.357	-3.174	0	0	2.29	3.91	2	-1	0	0	-4.15	252.20	
372	215228.20	16.052	3.5	4.05	80.75	-16.052	-2.258	0	0	3.09	5.85	2.15	-1	0	0	-4.16	200.95	
373	216116.80	16.174	2.45	5.4	83.49	-15.442	-0.244	0	0	2.29	4.69	1.9	-1	0	0	-5.66	475.20	
374	217064.50	11.963	2.65	4.1	52.94	-15.747	-1.282	0	0	2.55	5.44	2.3	-1	0	0	-3.75	194.15	
375	217645.80	11.902	2.85	1	27.05	-16.296	1.648	0	0	2.48	2.39	1.8	-1	0	0	-3.83	160.95	
376	217601.50	11.108	1.65	2.7	29.87	-14.465	-1.77	0	0	1.56	1.48	1.35	-1	0	0	-5.7	116.70	
377	217682.60	33.203	4.4	6.9	245.66	-14.893	2.747	0	0	3.88	8.1	3.4	-1	0	0	-6.84	197.80	
378	217991.90	16.174	0.9	3	39.19	-15.564	-1.892	0	0	0.77	1.76	0.55	-1	0	0	-16.88	507.10	
379	218063.20	10.437	3.1	4.35	47.07	-16.846	-0.427	0	0	2.77	3.92	1.45	-1	0	0	-3.01	578.35	
380	218487.00	30.151	3.25	7.55	210.41	-14.771	0.366	0	0	2.84	7.48	1.8	-1	0	0	-8.51	387.80	
381	219933.00	20.081	2.1	5.2	96.01	-17.273	0.61	0	0	1.58	5.14	1.15	-1	0	0	-10.17	604.95	
382	220200.50	15.625	3.35	7.75	111.44	-16.663	-0.854	0	0	2.91	6.67	2	-1	0	0	-4.3	258.15	
383	220260.80	24.292	2.05	1.4	50.67	-49.744	-0.916	0	0	1.75	2.66	1.5	-1	0	0	-11.07	318.35	
384	220625.30	12.573	0.95	1.45	19.93	-24.109	-0.977	0	0	0.86	1.48	0.65	-1	0	0	-11.74	68.50	
385	220795.80	13.611	3	3.1	49.44	-15.869	0.793	0	0	2.68	2.31	0.85	-1	0	0	-4.06	239.05	
386	220881.60	18.982	3.15	3.15	84.39	-16.541	-1.892	0	0	2.98	4.99	2.95	-1	0	0	-5.09	324.80	
387	221002.80	31.921	4.1	6.15	220.9	-15.198	-1.831	0	0	3.65	6.96	2.8	-1	0	0	-6.99	445.95	
388	221112.70	26.062	3.55	5.45	158.22	-15.259	0.732	0	0	2.91	6.98	2.25	-1	0	0	-7.16	555.85	
389	221515.30	10.864	4.1	1.85	39.19	-15.137	2.136	0	0	3.76	0.72	0.35	-1	0	0	-2.31	344.15	
390	223502.00	19.592	2.65	4.85	96.53	-15.137	2.136	0	0	2.39	5.29	1.65	-1	0	0	-6.55	487.55	
391	224390.00	9.827	3.4	1.7	32.16	-16.479	-0.732	0	0	3.33	0.54	0.15	-1	0	0	-2.36	146.85	
392	224471.80	28.809	3.25	6.6	191.76	-15.991	-1.038	0	0	2.65	7.61	2.35	-1	0	0	-8.7	228.65	
393	224492.20	13.367	2.35	3.7	51.53	-19.287	-0.61	0	0	2.18	2.99	1.15	-1	0	0	-4.9	249.00	
394	225679.50	14.038	4.25	3.2	68.32	-17.883	0.671	0	0	4.08	4.78	3.2	-1	0	0	-2.75	207.45	
395	225708.40	19.592	1.7	5.05	82.39	-17.029	-2.38	0	0	1.22	4.31	1.1	-1	0	0	-12.81	236.40	
396	225873.70	22.827	2.6	3.2	86.55	-30.884	0.305	0	0	2.08	4.3	1.95	-1	0	0	-8.79	401.70	
397	226084.30	18.982	0.8	5.2	77.93	-16.968	0.671	0	0	0.57	4.69	0.6	-1	0	0	-26.76	228.25	
398	227615.50	13.306	2.35	4.35	55.81	-16.296	1.282	0	0	1.77	3.04	0.95	-1	0	0	-6.01	530.75	
399	227760.50	17.273	2.95	3.3	70.35	-17.395	-2.136	0	0	2.77	4.73	2.4	-1	0	0	-5	61.35	
400	228105.10	17.822	2.05	3.2	63.05	-14.771	0.854	0	0	1.88	4.31	1.7	-1	0	0	-7.59	405.90	
401	228148.30	16.174	3.9	2.9	81.28	-15.991	-0.061	0	0	3.78	6.06	3.25	-1	0	0	-3.43	449.05	
402	229127.00	16.418	3.25	4	66.24	-16.846	-0.122	0	0	2.72	3.17	0.15	-1	0	0	-4.83	198.95	
403	229580.50	20.996	2.05	6.05	98.1	-16.907	-1.526	0	0	1.72	3.65	1	-1	0	0	-9.74	38.15	
404	229974.50	16.296	3.05	4.3	82	-15.259	1.953	0	0	2.87	6.19	2.4	-1	0	0	-4.54	432.15	
405	230748.70	13.428	2.05	6	72.92	-15.686	1.038	0	0	1.99	4.96	1.3	-1	0	0	-5.41	591.90	
406	230872.50	14.587	3.05	2.75	55.11	-15.015	-0.61	0	0	2.91	3.35	2.45	-1	0	0	-4.02	101.25	
407	231322.30	40.039	1.75	7.7	250.91	-17.029	0.366	0	0	1.47	6.35	1.3	-1	0	0	-21.8	551.05	
408	232550.70	12.512	2.95	2.4	37.86	-15.198	0.549	0	0	2.84	1.34	0.7	-1	0	0	-3.52	550.70	
409	233017.40	11.23	2.6	4.25	49.56	-17.395	0.183	0	0	2.11	4.63	1.5	-1	0	0	-4.25	403.00	
410	233361.70	13.123	2.1	6.8	78.24	-17.029	-1.343	0	0	1.98	6.16	1.25	-1	0	0	-5.3	132.90	
411	234435.10	12.939	3.45	2.8	50.02	-18.799	-0.916	0	0	3.27	4.2	2.7	-1	0	0	-3.17	591.90	
412	234891.50	23.865	3.5	5.95	150.81	-17.029	0.549	0	0	3.18	6.88	2.45	-1	0	0	-6.01	433.90	
413	234492.20	13.184	2.45	5.25	64.64	-15.747	0.977	0	0	2.05	4.39	1.35	-1	0	0	-5.14	34.55	
414	235772.70	11.963	2.8	0.45	24.22	-23.926	-1.648	0	0	2.43	2.08	1.7	-1	0	0	-3.94	86.25	
415	236158.10	33.142	1.9	5.15	162.27	-15.93	-0.305	0	0	1.54	5.48	1.55	-1	0	0	-17.23	471.70	
416	236318.70	25.635	4.75	3.55	150.51	-18.616	0.366	0	0	4.54	6.17	3.85	-1	0	0	-4.52	17.90	
417	236357.60	20.02	2.35	4.4	88.84	-15.259	1.587	0	0	1.92	5.2	1.75	-1	0	0	-8.35	56.80	
418	236716.30	13.916	4.65	7.05	95.1	-13.306	0.671	0	0	4.04	4.69	2	-1	0	0	-2.76	415.55	
419	238014.80	12.573	1.85	5.4	55.51	-19.287	-0.916	0	0	1.14	3.79	0.6	-1	0	0	-8.84	485.25	
420	238097.00	13.977	2.1	5.5	70.49	-20.569	-0.366	0	0	1.81	5.13	1.2	-1	0	0	-6.17	567.40	
421	238264.00	13.916	2.15	2.6	44.75	-18.86	1.282	0	0	2.01	3.63	1.95	-1	0	0	-5.54	120.05	
