500	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
79	37937.85	13.541	1.2	3.25	41.84	-5.758	-2.142	0	0	0.88	3.18	0.35	-1	0	0	-12.36	613.05	
80	38052.55	15.077	2.4	13.35	326.9	-2.865	-1.803	0	0	1.45	2.51	1.1	-1	0	0	-8.32	113.35	
81	38056.10	44.561	1.9	3.55	158.52	-10.158	1.41	0	0	1.16	4.12	1.2	-1	0	0	-30.68	116.90	
82	38792.45	29.323	2.15	3.3	94.21	-6.231	0.107	0	0	1.98	3.45	1.55	-1	0	0	-11.83	238.85	
83	38862.15	61.235	4.05	8.05	488.46	-5.133	-1.393	0	0	3.36	8.43	2.1	-1	0	0	-14.57	308.55	
84	39238.40	25.547	1.05	3.9	79.67	-6.016	-2.151	0	0	0.89	2.91	0.75	-1	0	0	-22.88	70.40	
85	39249.10	14.871	1.1	3	37.41	-6.311	-2.151	0	0	0.97	1.53	0.25	-1	0	0	-12.3	81.10	
86	40344.15	17.103	1.95	2.95	44.66	-4.499	-0.357	0	0	1.28	0.76	0.6	-1	0	0	-10.67	561.75	
87	40705.05	15.657	1.2	3	39.17	-4.927	2.428	0	0	1.09	1.18	0.15	-1	0	0	-11.54	308.25	
88	42348.35	12.229	1.95	0.4	15.94	-5.418	-0.714	0	0	1.83	0.72	0.4	-1	0	0	-5.35	108.35	
89	44007.10	24.271	2.55	3.45	95.26	-6.097	-0.616	0	0	2.34	3.94	1.9	-1	0	0	-8.3	538.30	
90	44814.60	32.769	1.6	3.1	100.74	-7.266	2.874	0	0	1.22	3.31	1.1	-1	0	0	-21.43	117.00	
91	45119.40	33.233	1.35	2.9	93.31	-6.24	-2.937	0	0	1.16	2.99	1	-1	0	0	-22.99	421.80	
92	46924.60	24.887	1.5	3.85	84.74	-7.079	-1.526	0	0	1.34	3.29	0.9	-1	0	0	-14.89	383.80	
93	47187.25	10.569	2	2.5	26.84	-7.391	0.268	0	0	1.18	1.51	0.15	-1	0	0	-7.14	32.05	
94	48343.65	12.488	1.85	1.45	25.12	-7.605	-0.259	0	0	1.73	1.03	0.45	-1	0	0	-5.77	574.05	
95	49137.55	14.934	0.9	1.3	21.11	-7.775	-0.705	0	0	0.81	1.69	0.5	-1	0	0	-14.78	139.15	
96	49173.65	12.854	3	2.3	48.84	-8.694	0.437	0	0	2.84	4.38	2.55	-1	0	0	-3.62	175.25	
97	50476.15	21.584	1.95	3.15	70.44	-9.971	-0.946	0	0	1.78	3.91	1.45	-1	0	0	-9.71	248.95	
98	50629.25	52.273	3.6	4	265.42	-8.114	1.134	0	0	2.74	5.42	2.8	-1	0	0	-15.28	402.05	
99	51470.55	9.06	1.15	1	11.4	-8.48	-0.455	0	0	0.85	1.12	0.15	-1	0	0	-8.56	14.55	
100	52750.45	37.473	2.15	3.85	143.76	-7.007	-1.634	0	0	1.52	3.95	1.5	-1	0	0	-19.71	65.65	
101	53510.90	13.648	1.8	0.75	19.48	-9.926	-0.312	0	0	1.68	0.37	0.2	-1	0	0	-6.51	211.70	
102	54961.10	31.019	1.35	4.7	113.35	-7.579	0.339	0	0	0.84	3.92	0.9	-1	0	0	-29.47	433.10	
103	58934.75	12.265	3.15	1.4	31.67	-8.23	-0.25	0	0	2.51	1.65	1.25	-1	0	0	-3.92	105.95	
104	60077.10	11.274	1.7	2.4	28.48	-9.533	3.517	0	0	1.61	2.22	1.55	-1	0	0	-5.62	19.50	
105	60170.25	16.942	1.75	3.8	59.75	-10.56	0.446	0	0	1.53	3.23	1.35	-1	0	0	-8.85	112.65	
106	60886.15	22.218	1.9	3.55	71.2	-9.873	-1.214	0	0	1.25	3.2	0.85	-1	0	0	-14.2	214.15	
107	61215.60	31.43	1.85	4.4	127.59	-11.738	-0.098	0	0	1.63	4.11	1.6	-1	0	0	-15.44	543.60	
108	62139.50	15.184	2.05	1	28.6	-13.068	-0.964	0	0	1.96	1.4	1	-1	0	0	-6.2	238.70	
109	63900.60	8.177	1.35	1.85	18.32	-11.212	-0.509	0	0	1.23	1.21	0.4	-1	0	0	-5.3	156.60	
110	64993.20	30.368	1.7	5	135.12	-11.096	1.098	0	0	1.56	4.29	1.35	-1	0	0	-15.56	20.40	
111	66020.70	19.442	2.3	3.85	72.84	-13.095	1.089	0	0	2.13	3	1.2	-1	0	0	-7.31	433.50	
112	66092.55	25.226	1.7	6.95	153.02	-11.926	-1.303	0	0	1.38	7.05	1.2	-1	0	0	-14.61	505.35	
113	66095.50	12.97	0.65	1.65	18.2	-24.53	-1.303	0	0	0.43	1.37	0.2	-1	0	0	-24.24	508.30	
114	67590.35	19.495	1.15	4.05	65.8	-12.658	1.464	0	0	0.95	3.04	0.65	-1	0	0	-16.41	159.95	
115	67953.45	23.825	1.8	3.45	77.77	-12.551	1.098	0	0	1.6	3.06	1.25	-1	0	0	-11.88	523.05	
116	68310.15	14.523	2.85	2.65	52.13	-11.006	-3.205	0	0	2.68	2.96	2.05	-1	0	0	-4.34	265.35	
117	69257.60	25.699	1.1	2.6	61.76	-14.425	-0.036	0	0	0.91	2.7	0.7	-1	0	0	-22.48	598.40	
118	70179.65	27.618	2.8	3.9	99.21	-9.694	-0.696	0	0	1.19	3.6	1.2	-1	0	0	-18.54	291.65	
119	70693.95	9.524	2.1	0.4	13.01	-10.426	0.402	0	0	2.01	0.48	0.4	-1	0	0	-3.78	191.55	
120	70856.70	15.077	1.65	0.9	23.75	-12.461	-1.16	0	0	1.51	0.83	0.4	-1	0	0	-7.99	354.30	
121	71234.75	13.166	2.1	3.45	45.78	-8.676	-0.045	0	0	1.95	2.55	0.3	-1	0	0	-5.4	117.95	
122	71790.45	7.962	1.7	1.15	14.89	-12.372	0.187	0	0	1.6	1.18	0.85	-1	0	0	-3.97	59.25	
123	72818.60	68.751	2.95	6.65	429.14	-10.408	1.767	0	0	1.72	6.78	2.1	-1	0	0	-31.89	473.00	
124	73896.25	12.658	1.35	0.75	14.96	-13.916	-0.205	0	0	1.26	0.54	0.2	-1	0	0	-8.03	321.85	
125	74576.10	15.496	1.65	2.6	39.22	-13.122	-0.545	0	0	1.43	1.65	1	-1	0	0	-8.69	387.30	
126	74940.25	22.468	2.1	1.9	52.24	-13.184	1.053	0	0	1.47	1.76	0.85	-1	0	0	-12.2	137.05	
127	75115.60	7.891	1.5	0.9	12.12	-12.916	0.045	0	0	1.42	0.73	0.15	-1	0	0	-4.44	312.40	
128	76307.75	13.782	1.35	2.4	33.01	-13.184	0.598	0	0	1.24	2.12	0.9	-1	0	0	-8.93	275.75	
129	76451.10	36.982	2.1	4.2	139.64	-12.711	-1.339	0	0	1.58	4.14	1.1	-1	0	0	-18.72	419.10	
130	76582.70	37.544	2.05	4.5	165.3	-12.363	-1.741	0	0	1.62	4.82	1.25	-1	0	0	-18.51	550.70	
131	76678.20	24.235	1.7	2.15	54.93	-12.247	-0.071	0	0	1.28	2.69	1.1	-1	0	0	-15.12	31.80	
132	76705.15	12.47	1.6	1.55	23.48	-13.64	0.357	0	0	1.26	1.76	0.7	-1	0	0	-7.91	58.75	
133	76796.90	13.291	2.95	1	28.84	-11.337	1.357	0	0	2.84	0.53	0.45	-1	0	0	-3.75	150.50	
134	77580.40	18.995	2.45	9	159.65	-11.765	-3.972	0	0	2.29	2.04	1.35	-1	0	0	-6.64	319.60	
135	77705.80	8.427	0.85	2.25	17.59	-11.033	3.142	0	0	0.7	2.38	0.45	-1	0	0	-9.65	445.00	
136	77758.95	10.096	2.2	0.5	17.05	-11.56	3.169	0	0	2.07	1.37	0.95	-1	0	0	-3.9	498.15	
137	77621.05	9.391	0.95	1.65	16.91	-11.435	0.937	0	0	0.54	2.08	0.55	-1	0	0	-13.93	360.25	
138	77583.80	18.379	1.6	5.3	86.34	-14.791	-3.972	0	0	1.49	4.46	0.85	-1	0	0	-9.86	323.00	
139	78121.60	24.217	1.75	1.65	47.37	-12.417	2.267	0	0	1.61	1.89	0.55	-1	0	0	-12.03	246.40	
140	78133.10	13.595	1.2	1.95	27	-10.006	2.267	0	0	1.11	1.54	0.55	-1	0	0	-9.83	257.90	
141	77902.40	9.533	0.5	1.6	12.04	-12.452	1.348	0	0	0.41	0.21	0.15	-1	0	0	-18.83	27.20	
142	78302.20	17.281	2.2	1.8	41.63	-11.703	0.589	0	0	1.89	2.08	0.95	-1	0	0	-7.32	427.00	
143	78314.70	13.416	3.3	0.45	33.87	-9.774	0.589	0	0	3.19	2.84	2.7	-1	0	0	-3.36	439.50	
144	78390.20	7.355	1.05	1.65	11.02	-13.479	-2.026	0	0	0.84	0.51	0.1	-1	0	0	-7	515.00	
145	78535.25	14.389	1.95	2.2	32.54	-13.604	1.83	0	0	1.51	0.88	0.7	-1	0	0	-7.6	45.65	
146	78619.20	17.389	2.55	1.85	47.72	-14.211	-0.839	0	0	2.2	3.37	1.6	-1	0	0	-6.33	129.60	
147	78626.95	10.765	1.4	0.65	14.05	-15.693	-0.839	0	0	1.32	0.26	0.15	-1	0	0	-6.53	137.35	
148	78649.10	20.674	2.9	3.75	84.58	-9.828	-0.839	0	0	2.51	4.9	1.8	-1	0	0	-6.59	159.50	
149	78976.90	10.783	1.65	1.75	19.38	-14.309	0.902	0	0	1.55	0.66	0.1	-1	0	0	-5.55	487.30	
150	79016.75	11.97	2.2	0.75	20.98	-13.443	0.821	0	0	2.07	1.26	1.15	-1	0	0	-4.62	527.15	
151	79087.95	15.086	1.7	2.3	37.35	-13.782	0.536	0	0	1.21	2.64	0.9	-1	0	0	-10	598.35	
152	79116.70	16.407	1.3	4.3	55.59	-13.952	2.205	0	0	1.14	3.3	0.75	-1	0	0	-11.54	12.70	
153	79167.80	10.051	2.7	0.15	11.97	-13.943	1.125	0	0	1.85	0.2	0.15	-1	0	0	-4.36	63.80	
154	79778.10	17.54	2.3	3.7	62.12	-12.631	-1.446	0	0	2.04	2.73	1.55	-1	0	0	-6.89	59.70	
155	79950.75	11.988	1.1	1.75	19.71	-13.943	-0.848	0	0	0.97	0.99	0.15	-1	0	0	-9.88	232.35	
156	79978.90	11.524	1.5	3.2	32.37	-15.853	-2.428	0	0	1.18	0.78	0.2	-1	0	0	-7.8	260.50	
157	80753.00	23.467	2.8	4.35	113.23	-15.719	-1.446	0	0	2.63	5.35	2.3	-1	0	0	-7.14	420.20	
158	80811.00	54.165	1.8	4.55	222.75	-16.425	-1.437	0	0	1.57	4.72	1.3	-1	0	0	-27.59	478.20	
159	81196.30	15.05	4.75	2.35	54.84	-14.604	0.866	0	0	2.05	3.57	1.9	-1	0	0	-5.88	249.10	
160	81983.50	33.733	2.45	3.15	130.54	-16.746	1.276	0	0	1.55	4.3	1.8	-1	0	0	-17.41	421.90	
161	82671.20	21.2	2.05	2.45	60.82	-16.728	1.562	0	0	1.84	2.9	1.55	-1	0	0	-9.24	495.20	
162	82935.65	14.211	0.85	3.3	40.18	-17.21	0.946	0	0	0.66	3.56	0.4	-1	0	0	-17.18	145.25	
163	85314.75	30.778	1.7	4.95	135.85	-16.487	0.134	0	0	1.29	4.1	0.8	-1	0	0	-19.06	66.75	
164	85601.65	24.217	2.35	2.85	78.8	-14.613	-1.776	0	0	1.98	3.06	1.7	-1	0	0	-9.78	353.65	
165	86074.85	16.576	2.05	3.25	58.68	-16.094	-0.196	0	0	1.85	3.78	1.65	-1	0	0	-7.17	212.45	
166	85903.55	17.299	1.8	3.9	63.54	-15.309	1.285	0	0	1.6	3.48	1.2	-1	0	0	-8.67	41.15	
167	86454.55	14.166	1.55	2.9	34.76	-16.532	-0.268	0	0	1.14	2.42	0.75	-1	0	0	-9.93	592.15	
168	86707.05	22.414	2.2	2.85	67.17	-15.282	2.232	0	0	2.08	3.17	1.3	-1	0	0	-8.62	230.25	
169	87679.40	31.796	1.4	3.95	107.84	-16.916	-1.178	0	0	1.06	3.56	0.85	-1	0	0	-24.06	588.20	
170	87874.35	17.924	3	3.1	66.52	-15.88	2.357	0	0	2.86	3.82	1.6	-1	0	0	-5.02	168.75	
171	89679.90	46.203	1.9	3.35	154.77	-15.916	2.169	0	0	1.31	3.56	1.25	-1	0	0	-28.23	131.10	
172	89809.35	13.265	2.55	0.85	23.66	-15.443	-0.321	0	0	2.27	0.97	0.2	-1	0	0	-4.68	260.55	
173	89887.25	9.069	1.9	1.2	18.93	-17.165	-0.009	0	0	1.61	1.42	1.3	-1	0	0	-4.51	338.45	
174	91177.35	17.54	1.9	1.9	44.62	-16.996	0.509	0	0	1.76	3.02	1.45	-1	0	0	-7.97	399.75	
175	91873.40	24.164	1.7	4	83.49	-14.327	1.794	0	0	1.28	2.78	1.1	-1	0	0	-15.06	481.40	
176	92536.10	37.205	2.15	6.85	204.8	-14.854	1.642	0	0	1.26	6.06	1.05	-1	0	0	-23.65	529.70	
177	92576.50	14.282	1.65	2.2	27.8	-16.442	-2.839	0	0	1.44	0.5	0.15	-1	0	0	-7.95	570.10	
178	92626.30	11.372	1.95	1.4	25.52	-17.192	-1.517	0	0	1.72	1.86	0.55	-1	0	0	-5.28	5.50	
179	92701.25	10.006	1.75	1.1	17.87	-17.13	0.741	0	0	1.66	0.35	0.2	-1	0	0	-4.83	80.45	
180	92910.55	8.194	2.45	0.6	14.85	-18.504	0.893	0	0	2.36	0.73	0.2	-1	0	0	-2.78	289.75	
181	93116.55	16.817	2.95	1.9	50.01	-15.478	-2.178	0	0	2.54	2.89	2.2	-1	0	0	-5.29	495.75	
182	93552.85	12.792	2.3	4.1	49.8	-12.827	1.892	0	0	2.17	0.59	0.45	-1	0	0	-4.71	317.65	
183	93606.75	16.282	3.4	2.25	54.43	-11.926	0.812	0	0	3.3	3.1	1.55	-1	0	0	-3.94	371.55	
184	93594.30	18.701	2.1	2.85	57.5	-12.577	2.41	0	0	1.83	3.2	1.3	-1	0	0	-8.19	359.10	
185	93989.75	13.05	1.95	2	30.11	-15.068	-0.553	0	0	1.85	0.71	0.4	-1	0	0	-5.64	140.15	
186	94048.80	10.756	2.25	1.35	18.91	-16.407	-2.276	0	0	1.16	0.75	0.25	-1	0	0	-7.42	199.20	
187	94183.00	10.721	1.4	0.95	15.32	-14.693	-1.196	0	0	1.29	0.93	0.15	-1	0	0	-6.64	333.40	
188	94654.25	11.952	1.95	0.4	14.42	-15.523	1.098	0	0	1.83	1.19	0.95	-1	0	0	-5.22	190.25	
189	94740.35	12.095	1.6	3.3	32.88	-12.792	-2.91	0	0	1.06	1.47	0.65	-1	0	0	-9.12	276.35	
190	94790.55	11.453	1.35	3	25.86	-13.416	0.848	0	0	0.38	0.49	0.2	-1	0	0	-24.24	326.55	
191	94871.30	13.604	2.7	1.85	36.23	-13.595	-0.58	0	0	2.57	1.44	0.8	-1	0	0	-4.24	407.30	
192	94797.05	11.979	1.7	2.45	31.18	-13.934	0.848	0	0	1.39	2.84	0.5	-1	0	0	-6.89	333.05	
193	95033.85	14.059	2.05	1.55	29.6	-14.55	0.875	0	0	1.96	0.7	0.35	-1	0	0	-5.73	569.85	
194	95097.10	9.685	0.9	2.5	19.98	-14.916	1.259	0	0	0.82	0.67	0.35	-1	0	0	-9.44	18.70	
195	95799.95	14.157	0.75	2.25	27.16	-15.889	2.169	0	0	0.64	0.35	0.2	-1	0	0	-17.65	107.15	
196	95944.40	11.024	2.95	1.3	28.96	-16.523	-1.607	0	0	2.46	2.12	1.2	-1	0	0	-3.59	251.60	
197	96949.50	20.281	1.95	3.55	70.54	-13.907	0.295	0	0	1.82	2.52	1.4	-1	0	0	-8.93	27.90	
198	97305.80	13.952	0.95	2.05	25.4	-16.192	0.491	0	0	0.8	1.47	0.5	-1	0	0	-13.88	384.20	
199	97795.05	11.515	1.9	3.9	42.71	-13.425	2.151	0	0	1.77	2.81	1.4	-1	0	0	-5.2	259.05	
200	98102.90	23.753	2.9	2.45	88.63	-15.273	-0.83	0	0	2.59	4.16	2.3	-1	0	0	-7.34	566.90	
201	98207.10	13.149	2.8	0.9	27.63	-15.791	-2.615	0	0	2.52	1.18	1.05	-1	0	0	-4.18	56.70	
202	98222.60	20.54	5.7	3.65	89.8	-10.935	-2.615	0	0	2.77	3.17	1.15	-1	0	0	-5.94	72.20	
203	98882.00	9.56	1.65	1.15	16.35	-17.255	-1.268	0	0	1.46	0.89	0.65	-1	0	0	-5.23	117.20	
204	99429.15	27.841	1	3.25	75.41	-15.657	-1.616	0	0	0.77	2.64	0.7	-1	0	0	-28.8	49.95	
205	101282.80	36.313	1.1	4.05	125.17	-15.898	2.142	0	0	0.63	3.66	0.5	-1	0	0	-46.12	60.35	
206	101616.60	44.391	2.45	4.75	216	-16.978	-1.152	0	0	2.15	5.27	1.85	-1	0	0	-16.49	394.25	
207	102149.90	16.648	2.5	2.3	48.63	-15.568	-0.054	0	0	2.38	2.53	1	-1	0	0	-5.59	313.05	
208	102677.00	26.029	1.9	2.75	79.06	-16.219	0.884	0	0	1.66	3.04	1.4	-1	0	0	-12.55	225.85	
209	102719.30	19.915	1.35	2.8	55.01	-17.612	-1.116	0	0	1.2	2.43	0.3	-1	0	0	-13.27	268.05	
210	103594.70	25.753	2.95	4.85	127.93	-17.103	-2.526	0	0	2.61	5.31	2	-1	0	0	-7.89	529.10	
211	103717.10	12.14	2.05	1.8	27.61	-16.157	-2.758	0	0	1.91	0.89	0.2	-1	0	0	-5.09	37.10	
