500	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
23	3439.15	19.803	2.35	2.8	66.44	-52.908	-2.979	0	0	2.05	3.67	1.85	-1	0	0	-7.73	367.15	
24	3508.65	77.022	1.95	5.3	367.18	-51.281	-0.524	0	0	0.87	5.19	1.4	-1	0	0	-71.16	436.65	
25	4060.20	20.29	2.2	1.95	56.46	-56.889	0.8	0	0	2.11	1.8	1.1	-1	0	0	-7.71	373.80	
26	4383.15	15.316	1.4	2.3	31.42	-56.448	1.14	0	0	1.27	1.02	0.55	-1	0	0	-9.64	82.35	
27	4571.90	22.119	3.7	6.2	144.08	-52.118	-1.627	0	0	3.44	5.5	2.15	-1	0	0	-5.15	271.10	
28	4600.25	29.327	1.2	3.75	95.83	-54.719	-0.496	0	0	1.01	3.81	0.9	-1	0	0	-23.3	299.45	
29	4678.95	9.892	0.35	1.95	17.69	-54.122	3.273	0	0	0.26	2.01	0.15	-1	0	0	-30.54	378.15	
30	4918.45	26.587	1.4	3.55	87.78	-49.884	0.671	0	0	1.23	3.57	0.9	-1	0	0	-17.33	3.25	
31	5093.10	24.896	1.4	4.65	95.59	-57.275	-3.218	0	0	1.21	3.3	0.45	-1	0	0	-16.42	177.90	
32	5255.30	9.589	1.25	1	14.39	-56.061	-0.129	0	0	1.17	0.49	0.2	-1	0	0	-6.57	340.10	
33	5274.20	22.8	2.85	3.15	85.46	-53.634	-1.673	0	0	2.47	4.12	1.85	-1	0	0	-7.39	359.00	
34	5418.10	25.539	1.7	2.6	74.58	-55.115	-1.636	0	0	1.48	3.54	1.4	-1	0	0	-13.76	502.90	
35	5441.25	32.655	1.85	3.15	114.22	-54.048	-1.544	0	0	1.07	3.79	1.55	-1	0	0	-24.42	526.05	
36	5575.05	56.512	1.7	4.6	236.8	-52.605	2.694	0	0	1.4	4.93	1.25	-1	0	0	-32.19	45.45	
37	5725.60	37.96	1.9	4.4	163.99	-51.906	0.561	0	0	1.65	5.09	1.4	-1	0	0	-18.39	196.00	
38	5905.05	79.1	4.5	6.65	604.79	-54.894	-0.101	0	0	4.01	9.15	3.8	-1	0	0	-15.77	375.45	
39	5984.60	15.583	2.7	0.9	38.73	-53.68	-0.12	0	0	2.51	2.85	2.1	-1	0	0	-4.97	455.00	
40	6132.05	33.85	1.25	3.35	109.54	-52.761	-2.593	0	0	1.1	3.45	0.95	-1	0	0	-24.7	602.45	
41	6213.00	20.097	1.55	3.45	62.04	-54.361	-0.69	0	0	1.3	2.21	0.95	-1	0	0	-12.35	69.00	
42	6266.10	30.862	1.4	4.35	125.25	-54.774	-0.772	0	0	1.09	4.33	1.1	-1	0	0	-22.62	122.10	
43	7172.75	39.624	1.1	4	137.69	-57.891	1.977	0	0	0.92	3.67	0.75	-1	0	0	-34.32	414.35	
44	7225.95	24.473	1.7	3.5	86.28	-57.799	-1.168	0	0	1.51	3.59	1.25	-1	0	0	-12.95	467.55	
45	7269.05	14.241	2.6	2.25	42.61	-55.05	-0.441	0	0	2.31	1.85	1.45	-1	0	0	-4.92	510.65	
46	7275.00	40.442	1.55	4.85	176.54	-64.372	1.204	0	0	1.33	4.33	1.25	-1	0	0	-24.35	516.60	
47	7579.85	44.386	1.6	4.75	183.64	-52.586	-0.184	0	0	1.21	4.58	1.15	-1	0	0	-29.27	207.05	
48	7870.35	51.014	1.65	4.5	203.19	-52.642	1.508	0	0	1.24	4.04	1.1	-1	0	0	-32.99	497.55	
49	7952.85	28.113	2.25	3.6	106.16	-54.223	-0.634	0	0	1.75	4.27	1.55	-1	0	0	-12.85	580.05	
50	8042.15	34.08	1.95	4.35	135.12	-53.791	-0.34	0	0	1.13	3.83	1.4	-1	0	0	-24.2	54.95	
51	8131.30	26.376	3.05	2.5	97.1	-53.23	-0.322	0	0	2.74	3.96	2.3	-1	0	0	-7.71	144.10	
52	8456.65	16.934	4.5	3.95	88.76	-57.781	-1.655	0	0	3.77	3.71	2.45	-1	0	0	-3.59	469.45	
53	8473.60	46.988	1.6	4.4	201.81	-55.565	-1.655	0	0	1	4.89	1.05	-1	0	0	-37.76	486.40	
54	8729.85	25.714	1.65	3.35	74.14	-53.91	2.602	0	0	0.93	2.86	0.85	-1	0	0	-22.18	128.25	
55	8750.40	27.525	1.65	2.8	77.53	-56.043	-0.377	0	0	1.33	3.85	1.15	-1	0	0	-16.61	148.80	
56	9046.95	33.023	2.15	5.05	141.56	-58.038	-1.526	0	0	1.45	4.14	1.5	-1	0	0	-18.23	445.35	
57	9102.45	15.813	2	2.3	45.25	-55.703	0.331	0	0	1.84	2.91	1.8	-1	0	0	-6.88	500.85	
58	9257.60	60.575	1.6	4.1	220.32	-54.388	-1.011	0	0	1.15	4.02	0.95	-1	0	0	-42.07	41.60	
59	9537.10	13.588	0.4	3.95	45.24	-58.351	-1.655	0	0	0.35	3.64	0.15	-1	0	0	-31.32	321.10	
60	9484.00	12.163	1.05	2.95	28.46	-49.948	-2.455	0	0	0.96	0.33	0.15	-1	0	0	-10.19	268.00	
61	9840.75	12.218	1.15	2	22.42	-54.692	-0.984	0	0	1.05	0.72	0.5	-1	0	0	-9.33	10.35	
62	9916.65	38.263	2.35	4.7	178.06	-52.338	-0.827	0	0	2.15	5.18	1.95	-1	0	0	-14.25	86.25	
63	10188.25	21.071	1.45	6.1	109.81	-48.109	-0.864	0	0	0.94	5.12	0.75	-1	0	0	-17.85	357.85	
64	10305.55	47.227	1.4	4.75	203.73	-53.938	-1.076	0	0	1.26	4.34	1.1	-1	0	0	-30	475.15	
65	10459.10	37.969	0.95	4.7	146.96	-52.292	-2.832	0	0	0.78	4.35	0.6	-1	0	0	-38.76	14.30	
66	10705.10	22.211	1.25	4.25	80.2	-50.334	-1.544	0	0	1.16	2.63	0.9	-1	0	0	-15.36	260.30	
67	10738.90	16.668	0.7	2.65	40.54	-50.564	1.738	0	0	0.54	2.95	0.45	-1	0	0	-24.89	294.10	
68	10765.30	32.039	1.85	3.45	104.1	-51.612	-2.39	0	0	1.69	3.41	1.3	-1	0	0	-15.14	320.50	
69	10858.10	61.164	2.05	4.7	282.47	-52.439	1.011	0	0	0.9	5.03	1.8	-1	0	0	-54.28	413.30	
70	11117.90	55.243	2.6	6.6	372.31	-52.908	-1.636	0	0	1.5	7.92	2	-1	0	0	-29.53	58.70	
71	11174.90	14.562	1.95	2.65	39.31	-55.822	-0.653	0	0	1.64	3.15	1.2	-1	0	0	-7.1	115.70	
72	11555.75	14.351	2.2	2.7	45.56	-53.303	-1.296	0	0	2.03	2.52	0.7	-1	0	0	-5.66	496.55	
73	11661.10	16.429	1.6	3.9	54.88	-53.763	-2.537	0	0	1.49	0.74	0.6	-1	0	0	-8.83	601.90	
74	11667.55	60.272	1.9	3.85	248.28	-56.705	-2.537	0	0	1.22	4.44	1.6	-1	0	0	-39.38	608.35	
75	11825.00	39.035	1.3	4.25	141.54	-53.708	-0.524	0	0	1.03	3.89	0.85	-1	0	0	-30.23	151.40	
76	11946.10	26.606	2.85	5.3	141.9	-51.584	-1.609	0	0	2.71	5.89	2.2	-1	0	0	-7.84	131.70	
77	12228.35	15.151	1.45	2.15	37.04	-53.202	1.149	0	0	1.32	2.94	0.85	-1	0	0	-9.15	413.95	
78	12185.35	11.023	1.75	4.05	39.4	-52.66	-1.829	0	0	1.64	2.64	0.35	-1	0	0	-5.39	370.95	
79	12407.90	15.307	0.95	6.15	70.39	-52.678	-0.046	0	0	0.78	1.67	0.5	-1	0	0	-15.69	593.50	
80	13030.10	16.328	1.05	2.45	34.8	-54.774	-1.508	0	0	0.8	2.12	0.6	-1	0	0	-16.33	601.30	
81	13493.80	41.701	2.7	6.2	247.84	-49.994	-0.331	0	0	2.49	6.24	1.9	-1	0	0	-13.42	450.60	
82	13504.45	43.908	2.75	6.9	300.09	-54.324	-0.331	0	0	2.21	7.81	2	-1	0	0	-15.89	461.25	
83	13802.95	38.502	3.35	6.45	233.11	-48.964	-0.791	0	0	2.81	6.84	2	-1	0	0	-10.96	145.35	
84	13853.25	46.675	2.1	3.25	174.66	-48.265	-0.625	0	0	1.78	4.32	1.7	-1	0	0	-21.02	195.65	
85	13878.25	12.806	0.9	1.9	21.56	-49.314	1.204	0	0	0.75	1.07	0.75	-1	0	0	-13.68	220.65	
86	14379.95	55.813	1.85	5.6	270.46	-50.555	-1.223	0	0	0.71	5.35	1.1	-1	0	0	-63.04	107.95	
87	14495.35	14.811	3.05	2.85	47.37	-50.555	0.745	0	0	2.44	1.17	0.75	-1	0	0	-4.86	223.35	
88	14620.05	25.539	2.35	3.6	96.91	-49.617	3.071	0	0	2.09	3.44	1.7	-1	0	0	-9.79	348.05	
89	14837.35	19.279	1.3	3.15	56.52	-51.814	-2.648	0	0	1.14	3.78	0.95	-1	0	0	-13.55	565.35	
90	14946.95	35.735	2.05	3.65	136.41	-49.773	0.202	0	0	1.77	5.07	1.55	-1	0	0	-16.11	60.55	
91	15144.50	16.567	1.65	2.9	50	-49.47	-0.929	0	0	1.47	3.44	1.25	-1	0	0	-8.99	258.10	
92	15621.65	47.098	1.7	4.4	188.19	-51.787	-0.221	0	0	1.36	4.24	1.3	-1	0	0	-27.69	120.85	
93	15846.50	19.83	2.35	4.75	85.29	-49.948	-0.285	0	0	2.12	3.82	1.7	-1	0	0	-7.49	345.70	
94	16227.10	53.074	1.55	4.25	206.36	-51.005	0.717	0	0	1.18	4.68	1.15	-1	0	0	-36.07	111.90	
95	16246.05	26.394	4.55	4.8	141.44	-52.228	-1.048	0	0	3.33	5.87	2.2	-1	0	0	-6.34	130.85	
96	16319.10	12.2	0.8	1.55	17.4	-51.787	-2.501	0	0	0.69	1.3	0.35	-1	0	0	-14.06	203.90	
97	16382.35	25.622	1.65	4.25	88.68	-50.141	-1.71	0	0	1.3	4.06	0.9	-1	0	0	-15.79	267.15	
98	16887.45	24.997	2.6	5.1	124.82	-49.718	-0.322	0	0	2.35	4.6	1.8	-1	0	0	-8.52	157.85	
99	17109.25	43.926	1.45	4.6	173.14	-50.996	-1.223	0	0	0.82	4.13	0.7	-1	0	0	-42.81	379.65	
100	17174.00	27.102	3.6	3.25	126.83	-50.61	0.257	0	0	3.38	5.39	2.9	-1	0	0	-6.42	444.40	
101	17241.60	19.784	2.55	3.95	91.38	-49.231	-1.223	0	0	2.04	4.82	1.55	-1	0	0	-7.74	512.00	
102	17436.55	18.102	1.05	3.1	46.9	-51.171	0.965	0	0	0.64	2.45	0.4	-1	0	0	-22.73	92.55	
103	17473.50	10.554	2.25	1.05	22.11	-55.611	0.965	0	0	2.15	0.92	0.75	-1	0	0	-3.93	129.50	
104	17525.05	18.102	1.05	3.8	54.73	-50.453	1.682	0	0	0.87	1.35	0.4	-1	0	0	-16.57	181.05	
105	17680.40	43.623	3.4	5.5	259.45	-51.796	0.781	0	0	2.72	6.87	2.55	-1	0	0	-12.83	336.40	
106	17715.40	62.524	1.9	6	342.35	-53.064	2.684	0	0	1.63	6.38	1.35	-1	0	0	-30.67	371.40	
107	17763.45	40.322	2.25	4	174.19	-50.61	0.864	0	0	1.97	4.47	1.85	-1	0	0	-16.35	419.45	
108	17847.55	14.636	2.2	3.8	54.26	-51.566	-3.319	0	0	1.75	3.52	1.3	-1	0	0	-6.7	503.55	
109	17906.45	41.177	1.4	3.95	146.16	-52.366	1.82	0	0	1.07	4.28	0.95	-1	0	0	-30.68	562.45	
110	17969.90	19.26	1.9	3	59.22	-50.141	-0.975	0	0	1.65	3.48	1.3	-1	0	0	-9.35	11.50	
111	18100.70	18.948	2.6	4.7	82.92	-53.625	-0.46	0	0	2.15	4.64	1.1	-1	0	0	-7.05	142.30	
112	18112.00	40.488	2.9	6	252.69	-55.74	-0.46	0	0	2.72	7.47	2.15	-1	0	0	-11.92	153.60	
113	18676.95	13.836	2.1	1.85	34.3	-54.195	-0.46	0	0	1.95	1.24	0.3	-1	0	0	-5.68	104.15	
114	18992.65	33.133	2.9	6.05	195.03	-50.031	-2.17	0	0	1.91	6.04	1.75	-1	0	0	-13.88	419.85	
115	19543.10	67.461	2.05	5.15	332.71	-50.821	0.037	0	0	1.04	5.36	1.55	-1	0	0	-51.86	355.90	
116	19669.25	15.316	0.95	4.7	51.34	-51.391	-0.837	0	0	0.61	2.13	0.35	-1	0	0	-19.96	482.05	
117	19800.25	15.344	0.4	3.25	30.96	-50.408	1.6	0	0	0.29	1.35	0.15	-1	0	0	-42.87	613.05	
118	19913.60	29.566	1.95	3.25	94.63	-49.911	-1.002	0	0	1.75	3.76	1.3	-1	0	0	-13.52	112.00	
119	20211.90	41.757	1.9	5	200.16	-49.507	-1.609	0	0	1.21	5.51	1.35	-1	0	0	-27.72	410.30	
120	20306.70	24.877	2.35	4.65	120.87	-50.306	1.14	0	0	2.15	6.18	1.6	-1	0	0	-9.27	505.10	
121	20368.85	23.517	1.15	2.85	61.19	-52.191	1.232	0	0	0.8	2.84	0.65	-1	0	0	-23.4	567.25	
122	20459.85	80.102	2.85	6.05	467.13	-51.299	2.896	0	0	1.79	6.26	1.75	-1	0	0	-35.73	43.85	
123	20557.60	13.974	2.9	2.7	45.15	-50.362	-0.827	0	0	2.79	1.29	0.7	-1	0	0	-4	141.60	
124	20793.80	23.094	1.15	3.95	72.75	-50.38	0.368	0	0	0.91	2.71	0.65	-1	0	0	-20.24	377.80	
125	20900.90	28.04	2.15	6.15	154.86	-50.15	-0.506	0	0	1.97	5.53	1.55	-1	0	0	-11.37	484.90	
126	20913.95	16.658	3.35	2.55	66.18	-51.014	-0.506	0	0	2.92	3.34	2.75	-1	0	0	-4.57	497.95	
127	21048.10	18.828	1.65	2.4	54.03	-51.207	-0.781	0	0	1.49	2.84	1.45	-1	0	0	-10.12	17.70	
128	21052.90	15.371	1.35	1.1	21.31	-53.23	-0.781	0	0	1.25	1.21	0.2	-1	0	0	-9.86	22.50	
129	21733.95	20.658	3	2.2	70.74	-52.448	-1.967	0	0	2.83	3.98	2.25	-1	0	0	-5.85	89.15	
130	21813.30	18.479	1.7	3.4	57.68	-53.147	-0.414	0	0	1.52	3.21	0.65	-1	0	0	-9.71	168.50	
131	22150.95	15.39	1	2.35	29.89	-50.196	-0.717	0	0	0.9	1.23	0.45	-1	0	0	-13.7	506.15	
132	22370.95	15.702	2.1	2.15	43.7	-54.296	1.517	0	0	1.97	2.62	1.65	-1	0	0	-6.37	111.75	
133	22525.00	16.447	1.2	2	33.77	-51.86	1.535	0	0	1.11	2.61	0.75	-1	0	0	-11.9	265.80	
134	22593.20	30.945	1.45	6	147.31	-50.49	4.339	0	0	0.81	5.14	0.75	-1	0	0	-30.5	334.00	
135	22660.65	14.369	1.05	2.2	28.05	-52.927	2.354	0	0	0.96	0.76	0.65	-1	0	0	-12.01	401.45	
136	22966.35	31.12	3.1	4.35	142.69	-48.137	0.193	0	0	1.52	5.06	1.7	-1	0	0	-16.38	92.75	
137	23042.85	17.624	1.6	3.9	54.65	-50.904	0.947	0	0	0.93	2.61	0.2	-1	0	0	-15.22	169.25	
138	23084.80	31.855	2.75	4.35	147.77	-50.932	2.988	0	0	2.57	4.52	2.2	-1	0	0	-9.91	211.20	
139	23192.25	36.599	2.35	5.6	200.47	-51.878	-0.542	0	0	1.96	6.21	1.55	-1	0	0	-14.91	318.65	
140	23468.05	16.465	2.45	1.4	36.73	-51.906	2.059	0	0	2.3	1.66	0.65	-1	0	0	-5.74	594.45	
141	23528.65	26.201	2.2	3.2	90.63	-50.987	-0.211	0	0	1.9	3.93	1.45	-1	0	0	-11.05	40.65	
142	23609.05	15.666	1.4	1.45	28.1	-53.34	1.719	0	0	1.31	1.51	0.15	-1	0	0	-9.56	121.05	
143	24087.25	11.418	1.65	0.7	16.89	-52.228	-2.556	0	0	1.58	0.34	0.15	-1	0	0	-5.78	599.25	
144	24120.75	54.076	1.4	5.2	232.71	-53.083	0.469	0	0	1.02	4.6	0.95	-1	0	0	-42.23	18.35	
145	24254.90	17.183	2.85	1.2	44.57	-52.2	0.552	0	0	2.73	2.33	2.15	-1	0	0	-5.04	152.50	
146	24271.00	33.721	4.5	8.2	272.04	-52.816	0.211	0	0	4.05	7.38	2.5	-1	0	0	-6.66	168.60	
147	24317.25	15.61	2.85	3.95	67.36	-52.412	-0.873	0	0	2.74	0.26	0.15	-1	0	0	-4.56	214.85	
148	24378.30	13.211	1.25	3.6	45.39	-51.511	2.225	0	0	1.12	4.13	0.65	-1	0	0	-9.42	275.90	
149	24628.95	15.638	2.05	1.7	38.67	-54.085	-0.772	0	0	1.95	1.93	1.5	-1	0	0	-6.43	526.55	
150	24992.45	12.696	0.85	1.9	20.67	-52.614	0.515	0	0	0.71	1.38	0.55	-1	0	0	-14.27	275.65	
151	24998.20	31.708	1.3	3.6	104.05	-53.184	0.515	0	0	1.05	3.62	1.05	-1	0	0	-24.22	281.40	
152	25024.45	12.292	1	5.3	56.08	-52.163	1.848	0	0	0.9	4.32	0.45	-1	0	0	-10.95	307.65	
153	25042.45	29.217	2.35	4.7	140.38	-51.805	-0.846	0	0	2.11	5.31	1.8	-1	0	0	-11.1	325.65	
154	25122.00	12.917	3.45	1.95	44.62	-54.728	2.537	0	0	3.35	1.59	0.15	-1	0	0	-3.08	405.20	
155	25297.90	13.101	2.55	2.35	40.26	-54.784	1.839	0	0	2.18	1.26	0.2	-1	0	0	-4.8	581.10	
156	25420.30	13.891	2.4	3.5	56.31	-52.209	0.956	0	0	2	3.71	1.8	-1	0	0	-5.55	89.10	
157	25484.15	68.169	1.4	4.9	301.13	-53.782	0.763	0	0	0.96	5.07	1.05	-1	0	0	-56.71	152.95	
158	25511.45	13.147	0.85	2.2	22.13	-53.414	-1.066	0	0	0.78	0.55	0.45	-1	0	0	-13.51	180.25	
159	25525.25	29.162	1.75	3.5	96.12	-53.497	1.958	0	0	0.96	3.49	0.75	-1	0	0	-24.19	194.05	
160	25666.30	32.232	1.25	3.45	105.07	-62.019	0.423	0	0	0.69	3.76	1.05	-1	0	0	-37.21	335.10	
161	25660.95	14.737	1.3	1.65	24.55	-53.009	-1.342	0	0	1.22	1.42	0.8	-1	0	0	-9.68	329.75	
162	25959.95	25.852	2.05	4.4	108.9	-49.599	1.526	0	0	1.61	4.99	1.45	-1	0	0	-12.86	14.35	
163	25983.40	14.149	1.2	2	31.51	-54.94	1.287	0	0	1.06	2.1	1	-1	0	0	-10.7	37.80	
164	26436.25	19.591	2.2	3.4	68.63	-54.508	-0.827	0	0	2.1	4.78	1.45	-1	0	0	-7.45	490.65	
165	26467.90	33.556	2.05	3.5	118.55	-53.91	3.098	0	0	1.74	3.65	1.35	-1	0	0	-15.46	522.30	
166	26734.25	68.39	2.9	5.85	392.16	-51.878	1.719	0	0	2.45	6.51	2.2	-1	0	0	-22.33	174.25	
167	26824.05	37.141	3.2	4.45	181.82	-51.851	-1.894	0	0	1.45	5.33	1.95	-1	0	0	-20.44	264.05	
168	27301.00	16.548	1.65	1.85	38.28	-51.428	-2.05	0	0	1.4	2.01	1.1	-1	0	0	-9.49	126.60	
169	27373.90	65.871	3.1	5.1	297.47	-49.415	0.708	0	0	1.61	4.69	1.15	-1	0	0	-32.78	199.50	
170	27402.15	16.254	1.45	3.4	51.39	-51.364	0.037	0	0	1.28	3.19	0.85	-1	0	0	-10.16	227.75	
171	27410.40	16.87	2.2	3.45	58.92	-52.752	0.037	0	0	2.05	2.17	1.1	-1	0	0	-6.59	236.00	
172	27457.40	12.558	1.7	0.95	18.83	-51.888	2.74	0	0	1.56	0.84	0.7	-1	0	0	-6.43	283.00	
173	27473.30	46.059	3.35	6.85	314.37	-55.013	-0.221	0	0	2.93	7.53	2.6	-1	0	0	-12.58	298.90	
174	27588.35	10.094	3.5	0.15	20.74	-53.064	-0.735	0	0	3.36	0.22	0.15	-1	0	0	-2.41	413.95	
175	27616.55	44.956	1.1	4.1	157.26	-53.23	0.368	0	0	0.74	3.52	0.65	-1	0	0	-48.68	442.15	
176	27656.85	21.568	1.45	2.85	53.09	-53.864	-1.131	0	0	1.36	1.2	1.05	-1	0	0	-12.64	482.45	
177	28046.85	15.068	2.5	1.6	40.37	-52.963	0.708	0	0	1.89	3.01	1.7	-1	0	0	-6.38	258.05	
178	27804.65	16.282	1.5	4.15	61.21	-52.412	-0.377	0	0	1.36	3.26	0.95	-1	0	0	-9.55	15.85	
179	28165.40	21.991	2.6	3.9	86.01	-52.026	-1.728	0	0	2.02	3.78	1.55	-1	0	0	-8.69	376.60	
180	28241.30	22.634	1.7	2.95	65.72	-53.588	2.363	0	0	1.55	3.33	1.25	-1	0	0	-11.71	452.50	
181	28311.05	27.332	3.95	3.1	126.74	-49.985	-1.048	0	0	3.17	5.33	2.9	-1	0	0	-6.91	522.25	
182	28403.90	43.549	1.9	4.1	168.52	-51.373	-0.956	0	0	1.58	4.28	1.3	-1	0	0	-22.03	103.10	
183	28527.80	41.499	4.35	7.85	350.98	-53.248	0.947	0	0	3.89	8.77	3.05	-1	0	0	-8.54	227.00	
184	28563.30	25.613	1.8	3.45	85.4	-55.179	-0.239	0	0	1.7	3.05	1.45	-1	0	0	-12.06	262.50	
185	28617.75	21.899	2.45	5.2	99.9	-54.067	2.924	0	0	2.28	4.07	0.9	-1	0	0	-7.67	316.95	
186	28755.50	35.91	3.35	7.5	248.14	-53.901	-1.112	0	0	3.11	7.22	2.2	-1	0	0	-9.24	454.70	
187	28765.50	47.705	2.15	4.25	209.69	-61.614	-1.112	0	0	1.82	5.04	1.8	-1	0	0	-20.96	464.70	
188	28829.65	33.942	3.05	3.9	153.34	-53.699	1.443	0	0	2.86	5.2	2.4	-1	0	0	-9.51	528.85	
189	28893.30	43.917	1.5	4.4	190.45	-53.469	-0.873	0	0	0.78	4.69	1.2	-1	0	0	-45.02	592.50	
190	28959.05	11.823	1.9	2.75	33.12	-55.409	-1.315	0	0	1.74	1.97	1.4	-1	0	0	-5.45	43.85	
191	28920.70	12.402	1.85	1.4	24.57	-52.219	0.662	0	0	1.71	1.26	1.15	-1	0	0	-5.81	5.50	
192	29279.15	29.759	2.5	3	102.4	-51.253	-0.184	0	0	2.17	3.71	1.55	-1	0	0	-10.99	363.95	
193	29358.65	14.443	2.25	2.6	40.58	-52.623	-2.078	0	0	1.93	1.93	1.15	-1	0	0	-5.99	443.45	
194	29442.30	44.993	2.95	6.4	277.13	-48.192	-0.239	0	0	2.11	6.73	1.9	-1	0	0	-17.05	527.10	
195	29742.80	45.443	3.7	4.65	215.99	-48.321	1.636	0	0	1.54	4.97	1.7	-1	0	0	-23.6	213.20	
196	29776.85	14.002	2.15	3.6	44.57	-51.446	1.195	0	0	1.83	1.64	1.5	-1	0	0	-6.13	247.25	
197	30046.40	26.073	1.5	3.7	92.9	-51.621	-2.427	0	0	1.33	3.53	1.1	-1	0	0	-15.71	516.80	
198	30065.70	49.755	1.85	3.9	181.22	-51.768	2.317	0	0	1.27	3.81	1.35	-1	0	0	-31.25	536.10	
199	30092.40	26.744	1.05	4.3	95.82	-53.487	-0.129	0	0	0.72	3.8	0.75	-1	0	0	-29.76	562.80	
200	30440.15	35.064	1.7	4.25	143.98	-51.198	1.076	0	0	0.94	3.96	1.05	-1	0	0	-29.85	296.15	
201	30451.50	17.366	2.3	3.45	67.63	-52.154	1.076	0	0	2.04	4.59	1.35	-1	0	0	-6.81	307.50	
202	30459.90	16.732	1.2	4.2	64.38	-50.858	1.076	0	0	1	2.76	0.7	-1	0	0	-13.43	315.90	
203	30604.50	17.992	2	3.4	54.65	-50.417	-3.402	0	0	1.62	3.11	0.6	-1	0	0	-8.86	460.50	
204	30636.00	43.687	3.05	8.55	338.4	-51.731	-1.361	0	0	2.83	8.85	2.4	-1	0	0	-12.37	492.00	
205	30881.40	34.209	1.65	2.85	104.9	-54.214	-0.855	0	0	1.46	4.02	1.3	-1	0	0	-18.79	123.00	
206	31278.70	63.389	1.2	5.15	269.21	-50.012	-0.359	0	0	0.99	4.57	0.9	-1	0	0	-51.07	520.30	
207	31543.65	15.096	2.45	0.85	29.32	-51.52	1.37	0	0	2.24	1.26	1.05	-1	0	0	-5.38	170.85	
208	31664.55	38.548	1.55	4.3	149.05	-50.711	-2.344	0	0	0.89	4.12	1.1	-1	0	0	-34.62	291.75	
209	31686.45	27.148	2.05	3.5	97.01	-50.334	-0.156	0	0	1.49	3.93	1.5	-1	0	0	-14.57	313.65	
210	32095.90	28.481	1.8	4.8	123.24	-50.325	0.772	0	0	1.62	4.03	1.2	-1	0	0	-14.05	108.70	
211	32584.75	40.001	3	5.1	223.85	-52.596	1.085	0	0	2.39	6.49	2.25	-1	0	0	-13.41	597.55	
