500	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
75	20441.00	18.567	1.7	3.6	60.93	-18.019	-3.452	0	0	1.58	1.95	1.1	-1	0	0	-9.38	281.00	
76	20520.30	30.255	1.65	3.45	90.33	-14.854	-2.372	0	0	1.51	3.23	0.9	-1	0	0	-16.07	360.30	
77	20614.10	16.71	1.15	2.1	34.77	-13.663	5.062	0	0	1.07	1.41	0.15	-1	0	0	-12.47	454.10	
78	20665.70	16.464	3.45	0.95	35.56	-16.678	1.365	0	0	3.23	0.96	0.4	-1	0	0	-4.07	505.70	
79	20853.05	16.187	1.75	1.35	28.37	-12.854	-2.222	0	0	1.64	1.1	0.9	-1	0	0	-7.88	78.65	
80	20973.80	18.916	1.4	1.6	33.91	-12.592	1.595	0	0	1.05	1.89	0.65	-1	0	0	-14.46	199.40	
81	21091.70	17.25	0.95	2.45	37.99	-10.291	-1.127	0	0	0.81	2.06	0.8	-1	0	0	-16.99	317.30	
82	21375.10	30.572	2.4	2.25	92.56	-13.616	0.873	0	0	2.03	3.59	1.75	-1	0	0	-12.02	600.70	
83	21531.15	20.558	1.85	3.85	70.72	-12.386	0.786	0	0	1.18	2.74	0.8	-1	0	0	-13.96	167.95	
84	21660.40	15.576	1.35	2.65	37.41	-13.33	-2.119	0	0	1.2	1.18	0.35	-1	0	0	-10.37	297.20	
85	21925.25	11.807	1.1	0.65	11.36	-17.274	1.587	0	0	1.02	0.46	0.15	-1	0	0	-9.28	562.05	
86	21983.20	23.193	1.3	3.6	71.93	-14.298	2.571	0	0	1.17	3.58	0.45	-1	0	0	-15.91	5.60	
87	21997.75	25.121	2.3	3.45	82.54	-11.815	2.571	0	0	1.56	3.94	1	-1	0	0	-12.87	20.15	
88	22149.70	14.822	0.8	1.7	21.93	-14.314	-0.262	0	0	0.65	1.12	0.15	-1	0	0	-18.13	172.10	
89	22435.65	20.773	1.05	2.35	40.73	-13.925	1.23	0	0	0.91	0.54	0.4	-1	0	0	-18.2	458.05	
90	22905.25	27.216	1.25	2.5	66.3	-15.377	4.189	0	0	1.12	2.39	0.95	-1	0	0	-19.39	313.25	
91	22939.65	16.464	1.8	1.1	26.85	-16.52	-0.095	0	0	1.66	0.96	0.85	-1	0	0	-7.93	347.65	
92	22947.60	15.837	2	3.15	48.11	-14.076	-0.095	0	0	1.34	1.52	0.6	-1	0	0	-9.47	355.60	
93	23182.10	30.088	1.75	3.7	108.56	-16.155	-0.056	0	0	1.39	3.47	1.05	-1	0	0	-17.34	590.10	
94	23519.10	23.328	1.05	1.95	43.47	-15.425	-3.396	0	0	0.65	1.58	0.55	-1	0	0	-28.76	312.70	
95	23600.70	14.909	0.9	2.2	27.03	-15.179	-0.77	0	0	0.77	0.24	0.15	-1	0	0	-15.5	394.30	
96	23821.35	22.098	2.1	2.1	52.17	-16.671	2.468	0	0	1.57	2.45	1.4	-1	0	0	-11.24	230.95	
97	24356.65	15.282	0.6	2.25	30.93	-13.584	-3.071	0	0	0.49	1.73	0.2	-1	0	0	-24.85	151.85	
98	24601.50	35.674	1.65	3.8	119.19	-11.727	0.793	0	0	0.99	3.7	0.7	-1	0	0	-28.79	396.70	
99	24637.85	19.384	1.4	1.05	21.84	-13.505	-3.634	0	0	1.01	0.26	0.15	-1	0	0	-15.39	433.05	
100	24997.00	26.724	1.6	3.2	83.94	-16.417	0.698	0	0	1.24	3.85	0.9	-1	0	0	-17.24	177.80	
101	25061.85	17.408	0.95	3.05	43.24	-15.742	-2.595	0	0	0.81	1.23	0.65	-1	0	0	-17.11	242.65	
102	25102.70	16.147	1.9	2.1	38.65	-15.33	-1.389	0	0	1.81	1.46	1.35	-1	0	0	-7.14	283.50	
103	25490.20	23.272	1.75	4.2	89.18	-16.544	-0.667	0	0	1.62	4.03	1.15	-1	0	0	-11.46	56.60	
104	25602.70	36.166	1.45	3.8	123.19	-17.083	0.198	0	0	1.26	4.04	1	-1	0	0	-22.98	169.10	
105	25712.30	18.313	1.35	1.3	27.9	-16.805	1.174	0	0	1.25	1.33	0.15	-1	0	0	-11.68	278.70	
106	25830.35	25.652	1.45	1.2	42	-15.449	2.095	0	0	1.16	1.97	0.9	-1	0	0	-17.71	396.75	
107	25844.60	52.614	3.65	5.75	327.06	-14.377	2.095	0	0	3.34	6.52	2.6	-1	0	0	-12.61	411.00	
108	26063.65	26.24	1.55	4.05	91.3	-19.083	-2.706	0	0	1.4	3.08	1.2	-1	0	0	-14.98	15.65	
109	26390.45	21.193	0.85	2.1	37.98	-19.781	-0.992	0	0	0.67	1.94	0.55	-1	0	0	-25.43	342.45	
110	26790.25	38.126	1.35	2.45	97.53	-13.822	-4.626	0	0	1.22	3.02	1.2	-1	0	0	-25.02	127.85	
111	28268.85	24.756	1.9	2.9	75.47	-14.869	0.563	0	0	1.77	3.6	1.55	-1	0	0	-11.22	377.65	
112	28380.35	20.305	3.4	3.35	89.68	-16.448	-0.349	0	0	3.27	5.13	2.25	-1	0	0	-4.96	489.15	
113	28541.70	13.457	1.05	2.85	31.92	-15.988	1.928	0	0	0.98	0.88	0.1	-1	0	0	-11.01	36.10	
114	28574.65	23.264	1.6	3.6	69.46	-14.425	2.015	0	0	1.49	2.26	0.4	-1	0	0	-12.47	69.05	
115	28739.45	18.622	1.55	3	48.25	-15.084	0.381	0	0	1.17	0.46	0.35	-1	0	0	-12.68	233.85	
116	28993.70	14.655	1.6	0.95	23.79	-14.481	-0.365	0	0	1.3	2.04	1.15	-1	0	0	-9.04	488.10	
117	29244.00	31.342	1.6	3.1	92.26	-15.441	1.063	0	0	1.14	3.14	1	-1	0	0	-21.97	124.00	
118	29888.45	17.353	1.55	0.75	21.46	-14.441	0.302	0	0	1.41	0.74	0.35	-1	0	0	-9.82	154.05	
119	30253.40	43.807	1.75	4.95	187.2	-16.194	-0.833	0	0	1.58	4.84	1.2	-1	0	0	-22.14	519.00	
120	30281.35	18.329	1.55	2.8	46.95	-14.719	-1.968	0	0	1.46	0.75	0.6	-1	0	0	-10.03	546.95	
121	31317.75	30.215	2.15	2.7	92.29	-19.281	0.135	0	0	1.84	3.52	0.9	-1	0	0	-13.15	354.55	
122	32562.05	39.157	3.75	2.6	156.61	-13.29	3.793	0	0	3.16	5.04	2.6	-1	0	0	-9.92	370.05	
123	34388.65	18.035	1.8	1.1	34.7	-13.409	-0.032	0	0	1.74	1.12	0.15	-1	0	0	-8.28	353.45	
124	35097.65	24.153	1.35	3.05	66.92	-15.084	-0.365	0	0	0.97	3.35	0.7	-1	0	0	-19.83	448.05	
125	35287.55	25.343	1.05	4.2	85.59	-15.972	0.817	0	0	0.76	2.92	0.7	-1	0	0	-26.61	23.55	
126	35344.10	40.284	2.35	3.75	166.07	-15.544	-0.865	0	0	2	4.53	1.85	-1	0	0	-16.1	80.10	
127	36173.65	21.487	1.25	2.85	61.04	-16.552	2.674	0	0	1.13	3.07	0.9	-1	0	0	-15.19	295.25	
128	36752.65	12.338	1.3	2.45	26.48	-16.821	0.397	0	0	1.01	0.31	0.15	-1	0	0	-9.78	259.85	
129	39051.00	17.559	4.15	0.2	45.96	-20.313	-0.825	0	0	4.06	0.53	0.4	-1	0	0	-3.46	100.60	
130	39391.85	19.86	2.65	7.9	128.33	-15.131	-1.928	0	0	1.32	6.18	0.65	-1	0	0	-12.07	441.45	
131	39662.75	17.123	0.85	0.5	11.57	-19.694	-2.285	0	0	0.75	0.45	0.35	-1	0	0	-18.2	97.95	
132	41351.55	53.13	1.85	4.95	232.54	-19.622	0.873	0	0	1.05	5.63	0.9	-1	0	0	-40.67	557.95	
133	41502.95	37.364	2.45	4.45	184.99	-21.003	-0.103	0	0	1.62	5.34	1.65	-1	0	0	-18.46	94.95	
134	41601.10	17.051	1.65	2.45	41.34	-19.384	-1.904	0	0	1.32	2.13	0.65	-1	0	0	-10.3	193.10	
135	41418.55	15.409	3.55	0.85	37.71	-18.408	-0.492	0	0	3.21	2.56	2.4	-1	0	0	-3.84	10.55	
136	41830.25	13.211	2.85	0.7	27.98	-19.424	1.349	0	0	2.71	0.79	0.7	-1	0	0	-3.89	422.25	
137	41892.10	25.383	2.25	3.05	85.67	-18.527	3.571	0	0	1.42	3	1.45	-1	0	0	-14.27	484.10	
138	42398.85	40.887	1.3	6.9	218.86	-18.075	-2.269	0	0	0.95	5.72	0.8	-1	0	0	-34.35	376.45	
139	42453.35	40.387	2.35	3.25	145.58	-19.13	1.063	0	0	2.16	4.12	1.9	-1	0	0	-14.94	430.95	
140	42631.65	21.701	2.05	5	104.74	-19.162	-0.095	0	0	1.88	4.58	1.25	-1	0	0	-9.26	609.25	
141	42641.35	18.821	2.8	1.75	54.85	-27.66	0.976	0	0	2.71	3.76	2.1	-1	0	0	-5.55	4.55	
142	42673.15	12.608	3.65	0.95	32.65	-19.448	0.587	0	0	3.55	0.26	0.15	-1	0	0	-2.84	36.35	
143	42656.00	16.758	1.8	3.45	61.72	-16.655	0.976	0	0	1.67	2.46	1	-1	0	0	-8.04	19.20	
144	42775.40	11.537	1.75	0.15	13.31	-19.963	2.69	0	0	1.62	1.44	1.35	-1	0	0	-5.7	138.60	
145	42799.15	31.58	2.15	4.95	140.61	-20.487	2.238	0	0	1.62	4.82	1	-1	0	0	-15.58	162.35	
146	42848.85	15.599	3.25	1.35	44.89	-19.765	0.857	0	0	2.96	1.45	0.7	-1	0	0	-4.22	212.05	
147	42864.80	28.358	1.6	5.25	121.83	-23.018	0.262	0	0	1.4	3.48	1.1	-1	0	0	-16.2	228.00	
148	43008.95	26.668	3	4.8	138.25	-19.662	2.484	0	0	2.89	5.05	2.25	-1	0	0	-7.38	372.15	
149	43080.80	20.963	2.65	2.75	58.15	-20.923	0.111	0	0	1.87	1.33	0.3	-1	0	0	-8.95	444.00	
150	43428.75	14.044	2.1	0.95	23.7	-20.4	-1.468	0	0	1.99	0.53	0.2	-1	0	0	-5.65	177.55	
151	43711.55	17.051	3.5	1.8	56.7	-18.765	1.476	0	0	2.62	2.53	2.4	-1	0	0	-5.2	460.35	
152	43919.35	18.535	2.05	1.1	28.79	-19.408	-0.23	0	0	1.41	0.3	0.15	-1	0	0	-10.51	53.75	
153	44264.35	22.558	1.25	1.85	44.57	-22.645	3.079	0	0	1.13	1.88	0.75	-1	0	0	-15.97	398.75	
154	44302.20	15.853	1.7	1.9	31.59	-18.773	0.968	0	0	1.55	0.82	0.2	-1	0	0	-8.2	436.60	
155	44338.70	14.933	1.9	3.25	46.31	-18.043	-3.658	0	0	1.8	0.72	0.55	-1	0	0	-6.65	473.10	
156	44436.25	27.596	2.65	2.9	101.29	-19.059	1.825	0	0	2.3	4.49	1.75	-1	0	0	-9.6	570.65	
157	44505.70	26.581	2.8	3.25	106.71	-21.027	-0.413	0	0	2.63	4.67	1.95	-1	0	0	-8.08	25.70	
158	44535.25	12.917	1.15	2.15	23.13	-20.979	-2.285	0	0	1.02	0.38	0.25	-1	0	0	-10.15	55.25	
159	45156.50	35.349	1.45	3.65	122.06	-19.979	-1.238	0	0	0.94	3.38	1.15	-1	0	0	-30.17	62.10	
160	45651.65	14.957	2.05	3.8	58.1	-19.218	1.341	0	0	1.72	2.78	0.65	-1	0	0	-6.94	557.25	
161	46752.00	15.338	1.75	1.25	25.56	-18.345	-1.373	0	0	1.23	1.43	0.95	-1	0	0	-9.96	428.80	
162	46931.05	15.964	1.55	2.1	35.74	-19.797	-1.88	0	0	1.06	1.23	0.15	-1	0	0	-12.09	607.85	
163	47708.50	20.416	2.1	3.05	64.83	-19.059	1.46	0	0	1.99	2.31	1.4	-1	0	0	-8.21	156.50	
164	48493.40	19.67	2.2	1.5	45.41	-19.099	4.11	0	0	2.04	2.3	1.55	-1	0	0	-7.7	327.00	
165	49659.30	38.141	2.4	3.8	149.78	-21.05	1.381	0	0	2.2	4.47	1.6	-1	0	0	-13.85	264.10	
166	49869.20	35.721	2	4.55	156.34	-20.551	-2.864	0	0	1.76	4.4	1.65	-1	0	0	-16.24	474.00	
167	50524.20	16.829	3.1	0.7	37.82	-20.098	-2.634	0	0	2.8	1.82	1.7	-1	0	0	-4.8	514.60	
168	50577.10	14.195	1.35	1.1	19.18	-18.376	1.031	0	0	0.59	0.9	0.15	-1	0	0	-19.4	567.50	
169	51173.50	37.888	1.4	4.5	140.43	-19.709	-1.206	0	0	1.28	3.52	1	-1	0	0	-23.7	549.50	
170	51248.95	21.042	1.95	1.5	42.7	-18.884	-0.889	0	0	1.37	1.77	1.05	-1	0	0	-12.25	10.55	
171	51599.15	22.169	2.75	2.45	65.11	-19.678	1.182	0	0	2.65	1.78	1.65	-1	0	0	-6.7	360.75	
172	52085.60	35.547	2.05	4.1	142.21	-19.908	-2.277	0	0	1.89	4.34	1.45	-1	0	0	-15.03	232.80	
173	52567.20	27.112	1	1.95	49.85	-19.852	3.19	0	0	0.89	2.21	0.6	-1	0	0	-24.32	100.00	
174	53598.65	13.973	2.65	2.3	39.77	-21.019	5.205	0	0	2.1	1.71	1.6	-1	0	0	-5.31	517.05	
175	53958.40	42.775	2	3.85	179.76	-22.185	-0.865	0	0	1.42	4.48	1.6	-1	0	0	-24.02	262.40	
176	54978.60	22.098	3.1	2.75	82.01	-21.257	-2.174	0	0	2.76	2.96	2.05	-1	0	0	-6.41	53.80	
177	56148.15	30.342	2.05	2.7	91.99	-21.209	-0.936	0	0	1.92	3.04	1.3	-1	0	0	-12.63	608.95	
178	55801.80	27.589	3.45	2.55	98.31	-20.281	2.61	0	0	3.31	3.62	2.05	-1	0	0	-6.67	262.60	
179	56618.50	17.599	1.35	2.35	37.97	-20.804	2.182	0	0	1.22	1.69	0.7	-1	0	0	-11.5	464.90	
180	57645.70	14.814	1.6	2.95	38.62	-20.892	-2.896	0	0	1.25	1.17	0.25	-1	0	0	-9.46	263.30	
181	59479.60	23.597	1.45	2.45	60.22	-21.082	1.262	0	0	1.33	2.3	0.75	-1	0	0	-14.14	254.00	
182	59584.40	22.003	2.1	2.1	51.29	-21.796	-0.619	0	0	1.81	1.25	0.4	-1	0	0	-9.74	358.80	
183	59860.70	16.837	1.35	1.85	29.42	-21.534	0.619	0	0	1.07	0.58	0.2	-1	0	0	-12.55	20.70	
184	60284.95	64.516	1.1	4.6	248.94	-22.852	-1.714	0	0	0.53	3.79	0.85	-1	0	0	-97.96	444.95	
185	60713.80	28.937	1.15	3.2	81.88	-21.891	1.143	0	0	0.96	2.81	0.75	-1	0	0	-24.03	259.40	
186	62938.85	31.207	1.6	5.05	132.14	-22.947	3.039	0	0	1.15	4.41	0.85	-1	0	0	-21.78	26.85	
187	64272.35	24.78	2.5	5.1	119.62	-20.654	-5.626	0	0	1.87	4.26	1.15	-1	0	0	-10.62	131.55	
188	65726.20	15.107	1.2	1.8	27.44	-22.288	-0.198	0	0	1.1	0.54	0.4	-1	0	0	-11	356.60	
189	67046.70	22.891	2.05	2.95	73.92	-23.859	3.214	0	0	1.93	3.79	1.4	-1	0	0	-9.51	448.30	
190	67909.40	26.192	3.35	1.35	78.84	-22.518	1.396	0	0	3.03	3.34	2.65	-1	0	0	-6.91	82.20	
191	68846.15	42.656	2.4	5.15	203.62	-23.693	-0.841	0	0	2.03	4.23	1.55	-1	0	0	-16.82	404.55	
192	69026.80	18.472	2.3	5.7	96.76	-18.694	-0.27	0	0	1.89	3.23	1.1	-1	0	0	-7.8	585.20	
193	69153.65	26.486	1.5	3.5	82.6	-24.034	-0.048	0	0	1.32	3.47	1	-1	0	0	-16.04	97.65	
194	69879.40	19.456	3.4	1.8	62.29	-23.359	5.61	0	0	3.15	0.27	0.15	-1	0	0	-4.94	209.00	
195	69946.50	24.962	2.9	2.3	66.39	-22.423	-1.698	0	0	2.09	3.4	1.5	-1	0	0	-9.56	276.10	
196	70072.95	18.043	3.05	1.4	43.55	-23.542	0.786	0	0	2.94	0.46	0.2	-1	0	0	-4.91	402.55	
197	70130.80	14.266	2.25	1.8	39.35	-23.407	-1.166	0	0	2.09	3.27	1.55	-1	0	0	-5.45	460.40	
198	70153.65	70.411	1.15	5.4	317.56	-26.938	-1.738	0	0	0.77	5.02	0.8	-1	0	0	-72.8	483.25	
199	70286.20	25.2	2.75	3.45	110.08	-24.708	0.73	0	0	2.01	4.84	2.15	-1	0	0	-10.04	142.20	
200	71724.95	20.757	1.8	1.8	48.66	-22.907	-1.595	0	0	1.63	1.9	1.25	-1	0	0	-10.16	352.15	
201	72815.95	44.021	1.75	4.8	182.01	-23.828	2.484	0	0	1.59	4.22	1.2	-1	0	0	-22.19	214.35	
202	72909.20	13.87	1.9	0.45	13.53	-23.367	-0.793	0	0	1.21	0.28	0.2	-1	0	0	-9.15	307.60	
203	73106.40	25.486	1.75	3.1	68.55	-24.748	-0.032	0	0	1.27	2.07	1	-1	0	0	-16.09	504.80	
204	73394.35	21.407	1.95	2.1	53.09	-25.073	-0.032	0	0	1.84	1.49	1.15	-1	0	0	-9.29	178.35	
205	74920.00	38.134	2	4.2	160.38	-23.042	-0.468	0	0	1.82	4.27	1.65	-1	0	0	-16.8	475.20	
206	75089.45	16.599	2.85	2.1	49.73	-25.637	3.539	0	0	2.68	0.93	0.8	-1	0	0	-4.95	30.25	
207	75512.95	32.73	1.9	3.65	112.6	-25.867	-0.563	0	0	1.7	3.1	1.55	-1	0	0	-15.42	453.75	
208	76588.65	13.957	1.9	2.9	41.84	-26.025	1.428	0	0	1.76	1.47	0.25	-1	0	0	-6.34	300.65	
209	76779.90	18.099	2.35	2.85	56.88	-24.097	-2.079	0	0	2.26	0.84	0.4	-1	0	0	-6.41	491.90	
210	78290.80	13.552	1.1	1.65	24.81	-26.74	3.031	0	0	1.05	1.74	0.5	-1	0	0	-10.33	159.60	
211	79050.85	27.541	1.7	3.05	87.11	-26.62	1.389	0	0	1.47	2.76	1.4	-1	0	0	-15.02	305.25	
